profile_id,plant_name,scientific_name,family,family_latin,genus_jp,genus_scientific,habit,height,flower_period,distribution,habitat,source,page,extraction_method
plant-profile-000220,リシリソウ,Anticlea sibiriea,シュロソウ科,MELANTHIACEAE,リシリソウ属,Anticlea,,10ー25cm,7ー8月,国外では、朝鮮半島北部・中国 （北部）・シベリアに分布する,北海道の利尻島・礼文島の高山草地に生える多 年草,日本の野生植物 第1巻,61,macOS Vision OCR + rule parser
plant-profile-000221,エンレイソウ,Twillium apetalon,シュロソウ科,MELANTHIACEAE,ツクバネソウ属,Paris,多年草,20-40cm,,南千島・北海道～九州、サハリンに分布する,山地の林内のやや湿ったところに生える多年草,日本の野生植物 第1巻,62,macOS Vision OCR + rule parser
plant-profile-000222,オオバナノエンレイソウ,Trillium eamsehatcense,シュロソウ科,MELANTHIACEAE,ツクバネソウ属,Paris,多年草,,,本州北部・北海道、千島・サハリン・カムチャツカ半島に分布,原野の林下に生える多年草,日本の野生植物 第1巻,62,macOS Vision OCR + rule parser
plant-profile-000223,キヌガサソウ,Kinugasa japoniea,シュロソウ科,MELANTHIACEAE,キヌガサソウ属,Kinugasa,多年草,30-80cm,,,亜高山に生える多年草,日本の野生植物 第1巻,62,macOS Vision OCR + rule parser
plant-profile-000224,クルマバツクバネソウ,Paris verficilata,シュロソウ科,MELANTHIACEAE,ツクバネソウ属,Paris,多年草,,,北海道～九州、朝鮮半島・中国・千島・サハリン・シベリアに 122 シュロソウ科 分布する,山地の林下に生える多年草,日本の野生植物 第1巻,62,macOS Vision OCR + rule parser
plant-profile-000225,コバイケイソウ,Veratrum stamineum,シュロソウ科,MELANTHIACEAE,ツクバネソウ属,Paris,,,,,山地，亜高山の湿原に生え シュロソウ科 123,日本の野生植物 第1巻,62,macOS Vision OCR + rule parser
plant-profile-000226,ショウジョウバカマ,Heloniopsis orientalis,シュロソウ科,MELANTHIACEAE,ショウジョウバカマ属,Heloniopsis,多年草,10-30cm,4ー5月,北海道～九州，サハリンに分布する,山野のやや 湿ったところに生える多年草,日本の野生植物 第1巻,62,macOS Vision OCR + rule parser
plant-profile-000227,ツクバネソウ,Paris tetraphylla,シュロソウ科,MELANTHIACEAE,ツクバネソウ属,Paris,多年草,,,北海道～九州に分布する,山地の林下に生える多年草,日本の野生植物 第1巻,62,macOS Vision OCR + rule parser
plant-profile-000228,ミヤマエンレイソウ,Trwillium tschonoskii,シュロソウ科,MELANTHIACEAE,ツクバネソウ属,Paris,多年草,,,北海道～九州、朝鮮半島・中国・サハリンに分布する,ミヤマエンレイソウ〔シロバナエンレイソウ〕 Trwillium tschonoskii Maxim. （PL 109） 山地の林下に生え る多年草,日本の野生植物 第1巻,62,macOS Vision OCR + rule parser
plant-profile-000229,アオヤギソウ,Veratrum maackii,シュロソウ科,MELANTHIACEAE,ツクバネソウ属,Paris,多年草,50-100cm,6一8月,本州中部以北・北海道、 朝鮮半島に分布する,山地の林 下や湿った草原に生える多年草,日本の野生植物 第1巻,63,macOS Vision OCR + rule parser
plant-profile-000230,オオチゴユリ,Disporum viridescens,イヌサフラン科,COLCHICACEAE,,Disporum,,,,北海道・本州（北部～中部）、朝鮮半島・中国（北 東部）・ウスリーに分布する,山地の林下に生える多 年草,日本の野生植物 第1巻,63,macOS Vision OCR + rule parser
plant-profile-000231,キバナチゴユリ,Disporum luteseens,イヌサフラン科,COLCHICACEAE,,Disporum,多年草,,,,山地の林下に生える多年草,日本の野生植物 第1巻,63,macOS Vision OCR + rule parser
plant-profile-000232,チゴユリ,Disporum smilacinum,イヌサフラン科,COLCHICACEAE,,Disporum,多年草,,,南千島・北海道・本州・四国・九州，ウルップ島・サハリン南部・朝鮮半島・中国（山東 省北東部）に分布する,山野の林下にふつうに生える多年草,日本の野生植物 第1巻,63,macOS Vision OCR + rule parser
plant-profile-000233,バイケイソウ,Veratrum album,シュロソウ科,MELANTHIACEAE,ツクバネソウ属,Paris,多年草,60-150cm,7ー8月,北 海道～九州，サハリン・千島列島・朝鮮半島・中国（東北）・ウスリー・ダフリア・カムチャツ カ半島に分布する,山地の林下または湿っ た草原に生える大型の多年草,日本の野生植物 第1巻,63,macOS Vision OCR + rule parser
plant-profile-000234,ホウチャクソウ,Disporum sessile,イヌサフラン科,COLCHICACEAE,,Disporum,多年草,15-60cm,早い,南千島・北海道・本州・四国・九州、サハリン南部・韓国（酸陵品・ 済州島）に分布する,丘陵、原野の林 下に生える多年草,日本の野生植物 第1巻,63,macOS Vision OCR + rule parser
plant-profile-000235,カラスキバサンキライ,Heterosmilax japoniea,サルトリイバラ科,SMILACACEAE,カラスキバサンキライ属,Heterosmilax,低木,,,,カラスキバサンキライ Heterosmilax japoniea Kunth （PL111） 道ばたに生えるつる性の半低木,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000236,ササバサンキライ,Smilax nervomarginata,サルトリイバラ科,SMILACACEAE,サルトリイバラ属,Smilax,低木,,,奄美大島・琉球中国に分布する,ササバサンキライ Smilax nervomarginata Hayata 常緑の林緑ややぶに生えるやや小型のつる性 半低木,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000237,サツマサンキライ,Smilax bracteata,サルトリイバラ科,SMILACACEAE,サルトリイバラ属,Smilax,低木,,,九州（長崎県以南の西側海岸）～琉球、台湾・インドシナ・フィリピン・ミクロネシアに分布,サツマサンキライ Smilax bracteata C. Pres］ （PL 113） 山地に生えるつる性半低木,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000238,サルトリイパラ,Smilax china,サルトリイバラ科,SMILACACEAE,サルトリイバラ属,Smilax,低木,,,北 海道～琉球・伊豆～小笠原諸島、朝鮮半島・中国・台湾・インドシナ・フィリピンに分布する,サルトリイパラ Smilax china L. （PL112） 山野、丘陵地に生えるつる性半低木,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000239,サルマメ,Smias trinervula,サルトリイバラ科,SMILACACEAE,サルトリイバラ属,Smilax,低木,30-50cm,,本州（関東以西）、中国に分布する,山地に生える小型の半低木,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000240,シオデ,Smilax riparia,サルトリイバラ科,SMILACACEAE,サルトリイバラ属,Smilax,多年草,,,北海道～九 州、朝鮮半島・中国・ウスリーに分布する,シオデ Smilax riparia A. DC. （PL 111） 山野に生える多年草,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000241,タチシオデ,Smilax nipponica,サルトリイバラ科,SMILACACEAE,サルトリイバラ属,Smilax,多年草,,,朝鮮半島・中国 に分布する,タチシオデ Smilax nipponica Mig. （PL 112） 山野に生える多年草,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000242,ハマサルトリイバラ,Smilax sebeana,サルトリイバラ科,SMILACACEAE,サルトリイバラ属,Smilax,低木,,,九州（鹿児島県、長崎県男女群島）～琉球、台湾に分布する,海岸近くに生えるつる性半低木,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000243,ヒメカカラ,Smilas bilora,サルトリイバラ科,SMILACACEAE,サルトリイバラ属,Smilax,低木,20-30cm,,,ヒメカカラ Smilas bilora Siebold ex Mig. （PL 113） 山地に生える小型の半低木,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000244,マルバサンキライ,Smilax stans,サルトリイバラ科,SMILACACEAE,サルトリイバラ属,Smilax,低木,,,本州～九州、中国・台湾に分布する,山地に生えるつる性半低木,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000245,ヤマカシュウ,Smilax sieboldii,サルトリイバラ科,SMILACACEAE,サルトリイバラ属,Smilax,低木,,,本州 ～九州、朝鮮半島・中国に分布する,山地に生えるつる性の半低木,日本の野生植物 第1巻,64,macOS Vision OCR + rule parser
plant-profile-000246,ウバユリ,Cardiocrinum cordatum,ユリ科,LILIACEAE,ウバユリ属,Cardiocrinum,,60-100cm,,本州（宮城 県・石川県以西）・四国・九州に分布,山野の林下に生える多 年草,日本の野生植物 第1巻,65,macOS Vision OCR + rule parser
plant-profile-000247,カタクリ,Erythronium japonicum,ユリ科,LILIACEAE,カタクリ属,Erythronium,多年草,10ー20cm,,南千島・北海道・本州・四 国・九州、朝鮮半島・中国（北東部）・サハリンに分布するが、四国や九州ではまれである,山野に群生する多年草,日本の野生植物 第1巻,65,macOS Vision OCR + rule parser
plant-profile-000248,クロユリ,Fritillaria camschateensis,ユリ科,LILIACEAE,バイモ属,Fritillaria,多年草,10-50cm,,サハリン・ウスリー・千島・カムチャツカ・北アメリカ北部に分布する,高山または北地の 草原に生える多年草,日本の野生植物 第1巻,65,macOS Vision OCR + rule parser
plant-profile-000249,ツバメオモト,Clintonia udensis,ユリ科,LILIACEAE,ツバメオモト属,Clintonia,多年草,20-30cm,,南 千島・北海道・本州（奈良県以北），ウルップ島・サハリン・朝鮮半島・中国・シベリア東部・ ヒマラヤ東部に分布する,亜高山帯の針楽林下などに生える 多年草,日本の野生植物 第1巻,65,macOS Vision OCR + rule parser
plant-profile-000250,アワコバイモ,Fritillaria muraiana,ユリ科,LILIACEAE,バイモ属,Fritillaria,多年草,10-30cm,,四国にまれに見られる,山地の林下に生える多年草,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000251,イズモコバイモ,Fritillaria ayakoana,ユリ科,LILIACEAE,バイモ属,Fritillaria,多年草,,,本州（島根県） にまれに見られる,イズモコバイモ Fritillaria ayakoana Maruy. et Nanuh. 山地の林下に生える多年草,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000252,エゾヒメアマナ,Gagea vaginata,ユリ科,LILIACEAE,バイモ属,Fritillaria,多年草,,,,,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000253,カイコバイモ,Fridillaria kaiensis,ユリ科,LILIACEAE,バイモ属,Fritillaria,,,,本州（東京都・山梨県・ 静岡県）にまれに見られる,,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000254,キバナノアマナ,Gagea nakaiana,ユリ科,LILIACEAE,バイモ属,Fritillaria,多年草,15ー25cm,,南千島・北海道・本州北部～中部に産し、本州西部・四国・九州にはまれで、 朝鮮半島・中国北東部・ロシアに広く分布する,山野に生える多年草,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000255,クルマユリ,Lilium medeoloides,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,30-100cm,,南千島・北海道・本州（近畿地方以北）・四国（剣山）、 朝鮮半島・中国・サハリン・千島・カムチャツカに分布,亜高山帯の草原に生える多年草,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000256,コシノコバイモ,Fritillaria koidzumiana,ユリ科,LILIACEAE,バイモ属,Fritillaria,,,,本州（山形県・福 島県～石川県・静岡県・厳阜県）にまれに見られる,,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000257,スカシユリ,Lilium maeulatum,ユリ科,LILIACEAE,ユリ属,Lilium,,,6ー8月上旬,,海岸の砂浜や岩場、崖に生える多 年草,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000258,タケシマユリ,Lillium hansonii,ユリ科,LILIACEAE,ユリ属,Lilium,,1ー1.5m,,,タケシマユリ Lillium hansonii Leichtlin ex D. T. Moore 観賞用として古くから栽培され、自生地は 韓国の鬱陵島（古名竹島）であるという,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000259,トサコバイモ,Fritillaria shikokiana,ユリ科,LILIACEAE,バイモ属,Fritillaria,,,,四国・九州中部に まれに見られる,,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000260,ヒメアマナ,Gagea japoniea,ユリ科,LILIACEAE,バイモ属,Fritillaria,多年草,,,,湿った原野に生える多年草,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000261,ヒメユリ,Lilium coneolor,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,30-80cm,,本州～九州、朝鮮半島・中国・アムールに分布し、日本ではややまれである,山地に生える多年草,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000262,ホソバナコバイモ,Fritillaria amabilis,ユリ科,LILIACEAE,バイモ属,Fritillaria,多年草,,,本州（兵庫県 以西）・九州（北部～中部）にまれに見られる,山地の林下に生える多年草,日本の野生植物 第1巻,66,macOS Vision OCR + rule parser
plant-profile-000263,ウケユリ,Lilium alexandrae,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,1ー1.2m,,奄美大島、徳之島とその間の島々に分布し、請島に多い,,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000264,エゾスカシユリ,Lilium pensylvanicum,ユリ科,LILIACEAE,ユリ属,Lilium,,,,北海道や南千島 の海岸砂地に生え、ウルップ島・サハリン・カムチャツカ・ダフリア・朝鮮半島・中国北東部 にまで分布する,北海道や南千島 の海岸砂地に生え,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000265,オオバタケシマラン,Streptopus amplexifolius,ユリ科,LILIACEAE,タケシマラン属,Streptopus,多年草,50-100cm,,南千島・北海道・本州（北部～中 部）、朝鮮半島・サハリン・アムール・千島・カムチャツカ・シベリア東部に分布する,深山の林下に 生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000266,オニユリ,Lilium lancifolium,ユリ科,LILIACEAE,ユリ属,Lilium,,1ー2m,,北海道～九州、朝鮮半島・中国に分布し、日本各地に見 られるが、真の自生か不明,オニユリ Lilium lancifolium Thunb. var. laneifolium （PL 120） 田のあぜなど人里近くに生える多年 草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000267,カノコユリ,Lilium speeiosum,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,,,四国（徳島県）・九州に分布する,山地の崖などに生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000268,コオニスリ,Lilium leichtlinii,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,,7ー9月,北海道～琉球（奄美大島以北），朝鮮半島・中国（北東 部）・ウスリーに分布,山地地の 草原に生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000269,ササユリ,Lilium japonieum,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,,,本州（中部地方以西）～九州に分布する,山地の草原に生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000270,タケシマラン,Streptopus streptopoides,ユリ科,LILIACEAE,タケシマラン属,Streptopus,多年草,20-50cm,,南千島・北海道・本州（北部～中部），千島（シムシル 島以率）・サハリン・シベリア東部に分布する,山地に生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000271,タモトユリ,Lilium nobilissiinum,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,1.5m,,,タモトユリ Lilium nobilissiinum（Makino） Makino 海岸の岩壁に生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000272,チシマアマナ,Lloydia serotina,ユリ科,LILIACEAE,チシマアマナ属,Lloydia,多年草,,,,高山の岩地に生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000273,テッポウユリ,Lilium longilorum,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,50-100cm,,台湾に分布する,海岸近くの崖などに生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000274,ノヒメユリ,Lilium eallosum,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,60-100cm,,九州、朝鮮半島・中国・台湾・アムールに分布する,山地の草原に生える 多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000275,ヒメサユリ,Lilium rubellum,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,,,,深山の草地に生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000276,ホソバノアマナ,Lloydia trillora,ユリ科,LILIACEAE,チシマアマナ属,Lloydia,多年草,,,北海道～九州、朝鮮半島・中国（北東部）・ウスリー・サハリン・千島（パラムシル 島以北）・カムチャツカに分布する,山地の草原に生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000277,ヤマユリ,Liium auratum,ユリ科,LILIACEAE,ユリ属,Lilium,多年草,100-150cm,,本州（近畿地方以北）に分布する日本特産種,山地、丘陵に生える多年草,日本の野生植物 第1巻,67,macOS Vision OCR + rule parser
plant-profile-000278,アマナ,Tulipa edulis,ユリ科,LILIACEAE,チューリップ属,Tulipa,多年草,,,本州（宮城県以 南）・四国・九州、朝鮮半島・中国（東部）に分布する,原野に生える多年草,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000279,キイジョウロウホトトギス,Tricyrtis macranthopsis,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,,,,,,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000280,キバナノツキタキホトトギス,Tricyrtis perfoliata,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,多年草,,,,山の崖などに下垂して生える 多年草,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000281,キバナノホトトギス,Tricyrtis flava,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,,,,,,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000282,サガミジョウロウホトトギス,Tricyrtis ishiiana,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,,,,,,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000283,ジョウロウホトトギス,Tricyrtis maerantha,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,多年草,,,,山中に生え、湿り気のある崖から 下垂する多年草,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000284,セトウチホトトギス,Trieyrtis setouchiensis,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,多年草,40-80cm,,本州～九州に分布する,山地の水気のあるところなど に生える多年草,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000285,タイワンホトトギス,Tricyrtis formosana,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,多年草,50-80cm,9ー11月,西表島に産し、台湾に分布する,山中のやや湿った場所に生える多年草,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000286,チャボホトトギス,Trieyrtis nana,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,,,,本州（東海地方～近畿地方）・四国・九州に分布し、南限は屋久島である,,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000287,ヒロハノアマナ,Tulipa latifolia,ユリ科,LILIACEAE,チューリップ属,Tulipa,多年草,,,分布は本州（福島県以西）・四国（香川県）に限られる,草地や疎林の下などに生える多年草,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000288,ホトトギス,Tricyrtis hirta,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,多年草,,,北海道南西部・本州（関東地方以西・新潟県以南）・四国・ 九州に分布,山地の半日陰地に生える多年草,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000289,ヤマジノホトトギス,Tricyrtis affnis,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,多年草,30-60cm,,北海道南西部～九州に分布する,山野に生える多年草,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000290,ヤマホトトギス,Tricyrtis maeropoda,ユリ科,LILIACEAE,ホトトギス属,Twricyatis,多年草,,,北海道南西部・本州（岩手県以南）・四国・九州、朝鮮半島に分布する,山地の林下に生える多年草,日本の野生植物 第1巻,68,macOS Vision OCR + rule parser
plant-profile-000291,イワチドリ,Amitostigma keiskei,ラン科,ORCHIDACEAE,ヒナラン属,Amitostigmna,,5ー15cm,,本州（中部地方・近畿地方）・四国・伊豆諸島に分布する,暖温帯の谷間の岩上に 生える,日本の野生植物 第1巻,71,macOS Vision OCR + rule parser
plant-profile-000292,オキナワチドリ,Amitostigma lepidum,ラン科,ORCHIDACEAE,ヒナラン属,Amitostigmna,,8ー15cm,,九州南部・琉球に分布する,亜熱帯の海岸から山地まで、岩上 の割れ目などに生える,日本の野生植物 第1巻,71,macOS Vision OCR + rule parser
plant-profile-000293,コアニチドリ,Amitostigma kinoshitae,ラン科,ORCHIDACEAE,ヒナラン属,Amitostigmna,,10-20cm,,南千島・北海道・本州中部以北に分布,亜寒帯～冷温帯の多雪地の湿原や 湿った岩場に生える,日本の野生植物 第1巻,71,macOS Vision OCR + rule parser
plant-profile-000294,タイワンショウキラン,Aeanthephippium sylhetense,ラン科,ORCHIDACEAE,ニュウメンラン属,Staurochilus,,15cm,,屋久島・奄美大島・徳之島・琉球、台湾・中国～ヒマラ ヤに分布する,亜熱帯～熱帯の常緑広葉樹林 下に生える,日本の野生植物 第1巻,71,macOS Vision OCR + rule parser
plant-profile-000295,タネガシマムヨウラン,Aphyllorehis montana,ラン科,ORCHIDACEAE,キバナシュスラン属,Anoectochilus,,,,九州南部・屋久島・種子島・琉球、台湾・亜熱帯～熱帯アジアに分布,亜熱帯～熱帯の林下に生える,日本の野生植物 第1巻,71,macOS Vision OCR + rule parser
plant-profile-000296,ヒナラン,Amitostigma gracile,ラン科,ORCHIDACEAE,ヒナラン属,Amitostigmna,,,,本州（茨城県・栃木県・静岡県以西）・四国・九州、朝鮮半島・中国・台 湾に分布する,暖温帯の橋林下の岩上に生える,日本の野生植物 第1巻,71,macOS Vision OCR + rule parser
plant-profile-000297,ミスズラン,Androcorys pusillus,ラン科,ORCHIDACEAE,ミスズラン属,Androcorys,,8ー15cm,,本州（東北～中部地方），朝鮮半島・台湾に分布する,,日本の野生植物 第1巻,71,macOS Vision OCR + rule parser
plant-profile-000298,ヤクシマラン,Apostasia nipponiea,ラン科,ORCHIDACEAE,ヤクシマラン属,Apostasia,,,,九州南部・屋久島・種子島に分布する,暖温帯の常緑広葉樹の林床に生える,日本の野生植物 第1巻,71,macOS Vision OCR + rule parser
plant-profile-000299,シコウラン,Bulboplyllum maeraei,ラン科,ORCHIDACEAE,マメヅタラン属,Bulbophyllum,,,,琉球、台湾・中国～ヒマラヤ・スリランカに分布,,日本の野生植物 第1巻,72,macOS Vision OCR + rule parser
plant-profile-000300,シラン,Bletilla striata,ラン科,ORCHIDACEAE,ナリヤラン属,Arundina,,30-70cm,,本州（福島県以南）～九州、朝鮮半島南部・中国に分布 する,暖温帯の日当りがよく湿り気のある斜面に生える,日本の野生植物 第1巻,72,macOS Vision OCR + rule parser
plant-profile-000301,マメヅタラン,Bulboplyllum drymoglossum,ラン科,ORCHIDACEAE,マメヅタラン属,Bulbophyllum,,,,台湾に分布する,,日本の野生植物 第1巻,72,macOS Vision OCR + rule parser
plant-profile-000302,ミヤマムギラン,Bulbophyllum japonicum,ラン科,ORCHIDACEAE,マメヅタラン属,Bulbophyllum,,,,本州（静岡県以西）・四国・九州、台湾・中国商部に分布,,日本の野生植物 第1巻,72,macOS Vision OCR + rule parser
plant-profile-000303,ムギラン,Bulbophyllum inconspicuum,ラン科,ORCHIDACEAE,マメヅタラン属,Bulbophyllum,,,,本州（宮城県以南）・四国・九州、朝鮮半島南部に分布する,,日本の野生植物 第1巻,72,macOS Vision OCR + rule parser
plant-profile-000304,レンギョウエビネ,Calanthe lyroglossa,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,35-45cm,,中国・台湾・東南アジア～ヒマラヤに分布する,亜熱帯の常緑広薬掛林下に生える,日本の野生植物 第1巻,72,macOS Vision OCR + rule parser
plant-profile-000305,エビネ,Calanthe diseolor,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,20-40cm,,北海道西南部～琉球，朝鮮半島・中国（東～南部）に 分布する,主として暖温帯の林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000306,オナガエビネ,Calanthe masuea,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,30-50cm,,鹿児島県の甑島・黒島から琉球を経て中国・台湾・亜 熱帯～熱帯アジアに分布する,亜熱帯～熱帯の常緑広葉林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000307,キエビネ,Calanthe citrina,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,,,済州島・台湾・ 中国（湖南省）に分布,暖温帯の林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000308,キソエビネ,Calanthe alpina,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,,,本州（東北～中部地方）・四国，台湾・中国～ヒマラヤに分布する,冷温帯の林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000309,キリシマエビネ,Calanthe aristulifera,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,20-40cm,,本州（近畿地方南部）～九州、朝鮮半島・台湾・中国南東部 に分布する,暖温帯の常緑広薬林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000310,キンセイラン,Calanthe nipponiea,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,,,北海道～九州，チベットに分布する,冷温帯の林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000311,キンラン,Cephalanthera faleata,ラン科,ORCHIDACEAE,キンラン属,Cephalanthera,,30-70cm,,本州～九州、朝鮮半島・中国に分布する,暖温帯の疎林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000312,ギンラン,Cephalanthera ereeta,ラン科,ORCHIDACEAE,キンラン属,Cephalanthera,,10-30cm,,北海道～九州、朝鮮半島・台湾・中国～ヒマラヤ東部に分布する,冷温帯～暖温帯の林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000313,サクラジマエビネ,Calanthe mamni,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,,,九州、中国南部～ヒマラヤに分布する,暖温帯の林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000314,ササバギンラン,Cephalanthera longibracteata,ラン科,ORCHIDACEAE,キンラン属,Cephalanthera,,30-50cm,,北海道～九州、朝鮮半島・極東ロシア・中国（東北部）に 分布,亜寒帯～暖温帯の林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000315,サルメンエビネ,Calanthe tricarinata,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,,,北海道～九州、朝鮮半島・台湾・中国～ヒマラヤに分布する,冷温帯の落葉勘林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000316,タガネラン,Calanthe bungoana,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,,,,タガネラン Calanthe bungoana Ohwi 暖温帯の海岸に近い林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000317,ダルマエビネ,Calanthe alismifolia,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,,,九州南部・琉球、台湾・中国南部～ヒマラヤに分布する,暖温帯～亜熱帯の常緑広薬林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000318,ツルラン,Calanthe triplieata,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,40-80cm,,九州南部・屋久島・種子島・琉球・小笠原（南硫黄島）、台湾・中国・亜熱帯～熱帯ア ジア・オセアニアに広く分布する,亜熱帯～熱帯の常緑広薬林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
plant-profile-000319,ナツエビネ,Calanthe puberula,ラン科,ORCHIDACEAE,エビネ属,Calanthe,,20-40cm,,本州・四国・九州、朝鮮半島南部・台湾・ 中国東部～ヒマラヤに分布する,冷温帯～暖温帯のやや湿った落葉楜 林下に生える,日本の野生植物 第1巻,73,macOS Vision OCR + rule parser
