昆虫ID,分類群,大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,その他の和名_1,標準図鑑以後の変更,学名,主要食草1,主要食草科1,観察タイプ1,利用部位1,利用ステージ1,出典1,食草備考1,主要食草2,主要食草科2,観察タイプ2,利用部位2,利用ステージ2,出典2,食草備考2,主要食草3,主要食草科3,観察タイプ3,利用部位3,利用ステージ3,出典3,食草備考3,主要食草4,主要食草科4,観察タイプ4,利用部位4,利用ステージ4,出典4,食草備考4,主要食草5,主要食草科5,観察タイプ5,利用部位5,利用ステージ5,出典5,食草備考5,データソース,備考
catalog-682,蛾類,682,Psychidae,ミノガ科,,,,,,,Taleporia,,nigropterella,,,,,クロチビミノガ,,,,,,"Taleporia nigropterella Saigusa, 1961",自然状態では; 倒木のカビなどを食べているのが観察されている。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,飼育条件下では; 陸生緑色藻類; 乾燥した小昆虫の死骸を食べ; また地衣類も食べる,,,,
catalog-685,蛾類,685,Psychidae,ミノガ科,,,,,,,Bacotia,,sakabei,,,,,アキノヒメミノガ,,,,,,"Bacotia sakabei Seino, 1981",粉状地衣類; 葉状地衣類,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-686,蛾類,686,Psychidae,ミノガ科,,,,,,,Bruandella,,niphonica,,,,,ヒメミノガ,,,,,,"Bruandia niphonica (Hori, 1926)",おそらく生息場所の地衣類などを食べる。ネズミモチについているイボタロウカイガラムシの雄蛹と分泌物を食べるのが確認されている,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0219,蛾類,,Psychidae,ミノガ科,,,,,,,Proutia,,maculatella,,,,,ウスバヒメミノガ,,,,,,"Proutia sp. 2 (= Psyche sp. 井上, 1982)",不明; 枯れ葉,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-687,蛾類,687,Psychidae,ミノガ科,,,,,,,Eumeta,,variegata,,,,,オオミノガ,,,,,,"Eumeta variegata (Snellen, 1879)",各種の広葉樹; ときにはスギなど針葉樹の葉など。何らかの原因で樹木から離れ; あるいは1齢がバルーニング後に到着した結果; 草本類（セイタカアワダチソウなど）も食べる。。若齢期には若い枝の樹皮やミカンなど果実の果皮も摂食する,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,キョウチクトウなど有毒植物からの記録は見られない,,,,
catalog-688,蛾類,688,Psychidae,ミノガ科,,,,,,,Eumeta,,minuscula,,,,,チャミノガ,,,,,,"Eumeta minuscula Butler, 1881",各種の広葉樹; ときには針葉樹の葉; 若齢幼虫はしばしば若い樹皮をかじる,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-694,蛾類,694,Psychidae,ミノガ科,,,,,,,Mahasena,,aurea,,,,,ニトベミノガ,,,,,,"Mahasena aurea (Butler, 1881)",各種の広葉樹; カラマツのような針葉樹; ヨモギ; ギシギシなどの草本も食べる。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,過去にはリンゴなどの葉や果実や樹皮を加害し; 重要な果樹害虫とされていた,,,,
moth-0220,蛾類,,Psychidae,ミノガ科,,,,,,,Bambalina,,"sp. of Saigusa and Sugimoto, 2013",,,,,クロツヤミノガ,,,,,,Bambalina sp.,地衣類,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,樹皮表面上の地衣類,,,,
moth-0221,蛾類,,Psychidae,ミノガ科,,,,,,,Manatha,,taiwana,,,,,アシシロマルバネミノガ,,,,,,"Manatha taiwana (Sonan, 1935)",シマイズセンリョウ（ヤブコウジ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ヤマモモ（ヤマモモ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ゲットウ（ショウガ科）などから幼虫が採集され,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0222,蛾類,,Psychidae,ミノガ科,,,,,,,Striglocyrbasia,,meguae,,,,,トゲクロミノガ,,,,,,"Striglocyrbasia meguae Sugimoto & Saigusa, 2001",地衣類,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,樹皮表面上の地衣類,,,,
moth-0223,蛾類,,Psychidae,ミノガ科,,,,,,,Pteroma,,"sp. of Saigusa and Sugimoto, 2013",,,,,クロユリカゴミノガ,,,,,,Pteroma sp.,ヤマモモ（ヤマモモ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-692,蛾類,692,Psychidae,ミノガ科,,,,,,,Chalioides,,kondonis,,,,,コンドウシロミノガ,,,,,,"Chalioides kondonis Kondo, 1922",ミカン科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,バラ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,カキノキ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,キク科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,マメ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
catalog-693,蛾類,693,Psychidae,ミノガ科,,,,,,,Acanthopsyche,,nigraplaga,,,,,ネグロミノガ,,,,,,"Acanthopsyche nigraplaga (Wileman, 1911)",生息地の状況から; 草地の各種草本類を食べると推定される,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,カキの葉で飼育された記録がある。長野県戸台で夏季にイタドリの葉を食べている幼虫を採集した。,,,,
catalog-691,蛾類,691,Psychidae,ミノガ科,,,,,,,Nipponopsyche,,fuscescens,,,,,シバミノガ,,,,,,"Nipponopsyche fuscescens Yazaki, 1926",イネ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,カヤツリグサ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-690,蛾類,690,Psychidae,ミノガ科,,,,,,,Canephora,,pungelerii,,,,,キタクロミノガ,,,,,,"Canephora pungelerii (Heylaerts, 1900)",イネ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0224,蛾類,691,Psychidae,ミノガ科,,,,,,,Canephora,,hirsuta,,,,,オオキタクロミノガ,,,,,,"Canephora hirsuta (Poda, 1761)",アルファルファ (マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ギシギシ (タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0225,蛾類,,Psychidae,ミノガ科,,,,,,,Sterrhopterix,,fusca,,,,,ヒメカラフトミノガ,,,,,,"Sterrhopterix fusca (Haworth, 1809)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,ヨーロッパでは最初の年は草本類を; 翌年は各種の広葉樹の葉を食べるといわれている,,,,
moth-0226,蛾類,,Psychidae,ミノガ科,,,,,,,Gen.,,"sp. of Doi, 2005",,,,,ドイミノガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-902,蛾類,902,Roeslerstammiidae,ヒカリバコガ科,,,,,,,Roeslerstammia,,pronubella,,,,,ムジヒカリバコガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-903,蛾類,903,Roeslerstammiidae,ヒカリバコガ科,,,,,,,Roeslerstammia,,erxlebella,,,,,アトキヒカリバコガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-1012,蛾類,1012,Roeslerstammiidae,ヒカリバコガ科,,,,,,,Telethera,,blepharacma,,,,,ヨツメナガヒゲガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-1013,蛾類,1013,Roeslerstammiidae,ヒカリバコガ科,,,,,,,Agriothera,,elaeocarpophaga,,,,,ホルトノキナガヒゲガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-728,蛾類,728,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,firmianella,,,,,アオギリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0227,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,hamaboella,,,,,ハマボウチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0228,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,splendida,,,,,ハイイロチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0229,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,laciniatella,,,,,アズサガワチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0230,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,maritima,,,,,ウラギクチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0231,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,notella,,,,,ヨモギチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0232,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,nota,,,,,イワテヨモギチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0233,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,sinevi,,,,,シネフチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0234,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,altera,,,,,アムールチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-729,蛾類,729,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,pyrivorella,,,,,ナシチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0235,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,citima,,,,,クロツバラチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0236,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,armata,,,,,シナノキチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0237,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,univoca,,,,,ノアサガオチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0238,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,demaryella,,,,,クリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0239,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,serratella,,,,,ケヤキチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0240,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,kogii,,,,,コギチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0241,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,thoracella,,,,,ヤマブキトラチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0242,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,muraseae,,,,,ハンノキチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0243,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,cidarella,,,,,シラホシチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0244,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,tsurubamella,,,,,クヌギチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0245,蛾類,,Bucculatricidae,チビガ科,,,,,,,Bucculatrix,,comporabile,,,,,コナラチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-749,蛾類,749,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Callisto,,multimaculata,,,,,ホシボシホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-750,蛾類,750,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Parornix,,betulae,,,,,カバホシボシホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-752,蛾類,752,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Parornix,,minor,,,,,チビホシボシホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-751,蛾類,751,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Parornix,,alni,,,,,ハンノホシボシホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0246,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Parornix,,"sp. of Nobuoka et al., 2012",,,,,ナツハゼホシボシホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-753,蛾類,753,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Macarostola,,japonica,,,,,ベニホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0247,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Macarostola,,zehntneri,,,,,フトモモベニホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-754,蛾類,754,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Gracillaria,,albicapitata,,,,,シロハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0248,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Gracillaria,,japonica,,,,,イボタホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0249,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Gracillaria,,ussuriella,,,,,ウスリーハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0250,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Gracillaria,,arsenievi,,,,,クロハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0251,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,cuculipennella,,,,,ハイイロハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-755,蛾類,755,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,stigmatella,,,,,ヤナギハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-756,蛾類,756,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,chrysolampra,,,,,ヤナギコハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-757,蛾類,757,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,theivora,,,,,チャノハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-758,蛾類,758,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,zachrysa,,,,,リンゴハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-759,蛾類,759,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,isochrysa,,,,,コガネハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-760,蛾類,760,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,ariana,,,,,ヤマモガシハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0252,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,magnifica,,,,,イカリソウハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-761,蛾類,761,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,geminata,,,,,フタモンハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-762,蛾類,762,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,ryukyuensis,,,,,リュウキュウハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0253,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,"sp. 1 of Oku, 2003",,,,,シロオビハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-772,蛾類,772,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,aceris,,,,,イタヤハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-773,蛾類,773,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,acericola,,,,,モミジハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0254,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,kisoensis,,,,,キソハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-776,蛾類,776,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,gloriosa,,,,,ムラサキハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-770,蛾類,770,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,wakayamensis,,,,,ワカヤマハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-771,蛾類,771,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,hidakensis,,,,,ヒダカハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0255,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,yasudai,,,,,ヤスダハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-769,蛾類,769,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,heringi,,,,,ヘリングハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-775,蛾類,775,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,semifasciella,,,,,イチモンジハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-768,蛾類,768,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,monticola,,,,,ミヤマハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-767,蛾類,767,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,kurokoi,,,,,クロコハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0256,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,aurifasciata,,,,,キンモンハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-777,蛾類,777,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,recitata,,,,,ヌルデハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0257,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,matsumurai,,,,,マツムラハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0258,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,rhois,,,,,ホシヌルデハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0259,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,"sp. 4 of Oku, 2003",,,,,マンサクハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-774,蛾類,774,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,azaleella,,,,,ツツジハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0260,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,leucothoes,,,,,ハナヒリノキハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0261,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,mandshurica,,,,,ミズナラハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0262,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,pyrrhaspis,,,,,キスジハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0263,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,ulmi,,,,,ニレハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0264,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,celtidis,,,,,エノキハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-766,蛾類,766,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,sapporella,,,,,クヌギハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0265,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,issikii,,,,,イッシキハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-765,蛾類,765,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,alni,,,,,ハンノハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0266,蛾類,,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,betulicola,,,,,カンバハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-763,蛾類,763,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,pulverea,,,,,マダラハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-764,蛾類,764,Gracillariidae,ホソガ科,Gracillariinae,ホソガ亜科,,,,,Caloptilia,,soyella,,,,,マメハマキホソガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
