all_name,Hub name,lato/stricto,Family ID,Family name,Family name (JP),GL,SF,WF,YL,status,message
サイコクトキワヤブハギ,オオバヌスビトハギ,,203,Fabaceae,マメ,GL_04370,#N/A,WF_03074,YL_08118,確定,
サイシュウオウギ,サイシュウオウギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07885,確定,
サイシュウモメンヅル,サイシュウモメンヅル,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07869,確定,
サイトウ,インゲンマメ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03273,YL_08357,確定,
サカサハマササゲ,オオヤブツルアズキ,,203,Fabaceae,マメ,GL_04526,#N/A,WF_03268,YL_08561,確定,
サガミメドハギ,サガミメドハギ,,203,Fabaceae,マメ,GL_04415,#N/A,WF_03141,YL_08205,確定,
サクコウ,ムラサキナツフジ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03189,YL_07924,確定,
サクヤアカササゲ,アカササゲ,広義,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08566,確定,アカササゲ広義/サクヤアカササゲ
サクヤアカササゲ,サクヤアカササゲ,,203,Fabaceae,マメ,GL_04528,#N/A,WF_03263,YL_08568,確定,アカササゲ広義/サクヤアカササゲ
ササゲ,ササゲ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03259,YL_08565,確定,
ササハギ,ササハギ,広義,203,Fabaceae,マメ,#N/A,#N/A,WF_03004,YL_07855,確定,ササハギ広義/狭義
ササハギ,ササハギ,狭義,203,Fabaceae,マメ,GL_04302,#N/A,#N/A,#N/A,確定,ササハギ広義/狭義
サツマハギ,サツマハギ,,203,Fabaceae,マメ,GL_04427,#N/A,WF_03125,YL_08229,確定,
サヤエンドウ,サヤエンドウ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08363,確定,
サヤゲイワオウギ,ケイワオウギ,,203,Fabaceae,マメ,GL_04368,#N/A,#N/A,YL_08115,確定,
サヤゲモウコオウギ,ケモウコオウギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07978,確定,
サラワクマメ,サラワクマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08552,確定,
サルブトハギ,オオバノヨツバハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08544,確定,
サンカクアカシア,サンカクアカシア,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07830,確定,
サンカクバアカシア,サンカクアカシア,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07830,確定,
サンゴシトウ,サンゴシトウ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03054,YL_08063,確定,
サンシキキハギ,サンシキキハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08217,確定,
サンダルシタン,コウキシタン/サンダルシタン,,203,Fabaceae,マメ,#N/A,#N/A,WF_03190,YL_08369,確定,
サンヘンプ,サンヘンプ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07990,確定,
サンマ,サンヘンプ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07990,確定,
シイノキカズラ,シイノキカズラ,,203,Fabaceae,マメ,GL_04339,#N/A,WF_03042,YL_08026,確定,
シカクマメ,シカクマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08366,確定,
シコクエビラフジ,シコクエビラフジ,,203,Fabaceae,マメ,GL_04519,#N/A,WF_03256,YL_08546,確定,
シダレエンジュ,シダレエンジュ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03211,YL_08433,確定,
シタン,コウキシタン/サンダルシタン,,203,Fabaceae,マメ,#N/A,#N/A,WF_03190,YL_08369,確定,コウキシタン/サンダルシタン/シタン/ヤエヤマシタン
シタン,シタン,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08015,確定,コウキシタン/サンダルシタン/シタン/ヤエヤマシタン
シタン,ヤエヤマシタン,,203,Fabaceae,マメ,GL_04464,#N/A,WF_03192,YL_08370,確定,コウキシタン/サンダルシタン/シタン/ヤエヤマシタン
シッソノキ,シッソノキ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08016,確定,
シナガワハギ,シナガワハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03163,YL_08296,確定,
シナガワハギモドキ,シナガワハギモドキ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07883,確定,
シナクズ,シナクズ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03194,YL_08374,確定,
シナサイカチ,シナサイカチ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08083,確定,
シナノクズ,シナクズ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03194,YL_08374,確定,
シナフジ,シナフジ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03281,YL_08578,確定,
シバクサネム,シバネム,,203,Fabaceae,マメ,GL_04474,#N/A,WF_03205,YL_08422,確定,
シバネム,シバネム,,203,Fabaceae,マメ,GL_04474,#N/A,WF_03205,YL_08422,確定,
シバハギ,シバハギ,,203,Fabaceae,マメ,GL_04341,#N/A,WF_03046,YL_08098,確定,
シバハギモドキ,シバハギモドキ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07862,確定,
シベリアゲンゲ,シベリアゲンゲ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08337,確定,
シベリアメドハギ,シベリアメドハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03142,YL_08209,確定,
シベリヤゲンゲ,シベリアゲンゲ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08337,確定,
シマアズキ,シマアズキ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08560,確定,
シマエンジュ,シマエンジュ,,203,Fabaceae,マメ,GL_04444,#N/A,WF_03157,YL_08269,確定,
シマサイカチ,タイワンサイカチ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08082,確定,
シマダハギ,シマダハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08044,確定,
シマダフジ,シマダフジ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07923,確定,
ジモグリツメクサ,ジモグリツメクサ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08476,確定,
シモフリキハギ,シモフリキハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08216,確定,
シャクトリムシマメ,シャクトリムシマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08391,確定,
シャグマツメクサ,シャグマハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08451,確定,
シャグマハギ,シャグマハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08451,確定,
ジャケツイバラ,ジャケツイバラ,広義,203,Fabaceae,マメ,#N/A,#N/A,WF_02978,YL_07914,確定,ジャケツイバラ広義/狭義
ジャケツイバラ,ジャケツイバラ,狭義,203,Fabaceae,マメ,GL_04322,#N/A,#N/A,#N/A,確定,ジャケツイバラ広義/狭義
ジャコウエンドウ,スイートピー,,203,Fabaceae,マメ,#N/A,#N/A,WF_03093,YL_08175,確定,
シャジクソウ,シャジクソウ,,203,Fabaceae,マメ,GL_04482,#N/A,WF_03217,YL_08464,確定,
ジャワセンナ,ジャワセンナ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07948,確定,
ジュウロクササゲ,ジュウロクササゲ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03261,YL_08564,確定,
シュッコンルピナス,タヨウハウチワマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08266,確定,
シュミットソウ,シュミットソウ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07891,確定,
シラゲオウギ,シラゲオウギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08111,確定,
シラゲクサフジ,ビロードクサフジ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03235,YL_08548,確定,
シラゲマメハギ,シラゲマメハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08019,確定,
シラハギ,シラハギ/シロバナハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03132,YL_08230,確定,
シラフジ,シラフジ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08570,確定,
シロウマエビラフジ,シロウマエビラフジ,,203,Fabaceae,マメ,GL_04516,#N/A,WF_03251,YL_08540,確定,
シロウマオウギ,シロウマオウギ,,203,Fabaceae,マメ,GL_04314,#N/A,WF_03019,YL_07897,確定,
シロエニシダ,シロエニシダ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07961,確定,
シロゴチョウ,シロゴチョウ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08420,確定,
シロタヌキマメ,シロタヌキマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07984,確定,
シロツブ,シロツブ,,203,Fabaceae,マメ,GL_04320,#N/A,WF_02980,YL_08105,確定,
シロツメクサ,シロツメクサ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03221,YL_08469,確定,
シロツルフジバカマ,シロツルフジバカマ,,203,Fabaceae,マメ,GL_04488,#N/A,#N/A,YL_08491,確定,
シロナタマメ,シロナタマメ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03029,YL_07933,確定,
シロバナアカツメクサ,シロバナアカツメクサ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08468,確定,
シロバナエゾオヤマノエンドウ,シロバナエゾオヤマノエンドウ,,203,Fabaceae,マメ,GL_04455,#N/A,WF_03181,YL_08335,確定,
シロバナエゾヤマハギ,シロバナエゾヤマハギ,,203,Fabaceae,マメ,GL_04402,#N/A,#N/A,#N/A,確定,シロバナエゾヤマハギ/シロバナヤマハギ
シロバナエゾヤマハギ,シロバナヤマハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03119,YL_08189,確定,シロバナエゾヤマハギ/シロバナヤマハギ
シロバナエニシダ,シロバナエニシダ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08009,確定,
シロバナオオバクサフジ,シロバナオオバクサフジ,,203,Fabaceae,マメ,GL_04504,#N/A,#N/A,YL_08520,確定,
シロバナオヤマノエンドウ,シロバナオヤマノエンドウ,,203,Fabaceae,マメ,GL_04453,#N/A,WF_03179,YL_08333,確定,
シロバナキハギ,シロバナキハギ,,203,Fabaceae,マメ,GL_04406,#N/A,WF_03108,YL_08192,確定,
シロバナクサフジ,シロバナクサフジ,,203,Fabaceae,マメ,GL_04494,#N/A,#N/A,YL_08502,確定,
シロバナクズ,シロバナクズ,,203,Fabaceae,マメ,GL_04467,#N/A,#N/A,YL_08373,確定,
シロバナケヤブハギ,シロバナケヤブハギ,,203,Fabaceae,マメ,GL_04374,#N/A,WF_03078,YL_08123,確定,
シロバナゲンゲ,シロバナゲンゲ,,203,Fabaceae,マメ,GL_04316,#N/A,#N/A,YL_07900,確定,
シロバナコマツナギ,シロバナコマツナギ,,203,Fabaceae,マメ,GL_04385,#N/A,#N/A,YL_08145,確定,
シロバナササゲ,シロバナササゲ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08355,確定,
シロバナシナガワハギ,シロバナシナガワハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03166,YL_08295,確定,
シロバナシャグマハギ,シロバナシャグマハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08452,確定,
シロバナシャジクソウ,シロバナシャジクソウ,,203,Fabaceae,マメ,GL_04483,#N/A,WF_03218,YL_08465,確定,
シロバナソシンカ,シロバナソシンカ,,203,Fabaceae,マメ,#N/A,#N/A,WF_02994,YL_07912,確定,
シロバナタテヤマハギ,シロバナタテヤマハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08236,確定,
シロバナチシマゲンゲ,シロバナチシマゲンゲ,,203,Fabaceae,マメ,GL_04365,#N/A,#N/A,#N/A,確定,
シロバナチョウセンキハギ,シロバナチョウセンキハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08215,確定,
シロバナチョウセンヤマハギ,シラハギ/シロバナハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03132,YL_08230,確定,シラハギ/シロバナハギ/シロバナチョウセンヤマハギ
シロバナチョウセンヤマハギ,シロバナチョウセンヤマハギ,,203,Fabaceae,マメ,GL_04414,#N/A,#N/A,#N/A,確定,シラハギ/シロバナハギ/シロバナチョウセンヤマハギ
シロバナツクシハギ,シロバナツクシハギ,,203,Fabaceae,マメ,GL_04417,#N/A,#N/A,YL_08207,確定,
シロバナデイゴ,シロバナデイゴ,,203,Fabaceae,マメ,GL_04350,#N/A,#N/A,YL_08062,確定,
シロバナナンテンハギ,シロバナナンテンハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08531,確定,
シロバナナンバンクサフジ,キダチナンバンクサフジ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08438,確定,
シロバナニワフジ,シロバナニワフジ,,203,Fabaceae,マメ,GL_04382,#N/A,#N/A,YL_08134,確定,
シロバナヌスビトハギ,シロバナヌスビトハギ,,203,Fabaceae,マメ,GL_04376,#N/A,#N/A,YL_08126,確定,
シロバナネコハギ,シロバナネコハギ,,203,Fabaceae,マメ,GL_04422,#N/A,WF_03137,YL_08222,確定,
シロバナネムノキ,シロバナネムノキ,,203,Fabaceae,マメ,GL_04297,#N/A,#N/A,YL_07845,確定,
シロバナノシナガワハギ,シロバナシナガワハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03166,YL_08295,確定,
シロバナノハラクサフジ,シロバナノハラクサフジ,,203,Fabaceae,マメ,GL_04490,#N/A,WF_03242,YL_08493,確定,
シロバナノミヤコグサ,シロバナミヤコグサ,,203,Fabaceae,マメ,GL_04442,#N/A,WF_03156,YL_08256,確定,
シロバナハウチワマメ,シロバナハウチワマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08258,確定,
シロバナハギ,シラハギ/シロバナハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03132,YL_08230,確定,
シロバナハナズオウ,シロバナハナズオウ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07954,確定,
シロバナハマエンドウ,シロバナハマエンドウ,,203,Fabaceae,マメ,GL_04394,#N/A,WF_03098,YL_08168,確定,
シロバナハマナタマメ,シロバナハマナタマメ,,203,Fabaceae,マメ,GL_04327,#N/A,#N/A,YL_07935,確定,
シロバナビッチュウヤマハギ,シラハギ/シロバナハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03132,YL_08230,確定,
シロバナヒロハクサフジ,シロバナヒロハクサフジ,,203,Fabaceae,マメ,GL_04498,#N/A,WF_03240,YL_08508,確定,
シロバナフジ,シロバナフジ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03279,YL_08572,確定,
シロバナフジカンゾウ,シロバナフジカンゾウ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03071,YL_08121,確定,
シロバナマルバハギ,シロバナマルバハギ,,203,Fabaceae,マメ,GL_04413,#N/A,#N/A,#N/A,確定,
シロバナミヤギノハギ,シロバナミヤギノハギ,,203,Fabaceae,マメ,GL_04429,#N/A,WF_03133,YL_08232,確定,
シロバナミヤコグサ,シロバナミヤコグサ,,203,Fabaceae,マメ,GL_04442,#N/A,WF_03156,YL_08256,確定,
シロバナムラサキモメンヅル,シロバナムラサキモメンヅル,,203,Fabaceae,マメ,GL_04306,#N/A,#N/A,YL_07868,確定,
シロバナヤハズエンドウ,シロバナヤハズエンドウ,,203,Fabaceae,マメ,GL_04507,#N/A,#N/A,YL_08495,確定,
シロバナヤブハギ,シロバナヤブハギ,,203,Fabaceae,マメ,GL_04379,#N/A,#N/A,YL_08038,確定,
シロバナヤブマメ,シロバナヤブマメ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03007,YL_07860,確定,
シロバナヤマハギ,シロバナヤマハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03119,YL_08189,確定,
シロバナヨツバハギ,シロバナヨツバハギ,,203,Fabaceae,マメ,GL_04500,#N/A,#N/A,YL_08516,確定,
シロバナレブンソウ,シロバナレブンソウ,,203,Fabaceae,マメ,GL_04457,#N/A,WF_03183,YL_08339,確定,
シロバナレンリソウ,シロバナレンリソウ,,203,Fabaceae,マメ,GL_04400,#N/A,WF_03101,YL_08180,確定,
シロヒヨコマメ,シロヒヨコマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07968,確定,
シロフジマメ,シロフジマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08158,確定,
シロマメ,タシロマメ,,203,Fabaceae,マメ,GL_04388,#N/A,WF_02989,YL_08154,確定,
シロヤマハギ,シロヤマハギ,,203,Fabaceae,マメ,GL_04437,#N/A,WF_03110,YL_08246,確定,
シロヨナ,タシロマメ,,203,Fabaceae,マメ,GL_04388,#N/A,WF_02989,YL_08154,確定,
シワササハギ,シワササハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07854,確定,
ジンヨウマキエハギ,ジンヨウマキエハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08039,確定,
スイートピー,スイートピー,,203,Fabaceae,マメ,#N/A,#N/A,WF_03093,YL_08175,確定,
スオウ,スオウ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07915,確定,
スギナエンドウ,スギナエンドウ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08341,確定,
スキバアカシア,スキバアカシア,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07839,確定,
スズメノエンドウ,スズメノエンドウ,,203,Fabaceae,マメ,GL_04496,#N/A,WF_03233,YL_08506,確定,
スズメノレンリソウ,スズメノレンリソウ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08166,確定,
スチロサンテス,スチロサンテス,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08431,確定,
ストロベリークローバー,ツメクサダマシ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08458,確定,
スナジマメ,スナジマメ,,203,Fabaceae,マメ,GL_04534,#N/A,WF_03284,YL_08579,確定,
スナマメ,スナジマメ,,203,Fabaceae,マメ,GL_04534,#N/A,WF_03284,YL_08579,確定,
セイタカコゴメハギ,セイタカコゴメハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08291,確定,
セイヨウエビラハギ,セイヨウエビラハギ,広義,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08294,確定,セイヨウエビラハギ広義/狭義
セイヨウエビラハギ,セイヨウエビラハギ,狭義,203,Fabaceae,マメ,#N/A,#N/A,WF_03164,#N/A,確定,セイヨウエビラハギ広義/狭義
セイヨウエビラフジ,セイヨウエビラフジ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08173,確定,
セイヨウケミヤコグサ,ケミヤコグサ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08255,確定,
セイヨウハナズオウ,セイヨウハナズオウ,,203,Fabaceae,マメ,#N/A,#N/A,WF_02984,YL_07955,確定,
セイヨウヒメミヤコグサ,ケミヤコグサ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08255,確定,
セイヨウミヤコグサ,セイヨウミヤコグサ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03153,YL_08251,確定,
セイヨウレンリソウ,エゾノレンリソウ/セイヨウレンリソウ,広義,203,Fabaceae,マメ,#N/A,#N/A,WF_03104,YL_08176,確定,
セッカツメクサ,シロバナアカツメクサ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08468,確定,
セツレイオウギ,セツレイオウギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07895,確定,
セネガルアカシア,アラビアゴムノキ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08397,確定,
セラデラ,ツノウマゴヤシ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08321,確定,
センダイハギ,センダイハギ,,203,Fabaceae,マメ,GL_04481,#N/A,WF_03214,YL_08446,確定,
センナ,アレクサンドリアセンナ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08399,確定,
ソウシジュ,ソウシジュ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07829,確定,
ソシンカ,ソシンカ/フイリソシンカ,,203,Fabaceae,マメ,#N/A,#N/A,WF_02993,YL_07911,確定,ソシンカ/フイリソシンカ/モクワンジュ
ソシンカ,ソシンカ/モクワンジュ,,203,Fabaceae,マメ,#N/A,#N/A,WF_02991,YL_07907,確定,ソシンカ/フイリソシンカ/モクワンジュ
ソメワケハギ,ソメワケハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03134,YL_08234,確定,
ソラマメ,ソラマメ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03228,YL_08503,確定,
ソロハギ,ソロハギ,,203,Fabaceae,マメ,GL_04354,#N/A,WF_03057,YL_08071,確定,
ソロフジ,ソロハギ,,203,Fabaceae,マメ,GL_04354,#N/A,WF_03057,YL_08071,確定,
ダイズ,ダイズ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03063,YL_08089,確定,
タイツリオウギ,タイツリオウギ,狭義,203,Fabaceae,マメ,GL_04313,#N/A,#N/A,YL_07896,！未統合,タイツリオウギ広義/狭義/モウコモメンヅル広義
タイツリオウギ,タイツリオウギ/モウコモメンヅル,広義,203,Fabaceae,マメ,#N/A,#N/A,WF_03021,YL_07887,！未統合,タイツリオウギ広義/狭義/モウコモメンヅル広義
タイヘイヨウグルミ,タイヘイヨウグルミ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08153,確定,
タイワンアカシア,ソウシジュ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07829,確定,
タイワンエンジュ,タイワンエンジュ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08268,確定,
タイワンカワラケツメイ,タイワンカワラケツメイ,,203,Fabaceae,マメ,#N/A,#N/A,WF_02986,YL_07957,確定,
タイワンクサハギ,タイワンクサハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08151,確定,
タイワンクサフジ,タイワンクサフジ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08440,確定,
タイワンクズ,タイワンクズ,,203,Fabaceae,マメ,GL_04468,#N/A,WF_03195,YL_08376,確定,
タイワンゴウカン,ソウシジュ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07829,確定,
タイワンコマツナギ,タイワンコマツナギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03089,YL_08148,確定,
タイワンサイカチ,タイワンサイカチ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08082,確定,
タイワンタヌキマメ,タイワンタヌキマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07988,確定,
タイワンツルアズキ,ヒメツルアズキ,,203,Fabaceae,マメ,GL_04524,#N/A,WF_03264,YL_08556,確定,
タイワンネム,タイワンネム,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07849,確定,
タイワンノササゲ,タイワンノササゲ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08048,確定,
タイワンハギ,タイワンハギ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03124,YL_08225,確定,
タイワンフジボグサ,タイワンフジボグサ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07964,確定,
タイワンフジマメ,ケハマササゲ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08053,確定,
タイワンホド,タイワンホドイモ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07865,確定,
タイワンホドイモ,タイワンホドイモ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07865,確定,
タイワンミヤマトベラ,タイワンミヤマトベラ,,203,Fabaceae,マメ,GL_04351,#N/A,WF_03056,YL_08064,確定,
タイワンモダマ,タイワンモダマ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08055,確定,
タイワンワニグチ,ウジルカンダ,,203,Fabaceae,マメ,GL_04446,#N/A,WF_03169,YL_08303,確定,
ダエンタヌキマメ,エダウチタヌキマメ,広義,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08003,確定,エダウチタヌキマメ広義/狭義
ダエンタヌキマメ,エダウチタヌキマメ,狭義,203,Fabaceae,マメ,#N/A,#N/A,WF_03038,YL_08004,確定,エダウチタヌキマメ広義/狭義
タカオクサフジ,タカオクサフジ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08442,確定,
タカサゴノアズキ,タカサゴノアズキ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08051,確定,
タカサゴハギ,トンポハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07929,確定,
タカナタマメ,タカナタマメ,,203,Fabaceae,マメ,GL_04325,#N/A,WF_03026,YL_07930,確定,
タカネオウギ,リシリゲンゲ,狭義,203,Fabaceae,マメ,GL_04451,#N/A,#N/A,YL_08328,確定,
タガヤサン,タガヤサン,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08409,確定,
タクヨウレンリソウ,タクヨウレンリソウ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03103,YL_08160,確定,
タケアズキ,ツルアズキ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03269,YL_08562,確定,
タシロクズマメ,タシロクズマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08302,確定,
タシロマメ,タシロマメ,,203,Fabaceae,マメ,GL_04388,#N/A,WF_02989,YL_08154,確定,
タチオランダゲンゲ,タチオランダゲンゲ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03222,YL_08462,確定,
タチクサネム,タチクサネム,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08028,確定,
タチゲキハギ,タチゲキハギ,,203,Fabaceae,マメ,GL_04407,#N/A,#N/A,YL_08193,確定,
タチゲシバハギ,シバハギ,,203,Fabaceae,マメ,GL_04341,#N/A,WF_03046,YL_08098,確定,
タチシバハギ,タチシバハギ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08033,確定,
タチツメクサ,タチオランダゲンゲ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03222,YL_08462,確定,
タチツルマメ,タチツルマメ,,203,Fabaceae,マメ,GL_04362,#N/A,#N/A,YL_08091,確定,
タチトバ,タチトバ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08025,確定,
タチナタマメ,タチナタマメ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07931,確定,
タチナンバンアズキ,ナンバンアカバナアズキ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03276,YL_08271,確定,
タチネコハギ,タチネコハギ,,203,Fabaceae,マメ,GL_04423,#N/A,WF_03138,YL_08223,確定,
タチノエンドウ,タチノエンドウ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08514,確定,
タチレンリソウ,タチレンリソウ,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_08171,確定,
ダッタンモメンヅル,ダッタンモメンヅル,,203,Fabaceae,マメ,#N/A,#N/A,#N/A,YL_07901,確定,
タデハギ,タデハギ,,203,Fabaceae,マメ,GL_04479,#N/A,WF_03213,YL_08436,確定,タデハギ/タデハギモドキ
タデハギ,タデハギモドキ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03212,YL_08435,確定,タデハギ/タデハギモドキ
タデハギモドキ,タデハギモドキ,,203,Fabaceae,マメ,#N/A,#N/A,WF_03212,YL_08435,確定,
