all_name,Hub name,lato/stricto,Family ID,Family name,Family name (JP),GL,SF,WF,YL,status,message
コヒロハタマシケシダ,コヒロハタマシケシダ,,41,Athyriaceae,メシダ,#N/A,SF_00826,#N/A,YL_00833,確定,
コヒロハホソバシケシダ,コヒロハホソバシケシダ,,41,Athyriaceae,メシダ,#N/A,SF_00832,#N/A,YL_00827,確定,
コモチイヌワラビ,コモチイヌワラビ,,41,Athyriaceae,メシダ,GL_00442,SF_00590,#N/A,YL_00694,確定,
コモチノコギリシダ,コモチノコギリシダ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00877,確定,
サカバイヌワラビ,サカバイヌワラビ,,41,Athyriaceae,メシダ,GL_00436,SF_00570,#N/A,YL_00685,確定,
サカバサトメシダ,サカバサトメシダ,,41,Athyriaceae,メシダ,GL_00434,SF_00571,#N/A,YL_00682,確定,
サキモリイヌワラビ,サキモリイヌワラビ,,41,Athyriaceae,メシダ,GL_00430,SF_00612,#N/A,YL_00674,確定,
サキモリカラクサイヌワラビ,カラサキモリイヌワラビ,,41,Athyriaceae,メシダ,GL_00454,SF_00686,#N/A,YL_00710,確定,
サキモリヒロハイヌワラビ,サキモリヒロハイヌワラビ,,41,Athyriaceae,メシダ,GL_00475,SF_00680,#N/A,YL_00732,確定,
サツマクジャク,サツマクジャク,,41,Athyriaceae,メシダ,GL_00630,SF_00775,#N/A,YL_00901,確定,
サツマシケシダ,サツマシケシダ,,41,Athyriaceae,メシダ,GL_00569,SF_00824,#N/A,YL_00841,確定,
サトメシダ,サトメシダ,,41,Athyriaceae,メシダ,GL_00415,SF_00578,#N/A,YL_00649,確定,
サワライヌワラビ,サワライヌワラビ,,41,Athyriaceae,メシダ,GL_00478,SF_00652,#N/A,YL_00717,確定,
シイバサトメシダ,シイバサトメシダ,,41,Athyriaceae,メシダ,GL_00426,SF_00583,#N/A,YL_00691,確定,
シイバサトメシダ×ヘビノネゴザ,シイバサトメシダ×ヘビノネゴザ,,41,Athyriaceae,メシダ,GL_00473,SF_00630,#N/A,#N/A,確定,
シケシダ,シケシダ,,41,Athyriaceae,メシダ,GL_00532,SF_00797,#N/A,YL_00803,確定,
シケシダ×ウスバシケシダ,シケシダ×ウスバシケシダ,,41,Athyriaceae,メシダ,GL_00560,SF_00827,#N/A,#N/A,確定,
シケチイヌワラビ,シケチイヌワラビ,,41,Athyriaceae,メシダ,GL_00488,SF_00701,#N/A,YL_00746,確定,
シケチシダ,シケチシダ,,41,Athyriaceae,メシダ,GL_00414,SF_00618,#N/A,YL_00644,確定,
シシニシキシダ,イヌワラビ,,41,Athyriaceae,メシダ,GL_00404,SF_00709,#N/A,YL_00630,確定,イヌワラビ/シシニシキシダ
シシニシキシダ,シシニシキシダ,,41,Athyriaceae,メシダ,#N/A,SF_00712,#N/A,#N/A,確定,イヌワラビ/シシニシキシダ
シチセイイヌワラビ,シチセイイヌワラビ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00667,確定,
シビイヌワラビ,シビイヌワラビ,,41,Athyriaceae,メシダ,GL_00408,SF_00615,#N/A,YL_00638,確定,
シビツクシイヌワラビ,アリシビイヌワラビ,,41,Athyriaceae,メシダ,GL_00482,SF_00699,#N/A,YL_00740,確定,
シマイヌワラビ,シマイヌワラビ,,41,Athyriaceae,メシダ,GL_00444,SF_00588,#N/A,YL_00695,確定,
シマクジャク,シマクジャク,,41,Athyriaceae,メシダ,GL_00594,SF_00724,#N/A,YL_00869,確定,
シマクジャクシダ,シマクジャク,,41,Athyriaceae,メシダ,GL_00594,SF_00724,#N/A,YL_00869,確定,
シマシロヤマシダ,シマシロヤマシダ,,41,Athyriaceae,メシダ,GL_00582,SF_00748,#N/A,YL_00855,確定,
ジャコウシダ,ジャコウシダ,,41,Athyriaceae,メシダ,GL_00530,SF_00789,#N/A,YL_00801,確定,
シロヤマシダ,シロヤマシダ,,41,Athyriaceae,メシダ,GL_00588,SF_00746,#N/A,YL_00861,確定,
セイタカコヒロハシケシダ,セイタカコヒロハシケシダ,,41,Athyriaceae,メシダ,#N/A,SF_00836,#N/A,YL_00830,確定,
セイタカシケシダ,セイタカシケシダ,,41,Athyriaceae,メシダ,GL_00529,SF_00800,#N/A,YL_00800,確定,
セイタカシロヤマシダ,セイタカシロヤマシダ,,41,Athyriaceae,メシダ,#N/A,SF_00747,#N/A,#N/A,確定,
セイタカナチシケシダ,セイタカナチシケシダ,,41,Athyriaceae,メシダ,GL_00557,SF_00834,#N/A,YL_00828,確定,
セイタカフモトシケシダ,セイタカフモトシケシダ,,41,Athyriaceae,メシダ,GL_00558,SF_00835,#N/A,YL_00829,確定,
セイタカミヤマノコギリシダ,セイタカミヤマノコギリシダ,,41,Athyriaceae,メシダ,GL_00618,SF_00766,#N/A,YL_00893,確定,
セイタカムクゲシケシダ,セイタカムクゲシケシダ,,41,Athyriaceae,メシダ,GL_00556,SF_00833,#N/A,#N/A,確定,
セフリイヌワラビ,セフリイヌワラビ,,41,Athyriaceae,メシダ,GL_00517,SF_00677,#N/A,YL_00782,確定,
セフリヘビノネゴザ,セフリヘビノネゴザ,,41,Athyriaceae,メシダ,GL_00469,SF_00635,#N/A,YL_00727,確定,
セフリワラビ,セフリワラビ,,41,Athyriaceae,メシダ,GL_00614,SF_00765,#N/A,YL_00891,確定,
タイセイイヌワラビ,タイセイイヌワラビ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00678,確定,
タイワンアリサンイヌワラビ,タイワンアリサンイヌワラビ,,41,Athyriaceae,メシダ,GL_00407,SF_00614,#N/A,YL_00637,確定,
タイワンシロヤマシダ,タイワンシロヤマシダ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00878,確定,
タイワンハクモウイノデ,タイワンハクモウイノデ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00794,確定,
タイワンメシダ,タイセイイヌワラビ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00678,確定,
タカオシケチシダ,シケチシダ,,41,Athyriaceae,メシダ,GL_00414,SF_00618,#N/A,YL_00644,確定,シケチシダ/タカオシケチシダ
タカオシケチシダ,タカオシケチシダ,,41,Athyriaceae,メシダ,#N/A,SF_00619,#N/A,YL_00645,確定,シケチシダ/タカオシケチシダ
タカサゴイヌワラビ,タカサゴイヌワラビ,広義,41,Athyriaceae,メシダ,GL_00439,SF_00585,#N/A,YL_00688,確定,タカサゴイヌワラビ広義/狭義
タカサゴイヌワラビ,タカサゴイヌワラビ,狭義,41,Athyriaceae,メシダ,#N/A,SF_00587,#N/A,#N/A,確定,タカサゴイヌワラビ広義/狭義
タカサゴイワワラビ,オウレンシダモドキ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00636,確定,
タカサゴノコギリシダ,ヒロハミヤマノコギリシダ,,41,Athyriaceae,メシダ,GL_00587,SF_00734,#N/A,YL_00860,確定,
タカネサトメシダ,タカネサトメシダ,,41,Athyriaceae,メシダ,GL_00435,SF_00584,#N/A,YL_00683,確定,
タカネヘビノネゴザ,タカネヘビノネゴザ,,41,Athyriaceae,メシダ,#N/A,SF_00564,#N/A,YL_00707,確定,タカネヘビノネゴザ/ヘビノネゴザ
タカネヘビノネゴザ,ヘビノネゴザ,,41,Athyriaceae,メシダ,GL_00449,SF_00562,#N/A,YL_00706,確定,タカネヘビノネゴザ/ヘビノネゴザ
タカネミヤマメシダ,タカネミヤマメシダ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00729,確定,
タケシマメシダ,タケシマメシダ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00633,確定,
タナカイヌワラビ,タナカイヌワラビ,,41,Athyriaceae,メシダ,GL_00479,SF_00647,#N/A,YL_00736,確定,
タニイヌワラビ,タニイヌワラビ,,41,Athyriaceae,メシダ,GL_00433,SF_00609,#N/A,YL_00679,確定,
タニオトメイヌワラビ,タニホウライイヌワラビ,,41,Athyriaceae,メシダ,GL_00476,SF_00691,#N/A,YL_00716,確定,
タニサキモリイヌワラビ,タニサキモリイヌワラビ,,41,Athyriaceae,メシダ,GL_00484,SF_00703,#N/A,YL_00742,確定,
タニサトメシダ,タニサトメシダ,,41,Athyriaceae,メシダ,GL_00460,SF_00658,#N/A,YL_00719,確定,
タニホウライイヌワラビ,タニホウライイヌワラビ,,41,Athyriaceae,メシダ,GL_00476,SF_00691,#N/A,YL_00716,確定,
タニメシダ,コウライイヌワラビ,,41,Athyriaceae,メシダ,GL_00528,SF_00784,#N/A,YL_00798,確定,
タマシケシダ,タマシケシダ,,41,Athyriaceae,メシダ,GL_00561,SF_00825,#N/A,YL_00832,確定,
タンゴワラビ,シロヤマシダ,,41,Athyriaceae,メシダ,GL_00588,SF_00746,#N/A,YL_00861,確定,
ダンドイヌワラビ,ダンドイヌワラビ,,41,Athyriaceae,メシダ,#N/A,SF_00592,#N/A,YL_00658,確定,ダンドイヌワラビ/ミヤコイヌワラビ
ダンドイヌワラビ,ミヤコイヌワラビ,,41,Athyriaceae,メシダ,GL_00418,SF_00591,#N/A,YL_00659,確定,ダンドイヌワラビ/ミヤコイヌワラビ
ダンドシダ,ダンドシダ,,41,Athyriaceae,メシダ,GL_00632,SF_00761,#N/A,YL_00903,確定,
チャボノコギリシダ,ノコギリシダ,狭義,41,Athyriaceae,メシダ,GL_00609,SF_00715,#N/A,#N/A,確定,チャボノコギリシダ/ノコギリシダ狭義/ヒメノコギリシダ
チャボノコギリシダ,チャボノコギリシダ,,41,Athyriaceae,メシダ,#N/A,SF_00716,#N/A,#N/A,確定,チャボノコギリシダ/ノコギリシダ狭義/ヒメノコギリシダ
チャボノコギリシダ,ヒメノコギリシダ,,41,Athyriaceae,メシダ,GL_00608,SF_00717,#N/A,YL_00888,確定,チャボノコギリシダ/ノコギリシダ狭義/ヒメノコギリシダ
ツクシイヌワラビ,ツクシイヌワラビ,,41,Athyriaceae,メシダ,GL_00422,SF_00606,#N/A,YL_00663,確定,
ツクシワラビ,ツクシワラビ,,41,Athyriaceae,メシダ,GL_00611,SF_00769,#N/A,YL_00889,確定,
ツルタイヌワラビ,ツルタイヌワラビ/ツルダイヌワラビ,,41,Athyriaceae,メシダ,GL_00521,SF_00704,#N/A,YL_00789,確定,
ツルダイヌワラビ,ツルタイヌワラビ/ツルダイヌワラビ,,41,Athyriaceae,メシダ,GL_00521,SF_00704,#N/A,YL_00789,確定,
テバコワラビ,テバコワラビ,,41,Athyriaceae,メシダ,GL_00409,SF_00558,#N/A,YL_00639,確定,
テリバイヌワラビ,テリバイヌワラビ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00668,確定,
テリハシロヤマシダ,シロヤマシダ,,41,Athyriaceae,メシダ,GL_00588,SF_00746,#N/A,YL_00861,確定,
トウホクメシダ,トウホクメシダ,,41,Athyriaceae,メシダ,GL_00451,SF_00625,#N/A,YL_00734,確定,
トガクシイヌワラビ,トガクシイヌワラビ,,41,Athyriaceae,メシダ,#N/A,SF_00574,#N/A,#N/A,確定,トガクシイヌワラビ/ヤマイヌワラビ
トガクシイヌワラビ,ヤマイヌワラビ,,41,Athyriaceae,メシダ,GL_00445,SF_00572,#N/A,YL_00697,確定,トガクシイヌワラビ/ヤマイヌワラビ
トガリバイヌワラビ,トガリバイヌワラビ,,41,Athyriaceae,メシダ,GL_00419,SF_00595,#N/A,YL_00660,確定,
トガリバイヌワラビ×ヤクイヌワラビ,トガリバイヌワラビ×ヤクイヌワラビ,,41,Athyriaceae,メシダ,GL_00464,SF_00667,#N/A,#N/A,確定,
トガリバイヌワラビ×ヤマイヌワラビ,トガリバイヌワラビ×ヤマイヌワラビ,,41,Athyriaceae,メシダ,GL_00466,SF_00649,#N/A,#N/A,確定,
トガリバハツキイヌワラビ,トガリバハツキイヌワラビ,,41,Athyriaceae,メシダ,GL_00465,SF_00674,#N/A,YL_00726,確定,
トガリバメシダ,サトメシダ,,41,Athyriaceae,メシダ,GL_00415,SF_00578,#N/A,YL_00649,確定,サトメシダ/トガリバメシダ
トガリバメシダ,トガリバメシダ,,41,Athyriaceae,メシダ,#N/A,SF_00579,#N/A,YL_00650,確定,サトメシダ/トガリバメシダ
トゲカラクサイヌワラビ,トゲカラクサイヌワラビ,,41,Athyriaceae,メシダ,GL_00438,SF_00603,#N/A,YL_00687,確定,
トゲヤマイヌワラビ,トゲヤマイヌワラビ,,41,Athyriaceae,メシダ,GL_00440,SF_00577,#N/A,YL_00692,確定,
トットリイヌワラビ,トットリイヌワラビ,,41,Athyriaceae,メシダ,GL_00457,SF_00662,#N/A,YL_00788,確定,
トラノオイヌワラビ,ヘビノネゴザ,,41,Athyriaceae,メシダ,GL_00449,SF_00562,#N/A,YL_00706,確定,
ナガエイヌワラビ,ナガエイヌワラビ,,41,Athyriaceae,メシダ,#N/A,SF_00594,#N/A,#N/A,確定,
ナガバコウライメシダ,エゾメシダ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00690,！未統合,要検討（エゾメシダ/コウライメシダ）
ナチシケシダ,ナチシケシダ,広義,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00812,確定,ナチシケシダ広義/狭義
ナチシケシダ,ナチシケシダ,狭義,41,Athyriaceae,メシダ,GL_00539,SF_00802,#N/A,#N/A,確定,ナチシケシダ広義/狭義
ナチフモトシケシダ,ナチフモトシケシダ,,41,Athyriaceae,メシダ,GL_00566,SF_00839,#N/A,YL_00839,確定,
ナチワラビ,ニセヒロハノコギリシダ,,41,Athyriaceae,メシダ,GL_00581,SF_00742,#N/A,YL_00854,確定,
ナンキイヌワラビ,ナンキイヌワラビ,,41,Athyriaceae,メシダ,GL_00503,SF_00634,#N/A,YL_00762,確定,
ナンゴクイヌワラビ,ナンゴクイヌワラビ,,41,Athyriaceae,メシダ,GL_00483,SF_00696,#N/A,YL_00741,確定,
ナンゴクシケチシダ,ナンゴクシケチシダ,狭義,41,Athyriaceae,メシダ,GL_00432,SF_00622,#N/A,YL_00676,確定,アリサンシケチシダ広義/ナンゴクシケチシダ広義/狭義
ナンゴクシケチシダ,アリサンシケチシダ/ナンゴクシケチシダ,広義,41,Athyriaceae,メシダ,GL_00431,SF_00620,#N/A,YL_00675,確定,アリサンシケチシダ広義/ナンゴクシケチシダ広義/狭義
ニシキシダ,イヌワラビ,,41,Athyriaceae,メシダ,GL_00404,SF_00709,#N/A,YL_00630,確定,イヌワラビ/ニシキシダ
ニシキシダ,ニシキシダ,,41,Athyriaceae,メシダ,#N/A,SF_00710,#N/A,YL_00673,確定,イヌワラビ/ニシキシダ
ニセカラタニイヌワラビ,カラサキモリイヌワラビ,,41,Athyriaceae,メシダ,GL_00454,SF_00686,#N/A,YL_00710,確定,
ニセコクモウクジャク,ニセコクモウクジャク,,41,Athyriaceae,メシダ,GL_00577,SF_00752,#N/A,YL_00850,確定,
ニセコシノサトメシダ,ニセコシノサトメシダ,,41,Athyriaceae,メシダ,GL_00485,SF_00643,#N/A,YL_00743,確定,
ニセシイバサトメシダ,ニセシイバサトメシダ,,41,Athyriaceae,メシダ,GL_00486,SF_00644,#N/A,YL_00783,確定,
ニセシケチイヌワラビ,ニセシケチイヌワラビ,,41,Athyriaceae,メシダ,GL_00491,SF_00700,#N/A,YL_00749,確定,
ニセシケチシダ,ニセシケチシダ,,41,Athyriaceae,メシダ,GL_00590,SF_00723,#N/A,YL_00863,確定,
ニセシロヤマシダ,ニセシロヤマシダ,,41,Athyriaceae,メシダ,GL_00605,SF_00749,#N/A,YL_00884,確定,
ニセハツキイヌワラビ,ニセハツキイヌワラビ,,41,Athyriaceae,メシダ,GL_00494,SF_00675,#N/A,YL_00753,確定,
ニセヒロハノコギリシダ,ニセヒロハノコギリシダ,,41,Athyriaceae,メシダ,GL_00581,SF_00742,#N/A,YL_00854,確定,
ニセムラサキオトメイヌワラビ,ニセムラサキオトメイヌワラビ,,41,Athyriaceae,メシダ,GL_00489,SF_00690,#N/A,YL_00747,確定,
ニチナンヒロハノコギリシダ,ニチナンヒロハノコギリシダ,,41,Athyriaceae,メシダ,#N/A,SF_00741,#N/A,#N/A,確定,
ノコギリシダ,ノコギリシダ,広義,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00887,確定,ノコギリシダ広義/狭義
ノコギリシダ,ノコギリシダ,狭義,41,Athyriaceae,メシダ,GL_00609,SF_00715,#N/A,#N/A,確定,ノコギリシダ広義/狭義
ノコギリヘラシダ,ノコギリヘラシダ,,41,Athyriaceae,メシダ,GL_00574,SF_00820,#N/A,YL_00846,確定,
ノッポロシケシダ,ノッポロシケシダ,,41,Athyriaceae,メシダ,GL_00568,SF_00815,#N/A,YL_00834,確定,
ハクモウイノデ,ハクモウイノデ,,41,Athyriaceae,メシダ,GL_00544,SF_00791,#N/A,YL_00804,確定,
ハコネシケチシダ,ハコネシケチシダ,,41,Athyriaceae,メシダ,GL_00411,SF_00617,#N/A,YL_00640,確定,
ハツキイヌワラビ,ハツキイヌワラビ,,41,Athyriaceae,メシダ,GL_00508,SF_00673,#N/A,YL_00770,確定,
ハハジマイヌワラビ,ムニンミドリシダ,,41,Athyriaceae,メシダ,GL_00604,SF_00729,#N/A,YL_00883,確定,
ハルムクゲシケシダ,ムクゲムサシシケシダ,,41,Athyriaceae,メシダ,GL_00559,SF_00823,#N/A,YL_00831,確定,
ハンコクシダ,ハンコクシダ,,41,Athyriaceae,メシダ,GL_00600,SF_00725,#N/A,YL_00879,確定,
ハンコックシダ,ハンコクシダ,,41,Athyriaceae,メシダ,GL_00600,SF_00725,#N/A,YL_00879,確定,
ヒカゲワラビ,ヒカゲワラビ,,41,Athyriaceae,メシダ,GL_00576,SF_00728,#N/A,YL_00849,確定,
ヒカゲワラビ×ウスバミヤマノコギリシダ,ヒカゲワラビ×ウスバミヤマノコギリシダ,,41,Athyriaceae,メシダ,#N/A,SF_00768,#N/A,#N/A,確定,
ヒサツイヌワラビ,ヒサツイヌワラビ,,41,Athyriaceae,メシダ,GL_00492,SF_00669,#N/A,YL_00750,確定,
ビッチュウヒカゲワラビ,ビッチュウヒカゲワラビ,,41,Athyriaceae,メシダ,GL_00625,SF_00763,#N/A,YL_00896,確定,
ヒトツバシケシダ,ヒトツバシケシダ,,41,Athyriaceae,メシダ,GL_00571,SF_00819,#N/A,YL_00843,確定,
ヒメシケシダ,ヒメシケシダ,,41,Athyriaceae,メシダ,GL_00540,SF_00806,#N/A,YL_00813,確定,
ヒメノコギリシダ,ヒメノコギリシダ,,41,Athyriaceae,メシダ,GL_00608,SF_00717,#N/A,YL_00888,確定,
ヒメホウビシダ,ヒメホウビシダ,,41,Athyriaceae,メシダ,GL_00425,SF_00568,#N/A,YL_00670,確定,
ヒュウガシケシダ,ヒュウガシケシダ,,41,Athyriaceae,メシダ,GL_00536,SF_00795,#N/A,YL_00808,確定,
ヒュウガシダ,ヒュウガシダ,,41,Athyriaceae,メシダ,GL_00606,SF_00755,#N/A,YL_00885,確定,
ヒロハイヌワラビ,ヒロハイヌワラビ,,41,Athyriaceae,メシダ,GL_00447,SF_00598,#N/A,YL_00702,確定,
ヒロハシケシダ,ナチシケシダ,広義,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00812,確定,ナチシケシダ広義/狭義/ヒロハシケシダ
ヒロハシケシダ,ナチシケシダ,狭義,41,Athyriaceae,メシダ,GL_00539,SF_00802,#N/A,#N/A,確定,ナチシケシダ広義/狭義/ヒロハシケシダ
ヒロハシケシダ,ヒロハシケシダ,,41,Athyriaceae,メシダ,#N/A,SF_00803,#N/A,#N/A,確定,ナチシケシダ広義/狭義/ヒロハシケシダ
ヒロハノイヌワラビ,ヒロハイヌワラビ,,41,Athyriaceae,メシダ,GL_00447,SF_00598,#N/A,YL_00702,確定,
ヒロバノイヌワラビ,タニイヌワラビ,,41,Athyriaceae,メシダ,GL_00433,SF_00609,#N/A,YL_00679,確定,
ヒロハノコギリシダ,ヒロハノコギリシダ,広義,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00853,確定,ヒロハノコギリシダ広義/狭義
ヒロハノコギリシダ,ヒロハノコギリシダ,狭義,41,Athyriaceae,メシダ,GL_00580,SF_00740,#N/A,#N/A,確定,ヒロハノコギリシダ広義/狭義
ヒロハヘビノネゴザ,ヒロハヘビノネゴザ,,41,Athyriaceae,メシダ,#N/A,SF_00563,#N/A,YL_00708,確定,ヒロハヘビノネゴザ/ヘビノネゴザ
ヒロハヘビノネゴザ,ヘビノネゴザ,,41,Athyriaceae,メシダ,GL_00449,SF_00562,#N/A,YL_00706,確定,ヒロハヘビノネゴザ/ヘビノネゴザ
ヒロハミヤマノコギリシダ,ヒロハミヤマノコギリシダ,,41,Athyriaceae,メシダ,GL_00587,SF_00734,#N/A,YL_00860,確定,
ヒロハミヤマノコギリシダ×オオバミヤマノコギリシダ,ヒロハミヤマノコギリシダ×オオバミヤマノコギリシダ,,41,Athyriaceae,メシダ,GL_00619,SF_00779,#N/A,#N/A,確定,
ヒロハミヤマノコギリシダ×ミヤマノコギリシダ,ヒロハミヤマノコギリシダ×ミヤマノコギリシダ,,41,Athyriaceae,メシダ,GL_00620,SF_00772,#N/A,#N/A,確定,
フイリヘラシダ,ヘラシダ,,41,Athyriaceae,メシダ,GL_00534,SF_00793,#N/A,YL_00806,確定,
フクレギクジャク,フクレギクジャク,,41,Athyriaceae,メシダ,GL_00627,SF_00758,#N/A,YL_00898,確定,
フクレギシダ,フクレギシダ,,41,Athyriaceae,メシダ,GL_00599,SF_00719,#N/A,YL_00876,確定,
フケイヌワラビ,フケイヌワラビ,,41,Athyriaceae,メシダ,GL_00500,SF_00672,#N/A,YL_00759,確定,
ブゼンイヌワラビ,アイトゲカラクサイヌワラビ,,41,Athyriaceae,メシダ,GL_00455,SF_00682,#N/A,YL_00711,確定,
フトウワラビ,フトウワラビ,,41,Athyriaceae,メシダ,GL_00626,SF_00780,#N/A,YL_00897,確定,
フモトシケシダ,フモトシケシダ,広義,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00814,確定,フモトシケシダ広義/狭義
フモトシケシダ,フモトシケシダ,狭義,41,Athyriaceae,メシダ,GL_00541,SF_00807,#N/A,#N/A,確定,フモトシケシダ広義/狭義
ヘイケイヌワラビ,ヘイケイヌワラビ,,41,Athyriaceae,メシダ,GL_00417,SF_00601,#N/A,YL_00652,確定,
ヘイケイヌワラビ×サキモリイヌワラビ,ヘイケイヌワラビ×サキモリイヌワラビ,,41,Athyriaceae,メシダ,GL_00462,#N/A,#N/A,#N/A,確定,
ヘビサトメシダ,ヘビサトメシダ,,41,Athyriaceae,メシダ,GL_00461,SF_00629,#N/A,YL_00722,確定,
ヘビノネゴザ,ヘビノネゴザ,,41,Athyriaceae,メシダ,GL_00449,SF_00562,#N/A,YL_00706,確定,
ヘビホソバイヌワラビ,ヘビホソバイヌワラビ,,41,Athyriaceae,メシダ,GL_00495,SF_00632,#N/A,YL_00754,確定,
ヘビヤマイヌワラビ,ヘビヤマイヌワラビ,,41,Athyriaceae,メシダ,GL_00502,SF_00628,#N/A,YL_00761,確定,
ヘラシダ,ヘラシダ,,41,Athyriaceae,メシダ,GL_00534,SF_00793,#N/A,YL_00806,確定,
ヘラシダモドキ,ヘラシダモドキ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00799,確定,
ホウヤクイヌワラビ,ホウヤクイヌワラビ,,41,Athyriaceae,メシダ,GL_00505,SF_00693,#N/A,YL_00765,確定,
ホウライイヌワラビ,ホウライイヌワラビ,広義,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00646,確定,ホウライイヌワラビ広義/狭義
ホウライイヌワラビ,ホウライイヌワラビ,狭義,41,Athyriaceae,メシダ,GL_00443,SF_00604,#N/A,YL_00648,確定,ホウライイヌワラビ広義/狭義
ホクリクイヌワラビ,ホクリクイヌワラビ,,41,Athyriaceae,メシダ,GL_00406,SF_00714,#N/A,YL_00632,確定,
ホコザキノコギリシダ,ホコザキノコギリシダ,,41,Athyriaceae,メシダ,GL_00634,SF_00777,#N/A,YL_00905,確定,
ホソザケカナワラビ,テリバイヌワラビ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00668,確定,
ホソザケヤマイヌワラビ,ホソザケヤマイヌワラビ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00696,確定,
ホソバイヌワラビ,ホソバイヌワラビ,,41,Athyriaceae,メシダ,GL_00420,SF_00593,#N/A,YL_00661,確定,
ホソバカライヌワラビ,ホソバカライヌワラビ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00655,確定,
ホソバサトメシダ,ホソバサトメシダ,,41,Athyriaceae,メシダ,GL_00459,SF_00656,#N/A,YL_00718,確定,
ホソバシケシダ,ホソバシケシダ,,41,Athyriaceae,メシダ,GL_00527,SF_00798,#N/A,YL_00796,確定,
ホソバシケシダ×ミヤマシケシダ,ホソバシケシダ×ミヤマシケシダ,,41,Athyriaceae,メシダ,GL_00554,SF_00816,#N/A,#N/A,確定,
ホソバシケチシダ,ホソバシケチシダ,,41,Athyriaceae,メシダ,GL_00429,SF_00623,#N/A,YL_00657,確定,
ホソバトガリバイヌワラビ,アイトガリバイヌワラビ,,41,Athyriaceae,メシダ,GL_00467,SF_00666,#N/A,YL_00725,確定,
ホソバトゲカラクサイヌワラビ,ホソバトゲカラクサイヌワラビ,,41,Athyriaceae,メシダ,GL_00468,SF_00670,#N/A,YL_00724,確定,
ホソバナチシケシダ,ホソバナチシケシダ,,41,Athyriaceae,メシダ,GL_00552,SF_00830,#N/A,YL_00825,確定,
ホソバノコギリシダ,ホソバノコギリシダ,,41,Athyriaceae,メシダ,GL_00586,SF_00733,#N/A,YL_00859,確定,
ホソバノコギリシダ×オオバミヤマノコギリシダ,ホソバノコギリシダ×オオバミヤマノコギリシダ,,41,Athyriaceae,メシダ,GL_00616,SF_00778,#N/A,#N/A,確定,
ホソバノコギリシダ×ヒロハミヤマノコギリシダ,ホソバノコギリシダ×ヒロハミヤマノコギリシダ,,41,Athyriaceae,メシダ,GL_00615,SF_00776,#N/A,#N/A,確定,
ホソバノコギリシダ×ミヤマノコギリシダ,ホソバノコギリシダ×ミヤマノコギリシダ,,41,Athyriaceae,メシダ,GL_00617,SF_00771,#N/A,#N/A,確定,
ホソバハクモウイノデ,ホソバハクモウイノデ,,41,Athyriaceae,メシダ,GL_00573,SF_00818,#N/A,YL_00845,確定,
ホソバフモトシケシダ,ホソバフモトシケシダ,,41,Athyriaceae,メシダ,GL_00553,SF_00831,#N/A,YL_00826,確定,
ホソバムクゲシケシダ,ホソバムクゲシケシダ,,41,Athyriaceae,メシダ,GL_00551,SF_00829,#N/A,YL_00824,確定,
ホソバメシダ,エゾメシダ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00690,！未統合,要検討（エゾメシダ/コウライメシダ）
マスラオイヌワラビ,マスラオイヌワラビ,,41,Athyriaceae,メシダ,#N/A,#N/A,#N/A,YL_00713,確定,マスラオイヌワラビ/ヤクシビイヌワラビ
マスラオイヌワラビ,ヤクシビイヌワラビ,,41,Athyriaceae,メシダ,GL_00524,SF_00705,#N/A,YL_00792,確定,マスラオイヌワラビ/ヤクシビイヌワラビ
ミクマノシダ,ミクマノシダ,,41,Athyriaceae,メシダ,GL_00612,SF_00782,#N/A,YL_00890,確定,
ミドリイズイヌワラビ,イズイヌワラビ,,41,Athyriaceae,メシダ,GL_00481,SF_00678,#N/A,YL_00738,確定,イズイヌワラビ/ミドリイズイヌワラビ
