学名 withAuthor,和名,別名,ステータス,LAPG 科名,LAPG Family,LAPG no.,Cronquist 科名,Cronquist family,cronquist No.,Engler 科名,Engler family,Engler no.,生態,学名,修正日,ID,発表年,LAPGII::LAPG Family広義,LAPGII::LAPG Order,LAPGII::LAPG 目,LAPGII::LAPGno.,LAPGII::LAPG科名,LAPGII::LAPG Family狭義
Tilia taquetii C.K.Schneid.,クワノハシナノキ,,synonym,アオイ科,Malvaceae,787564040,シナノキ科,シナノキ科,401,シナノキ科,Tiliaceae,474,外,Tilia taquetii,2019.11.12,44914,1909,MALVACEAE,MALVALES,アオイ目,787577040,アオイ科,Malvaceae
Asparagus verrucosus Nakai,イガキジカクシ,,標準,クサスギカズラ科,Asparagaceae,775001140,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,外,Asparagus verrucosus,2020.01.01,44915,1923,ASPARAGACEAE,ASPARAGALES,キジカクシ目,775001140,クサスギカズラ科,Asparagaceae
Lespedeza japonica L.H.Bailey  var. japonica  f. angustifolia (Nakai) Murata,ビッチュウヤマハギ,"ニシキハギ, ホソバチョウセンヤマハギ",synonym,マメ科,Fabaceae,787552020,マメ科,マメ科,485,マメ科,Leguminosae,419,,Lespedeza japonica var. japonica f. angustifolia,2017.02.02,44916,1978,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Chrysanthemum sibiricum Fisch. ex Turcz.  var. koreanum Nakai,チョウセンノギク,,synonym,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,,Chrysanthemum sibiricum var. koreanum,2014.01.19,44917,1940,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
Chrysanthemum sibiricum Fisch. ex Turcz.  var. koreanomontanum Nakai,シベリアノギク,チョウセンヤマギク (Nakai 1940),synonym,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,外,Chrysanthemum sibiricum var. coreanomontanum,2014.01.19,44918,1940,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
Calanthe austrokiusiuensis Ohwi,ダルマエビネ,ヒロハノカラン (Ohwi 1936),synonym,ラン科,Orchidaceae,775001010,ラン科,ラン科,766,ラン科,Orchidaceae,654,,Calanthe austrokiusiuensis,2014.03.02,44919,1936,ORCHIDACEAE,ASPARAGALES,キジカクシ目,775001010,ラン科,Orchidaceae
Strobilanthes tawadana Ohwi,ヒロハサギゴケ,ヒメスズムシソウ,synonym,キツネノマゴ科,Acanthaceae,787963170,キツネノマゴ科,キツネノマゴ科,645,キツネノマゴ科,Acanthaceae,572,,Strobilanthes tawadana,2014.01.20,44920,1936,ACANTHACEAE,LAMIALES,シソ目,787963170,キツネノマゴ科,Acanthaceae
Calamagrostis arundinacea (L.) Roth  subsp. sugawarae (Ohwi) Tzvelev,キタノガリヤス,"ホダチノガリヤス, ホソホノガリヤス",synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,外,Calamagrostis arundinacea subsp. sugawarae,2020.04.02,44921,1976,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Lycoris chinensis Traub,,,標準,ヒガンバナ科,Amaryllidaceae,775001130,ユリ科,ヒガンバナ科,752,ヒガンバナ科,Amaryllidaceae,618,外,Lycoris chinensis,2016.05.11,44922,1958,AMARYLLIDACEAE,ASPARAGALES,キジカクシ目,775001130,ヒガンバナ科,Amaryllidaceae
Iris koreana Nakai,キバナカキツバタ,オオキンカキツ,標準,アヤメ科,Iridaceae,775001100,アヤメ科,アヤメ科,753,アヤメ科,Iridaceae,624,外,Iris koreana,2018.07.07,44923,1914,IRIDACEAE,ASPARAGALES,キジカクシ目,775001100,アヤメ科,Iridaceae
Iris rossii Baker  var. latifolia J.G.Sim et Y.Kim,ヒロハエヒメアヤメ (temp.),,標準,アヤメ科,Iridaceae,775001100,アヤメ科,アヤメ科,753,アヤメ科,Iridaceae,624,外,Iris rossii var. latifolia,2020.09.29,44924,0,IRIDACEAE,ASPARAGALES,キジカクシ目,775001100,アヤメ科,Iridaceae
Iris uniflora Pall. ex Link  var. caricina Kitag.,コアヤメ,チャボアヤメ，ヒナアヤメ，ヒロハコアヤメ,synonym,アヤメ科,Iridaceae,775001100,アヤメ科,アヤメ科,753,アヤメ科,Iridaceae,624,栽,Iris uniflora var. caricina,2015.02.13,44925,1935,IRIDACEAE,ASPARAGALES,キジカクシ目,775001100,アヤメ科,Iridaceae
Pteris confertinervia Ching,オオバノイノモトソウ,,synonym,イノモトソウ科,Pteridaceae,500007040,イノモトソウ科,イノモトソウ科,226,イノモトソウ科,Pteridaceae,214,外,Pteris confertinervia,2014.03.30,44926,1983,PTERIDACEAE,POLYPODIALES,ウラボシ目,500007060,イノモトソウ科,Pteridaceae
Pteris cretica L.  var. laeta (Wall. ex Ettingsh.) C.Chr. et Tardieu,アラエイノモトソウ(temp.),,synonym,イノモトソウ科,Pteridaceae,500007040,イノモトソウ科,イノモトソウ科,226,イノモトソウ科,Pteridaceae,214,外,Pteris cretica var. laeta,2014.03.30,44927,2008,PTERIDACEAE,POLYPODIALES,ウラボシ目,500007060,イノモトソウ科,Pteridaceae
Pteris ensiformis Burm.f.  var. merrillii (C.Chr. ex Ching) S.H.Wu,ホコシダ,,synonym,イノモトソウ科,Pteridaceae,500007040,イノモトソウ科,イノモトソウ科,226,イノモトソウ科,Pteridaceae,214,,Pteris ensiformis var. merrillii,2019.12.31,44928,1990,PTERIDACEAE,POLYPODIALES,ウラボシ目,500007060,イノモトソウ科,Pteridaceae
Pteris taiwanensis Ching,ナチシダ,,synonym,イノモトソウ科,Pteridaceae,500007040,イノモトソウ科,イノモトソウ科,226,イノモトソウ科,Pteridaceae,214,,Pteris taiwanensis,2018.06.27,44929,1983,PTERIDACEAE,POLYPODIALES,ウラボシ目,500007060,イノモトソウ科,Pteridaceae
Acrostichum speciosum Willd.,トガリバミミモチシダ,,標準,イノモトソウ科,Pteridaceae,500007040,イノモトソウ科,イノモトソウ科,226,イノモトソウ科,Pteridaceae,214,外,Acrostichum speciosum,2019.12.31,44930,1810,PTERIDACEAE,POLYPODIALES,ウラボシ目,500007060,イノモトソウ科,Pteridaceae
Lepidogrammitis diversa (Rosenst.) Ching,オオボシシダ,ヒトツバウラボシ,synonym,ウラボシ科,Polypodiaceae,500007150,ウラボシ科,ウラボシ科,235,ウラボシ科,Polypodiaceae,224,外,Lepidogrammitis diversa,2014.01.21,44931,1933,POLYPODIACEAE,POLYPODIALES,ウラボシ目,500007260,ウラボシ科,Polypodiaceae
Lemmaphyllum drymoglossoides (Baker) Ching,ウラボシマメヅタ,,標準,ウラボシ科,Polypodiaceae,500007150,ウラボシ科,ウラボシ科,235,ウラボシ科,Polypodiaceae,224,外,Lemmaphyllum drymoglossoides,2020.01.01,44932,1933,POLYPODIACEAE,POLYPODIALES,ウラボシ目,500007260,ウラボシ科,Polypodiaceae
Lepidogrammitis pyriformis (Ching) Ching,オニマメヅタ,,synonym,ウラボシ科,Polypodiaceae,500007150,ウラボシ科,ウラボシ科,235,ウラボシ科,Polypodiaceae,224,,Lepidogrammitis pyriforme,2014.01.21,44933,1940,POLYPODIACEAE,POLYPODIALES,ウラボシ目,500007260,ウラボシ科,Polypodiaceae
Fimbristylis hookeriana Boeck.,,,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,外,Fimbristylis hookeriana,2014.01.21,44934,1871,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Veratrum bohnhofii O.Loes.,コウガイシュロソウ,ヒロハコウガイシュロソウ,標準,シュロソウ科,Melanthiaceae,774001020,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,外,Veratrum bohnhofii,2017.02.21,44935,1926,MELANTHIACEAE,LILIALES,ユリ目,774001030,シュロソウ科,Melanthiaceae
Veratrum dolichopetalum O.Loes.,ケバイケイソウ,,synonym,シュロソウ科,Melanthiaceae,774001020,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,外,Veratrum dolichopetalum,2016.05.09,44936,1926,MELANTHIACEAE,LILIALES,ユリ目,774001030,シュロソウ科,Melanthiaceae
Veratrum versicolor Nakai,コウライシュロソウ,,異分類,シュロソウ科,Melanthiaceae,774001020,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,外,Veratrum versicolor,2015.09.04,44937,1937,MELANTHIACEAE,LILIALES,ユリ目,774001030,シュロソウ科,Melanthiaceae
Veratrum maackii Regel  var. maackii,ナガバシュロソウ,,標準,シュロソウ科,Melanthiaceae,774001020,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,外,Veratrum maackii var. maackii,2017.03.04,44938,1861,MELANTHIACEAE,LILIALES,ユリ目,774001030,シュロソウ科,Melanthiaceae
Carex viridissima Nakai,タケシマカンスゲ,,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,外,Carex viridissima,2015.10.15,44939,1917,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Macromoitrium hymenostomum auct. non Mont.,ホソミノゴケ,,synonym,タチヒダゴケ科,Orthotrichaceae,,タチヒダゴケ科,タチヒダゴケ科,52,タチヒダゴケ科,Orthotrichaceae,32,,Macromitrium hymenostomum,2016.12.18,44940,0,ORTHOTRICHACEAE,ORTHOTRICHALES,タチヒダゴケ目,28604010,タチヒダゴケ科,Orthotrichaceae
Meiothecium okamurae Broth. ex Iisiba,ナガハシゴケ,,synonym,ナガハシゴケ科,Sematophyllaceae,,ナガハシゴケ科,ナガハシゴケ科,91,ナガハシゴケ科,Sematophyllaceae,58,,Meiothecium okamurae,2014.01.22,44941,1932,SEMATOPHYLLACEAE,HYPNALES,ハイゴケ目,28610250,ナガハシゴケ科,Sematophyllaceae
Meteoriella soluta (Mitt.) S.Okamura  f. kudoi (S.Okamura) Nog.,オオミミゴケ,ホソミミゴケ,synonym,イワダレゴケ科,Hylocomiaceae,,ヒムロゴケ科,ヒムロゴケ科,69,ヒムロゴケ科,Pterobryaceae,41,,Meteoriella soluta f. kudoi,2016.05.04,44942,1947,HYLOCOMIACEAE,HYPNALES,ハイゴケ目,28610200,イワダレゴケ科,Hylocomiaceae
Meteoriella soluta (Mitt.) S.Okamura  f. flagellata Nog.,オオミミゴケ,ムチミミゴケ,synonym,イワダレゴケ科,Hylocomiaceae,,ヒムロゴケ科,ヒムロゴケ科,69,ヒムロゴケ科,Pterobryaceae,41,,Meteoriella soluta f. flagellata,2016.05.04,44943,1947,HYLOCOMIACEAE,HYPNALES,ハイゴケ目,28610200,イワダレゴケ科,Hylocomiaceae
Meteoriella japonica Cardot ex Iisiba,オオミミゴケ,シマヒムロゴケモドキ,synonym,イワダレゴケ科,Hylocomiaceae,,ヒムロゴケ科,ヒムロゴケ科,69,ヒムロゴケ科,Pterobryaceae,41,,Meteoriella japonica,2016.05.04,44944,1929,HYLOCOMIACEAE,HYPNALES,ハイゴケ目,28610200,イワダレゴケ科,Hylocomiaceae
Myurium chrysophyllum (Cardot) Seki,キノクニキヌタゴケ,,synonym,ナワゴケ科,Myuriaceae,,ナワゴケ科,ナワゴケ科,90,ナワゴケ科,Myuriaceae,57,,Myurium chrysophyllum,2014.01.22,44945,1969,MYURIACEAE,HYPNALES,ハイゴケ目,28610370,ナワゴケ科,Myuriaceae
Myurium assimile (Broth.) Seki,オオキヌタゴケ,ジングウコモチイトゴケ,synonym,ナワゴケ科,Myuriaceae,,ナワゴケ科,ナワゴケ科,90,ナワゴケ科,Myuriaceae,57,,Myurium assimile,2016.12.18,44946,1969,MYURIACEAE,HYPNALES,ハイゴケ目,28610370,ナワゴケ科,Myuriaceae
Myurium katoi (Broth.) Seki,カトウゴケ,,synonym,ナワゴケ科,Myuriaceae,,ナワゴケ科,ナワゴケ科,90,ナワゴケ科,Myuriaceae,57,,Myurium katoi,2014.01.22,44947,1969,MYURIACEAE,HYPNALES,ハイゴケ目,28610370,ナワゴケ科,Myuriaceae
Cryptogramma crispa (L.) R.Br. ex Richards.,リシリシノブ,イワシノブ,広義,イノモトソウ科,Pteridaceae,500007040,ホウライシダ科,ホウライシダ科,224,イノモトソウ科,Pteridaceae,214,,Cryptogramma crispa,2016.05.16,44948,1823,PTERIDACEAE,POLYPODIALES,ウラボシ目,500007060,イノモトソウ科,Pteridaceae
Onychium lucidum auct. non (D.Don) Spreng.,ミヤマタチシノブ (temp.),,synonym,イノモトソウ科,Pteridaceae,500007040,ホウライシダ科,ホウライシダ科,224,イノモトソウ科,Pteridaceae,214,外,Onychium lucidum,2014.01.23,44949,0,PTERIDACEAE,POLYPODIALES,ウラボシ目,500007060,イノモトソウ科,Pteridaceae
Carex montana L.  var. manshuriensis Kom.,マンシュウクロヒナスゲ,,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,外,Carex montana var. manshuriensis,2017.02.20,44950,1901,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Eleocharis congesta D.Don  var. maximowiczii (Zinserl.) T.B.Lee,エゾハリイ,,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Eleocharis congesta var. maximowiczii,2014.01.25,44951,1976,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Eleocharis pellucida J. et C.Presl  var. maximowiczii (Zinserl.) Ohwi,エゾハリイ,マンセンハリイ,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Eleocharis pellucida var. maximowiczii,2020.11.16,44952,1944,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Eleocharis valleculosa Ohwi,スジヌマハリイ,,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Eleocharis valleculosa,2017.02.20,44953,1933,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Scirpus angustifolius (Honck.) T.Koyama,シュムシュワタスゲ,ホソバワタスゲ,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,外,Scirpus angustifolius,2017.02.20,44954,1958,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Eriophorum brachyantherum Trautv.,コワタスゲ,,標準,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,外,Eriophorum brachyantherum,2020.11.16,44955,1856,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Scirpus lineatus Michx.  subsp. wichurae (Boeck.) T.Koyama  var. asiaticus (Beetle) T.Koyama,エゾアブラガヤ,,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Scirpus lineatus subsp. wichurae var. asiaticus,2017.02.20,44956,1958,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Scleria mutoensis Nakai,ムトウサンシンジュガヤ,,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,外,Scleria mutoensis,2016.01.10,44957,1942,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Scleria merrillii Palla,オオマネキシンジュガヤ,,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,外,Scleria merrillii,2020.12.12,44958,1911,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Scleria multifoliata Boeck.,オニシンジュガヤ,,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,外,Scleria multifoliata,2017.03.29,44959,1874,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Scleria bancana Miq.,ホソボシンジュガヤ,,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,外,Scleria bancana,2017.03.29,44960,1861,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Cheiranthus cheiri L.,ニオイアラセイトウ,"キバナアラセイトウ, ケイランソウ, キアラセイトウ",synonym,アブラナ科,Brassicaceae,787562152,アブラナ科,アブラナ科,436,アブラナ科,Cruciferae,397,栽,Cheiranthus cheiri,2020.02.02,44961,1753,BRASSICACEAE,BRASSICALES,アブラナ目,787578170,アブラナ科,Brassicaceae (Cruciferae)
Neckera flexiramea Cardot  var. attenuata Nog.,コメリンスゴケ,ホソバメリンスゴケ,synonym,ヒラゴケ科,Neckeraceae,,ヒラゴケ科,ヒラゴケ科,72,ヒラゴケ科,Neckeraceae,43,,Neckera flexiramea var. attenuata,2014.01.31,44962,1950,NECKERACEAE,HYPNALES,ハイゴケ目,28610330,ヒラゴケ科,Neckeraceae
Neckera flexiramea Cardot  var. planiuscula Nog.,コメリンスゴケ,ヒラハメリンスゴケ,synonym,ヒラゴケ科,Neckeraceae,,ヒラゴケ科,ヒラゴケ科,72,ヒラゴケ科,Neckeraceae,43,,Neckera flexiramea var. planiuscula,2014.01.31,44963,1950,NECKERACEAE,HYPNALES,ハイゴケ目,28610330,ヒラゴケ科,Neckeraceae
Neckera humilis Mitt.  var. complanatula Cardot,チャボヒラゴケ,ヒラゴケ,synonym,ヒラゴケ科,Neckeraceae,,ヒラゴケ科,ヒラゴケ科,72,ヒラゴケ科,Neckeraceae,43,,Neckera humilis var. complanatula,2014.01.31,44964,1911,NECKERACEAE,HYPNALES,ハイゴケ目,28610330,ヒラゴケ科,Neckeraceae
Neckera humilis Mitt.  var. kamakurana (S.Okamura) Nog.,チャボヒラゴケ,サガミヒラゴケ,synonym,ヒラゴケ科,Neckeraceae,,ヒラゴケ科,ヒラゴケ科,72,ヒラゴケ科,Neckeraceae,43,,Neckera humilis var. kamakurana,2014.01.31,44965,1950,NECKERACEAE,HYPNALES,ハイゴケ目,28610330,ヒラゴケ科,Neckeraceae
Neckera yezoana Besch.  var. hayachinensis (Cardot) Nog.,エゾヒラゴケ,ハヤチネヒラゴケ,synonym,ヒラゴケ科,Neckeraceae,,ヒラゴケ科,ヒラゴケ科,72,ヒラゴケ科,Neckeraceae,43,,Neckera yezoana var. hayachinensis,2014.01.31,44966,1950,NECKERACEAE,HYPNALES,ハイゴケ目,28610330,ヒラゴケ科,Neckeraceae
Neckera yezoana Besch.  var. uematsui (Broth.) Nog.,エゾヒラゴケ,ミヤマヒラゴケ,synonym,ヒラゴケ科,Neckeraceae,,ヒラゴケ科,ヒラゴケ科,72,ヒラゴケ科,Neckeraceae,43,,Neckera yezoana var. uematsui,2020.10.14,44967,1950,NECKERACEAE,HYPNALES,ハイゴケ目,28610330,ヒラゴケ科,Neckeraceae
Languas galanga (L.) Stuntz,ナンキョウ,サンキョウ,synonym,ショウガ科,Zingiberaceae,776003080,ショウガ科,ショウガ科,744,ショウガ科,Zingiberaceae,650,栽,Languas galanga,2016.07.21,44968,1912,ZINGIBERACEAE,ZINGIBERALES,ショウガ目,776003080,ショウガ科,Zingiberaceae
Alpinia sessiliflora Kitam.,アリサンゲットウ,,synonym,ショウガ科,Zingiberaceae,776003080,ショウガ科,ショウガ科,744,ショウガ科,Zingiberaceae,650,外,Alpinia sessiliflora,2020.07.09,44969,1946,ZINGIBERACEAE,ZINGIBERALES,ショウガ目,776003080,ショウガ科,Zingiberaceae
Alpinia kawakamii Hayata,カワカミゲットウ,,synonym,ショウガ科,Zingiberaceae,776003080,ショウガ科,ショウガ科,744,ショウガ科,Zingiberaceae,650,外,Alpinia kawakamii,2020.05.15,44970,1915,ZINGIBERACEAE,ZINGIBERALES,ショウガ目,776003080,ショウガ科,Zingiberaceae
Alpinia schumanniana Valeton,ゲットウ,ダクスイゲットウ,synonym,ショウガ科,Zingiberaceae,776003080,ショウガ科,ショウガ科,744,ショウガ科,Zingiberaceae,650,,Alpinia schumanniana,2014.02.01,44971,1904,ZINGIBERACEAE,ZINGIBERALES,ショウガ目,776003080,ショウガ科,Zingiberaceae
Vanoverberghia sasakiana Funak. et H.Ohashi,コウトウハナミョウガ(temp.),,標準,ショウガ科,Zingiberaceae,776003080,ショウガ科,ショウガ科,744,ショウガ科,Zingiberaceae,650,外,Vanoverberghia sasakiana,2020.05.15,44972,2000,ZINGIBERACEAE,ZINGIBERALES,ショウガ目,776003080,ショウガ科,Zingiberaceae
Zingiber oligophyllum K.Schum.,ショウガ,,synonym,ショウガ科,Zingiberaceae,776003080,ショウガ科,ショウガ科,744,ショウガ科,Zingiberaceae,650,,Zingiber oligophyllum,2020.05.15,44973,1904,ZINGIBERACEAE,ZINGIBERALES,ショウガ目,776003080,ショウガ科,Zingiberaceae
