name,family_jp,family_en,source
アイアシ,イネ科,Poaceae,ylist
ホソバアイアシ,イネ科,Poaceae,ylist:alias
アイアスカイノデ,オシダ科,Dryopteridaceae,ylist
アイイズハナワラビ,ハナヤスリ科,Ophioglossaceae,ylist
アイイヌタマシダ,オシダ科,Dryopteridaceae,ylist
アイオオカグマ,シシガシラ科,Blechnaceae,ylist
アイカタイノデ,オシダ科,Dryopteridaceae,ylist
アイグロマツ,マツ科,Pinaceae,ylist
アカクロマツ (Uyeki 1953),マツ科,Pinaceae,ylist:alias
アイズシモツケ,バラ科,Rosaceae,ylist
アイヅシモツケ,バラ科,Rosaceae,ylist:alias
アイズヒメアザミ,キク科,Asteraceae,ylist
アイヅヒメアザミ,キク科,Asteraceae,ylist:alias
アイツヤナシイノデ,オシダ科,Dryopteridaceae,ylist
アイナエ,マチン科,Loganiaceae,ylist
アイナシ,バラ科,Rosaceae,ylist
アイヌソモソモ,イネ科,Poaceae,ylist
アイノコクマワラビ,オシダ科,Dryopteridaceae,ylist
アイホソイノデ,オシダ科,Dryopteridaceae,ylist
アオイゴケ,ヒルガオ科,Convolvulaceae,ylist
アオイスミレ,スミレ科,Violaceae,ylist
アオイマメ,マメ科,Fabaceae,ylist
ライマビーン，ライマメ，ライママメ,マメ科,Fabaceae,ylist:alias
アオウキクサ,サトイモ科,Araceae,ylist
アオガシ,クスノキ科,Lauraceae,ylist
ホソバタブ,クスノキ科,Lauraceae,ylist:alias
アオカズラ,アワブキ科,Sabiaceae,ylist
アオガヤツリ,カヤツリグサ科,Cyperaceae,ylist
オオタマガヤツリ,カヤツリグサ科,Cyperaceae,ylist:alias
アオガンピ,ジンチョウゲ科,Thymelaeaceae,ylist
オキナワガンピ,ジンチョウゲ科,Thymelaeaceae,ylist:alias
アオキ,アオキ科,Aucubaceae,ylist
ヒロハノアオキ,アオキ科,Aucubaceae,ylist:alias
アオギリ,アオイ科,Malvaceae,ylist
ケナシアオギリ,アオイ科,Malvaceae,ylist:alias
アオゲイトウ,ヒユ科,Amaranthaceae,ylist
アオビユ (Matsumura 1895),ヒユ科,Amaranthaceae,ylist:alias
アオコウガイゼキショウ,イグサ科,Juncaceae,ylist
ホソバノコウガイゼキショウ，ホソバノコウガイ,イグサ科,Juncaceae,ylist:alias
アオコウツギ,アジサイ科,Hydrangeaceae,ylist
アオヤシャクナゲ,ツツジ科,Ericaceae,ylist
アオシャクナゲ,ツツジ科,Ericaceae,ylist:alias
アオタチカモメヅル,キョウチクトウ科,Apocynaceae,ylist
アオダモ,モクセイ科,Oleaceae,ylist
コバノトネリコ,モクセイ科,Oleaceae,ylist:alias
アオチドリ,ラン科,Orchidaceae,ylist
ネムロチドリ，タカネアオチドリ，チシマアオチドリ,ラン科,Orchidaceae,ylist:alias
アオツヅラフジ,ツヅラフジ科,Menispermaceae,ylist
カミエビ,ツヅラフジ科,Menispermaceae,ylist:alias
アオツリバナ,ニシキギ科,Celastraceae,ylist
アオテンツキ,カヤツリグサ科,Cyperaceae,ylist
アオトドマツ,マツ科,Pinaceae,ylist
アオナシ,バラ科,Rosaceae,ylist
アオナラ,ブナ科,Fagaceae,ylist
アオナラガシワ,ブナ科,Fagaceae,ylist
アオミズナラ,ブナ科,Fagaceae,ylist:alias
アオナワシロイチゴ,バラ科,Rosaceae,ylist
アオネザサ,イネ科,Poaceae,ylist
トヨオカザサ，シラカワザサ,イネ科,Poaceae,ylist:alias
アオノイワレンゲ,ベンケイソウ科,Crassulaceae,ylist
コイワレンゲ,ベンケイソウ科,Crassulaceae,ylist:alias
アオノクマタケラン,ショウガ科,Zingiberaceae,ylist
アオノツガザクラ,ツツジ科,Ericaceae,ylist
アオハコベ,ナデシコ科,Caryophyllaceae,ylist
アオバスゲ,カヤツリグサ科,Cyperaceae,ylist
アオハダ,モチノキ科,Aquifoliaceae,ylist
マルバウメモドキ，ホソバアオハダ,モチノキ科,Aquifoliaceae,ylist:alias
アオバノキ,ハイノキ科,Symplocaceae,ylist
カンコウハイノキ,ハイノキ科,Symplocaceae,ylist:alias
アオヒエスゲ,カヤツリグサ科,Cyperaceae,ylist
ナンカイスゲ,カヤツリグサ科,Cyperaceae,ylist:alias
アオヒメウツギ,アジサイ科,Hydrangeaceae,ylist
ホナガイヌビユ,ヒユ科,Amaranthaceae,ylist
アオビユ,ヒユ科,Amaranthaceae,ylist:alias
アオベンケイ,ベンケイソウ科,Crassulaceae,ylist
アオベンケイソウ,ベンケイソウ科,Crassulaceae,ylist:alias
アオミズ,イラクサ科,Urticaceae,ylist
アオミノクロウメモドキ,クロウメモドキ科,Rhamnaceae,ylist
アオモジ,クスノキ科,Lauraceae,ylist
タイワンクロモジ,クスノキ科,Lauraceae,ylist:alias
アオモリマンテマ,ナデシコ科,Caryophyllaceae,ylist
アオヤギソウ,シュロソウ科,Melanthiaceae,ylist
ヒロハアオヤギソウ,シュロソウ科,Melanthiaceae,ylist:alias
アカエゾマツ,マツ科,Pinaceae,ylist
アカガシ,ブナ科,Fagaceae,ylist
アツバアカガシ，オオアカガシ，キクアカガシ，ヒメアカガシ,ブナ科,Fagaceae,ylist:alias
アカカンバ,カバノキ科,Betulaceae,ylist
ナンタイカンバ,カバノキ科,Betulaceae,ylist:alias
アカギ,コミカンソウ科,Phyllanthaceae,ylist
アカギモドキ,ムクロジ科,Sapindaceae,ylist
アカザ,ヒユ科,Amaranthaceae,ylist
アカササゲ,マメ科,Fabaceae,ylist
アカジクヘビノボラズ,メギ科,Berberidaceae,ylist
マルバヘビノボラズ,メギ科,Berberidaceae,ylist:alias
アカシデ,カバノキ科,Betulaceae,ylist
コシデ，シデノキ，ソロノキ，コソロ,カバノキ科,Betulaceae,ylist:alias
アカスゲ,カヤツリグサ科,Cyperaceae,ylist
アカソ,イラクサ科,Urticaceae,ylist
アカトドマツ,マツ科,Pinaceae,ylist
ネムロトドマツ,マツ科,Pinaceae,ylist:alias
エゾシラビソ,マツ科,Pinaceae,ylist:alias
アカネ,アカネ科,Rubiaceae,ylist
アカネスゲ,カヤツリグサ科,Cyperaceae,ylist
アカネスミレ,スミレ科,Violaceae,ylist
ウスアカネスミレ,スミレ科,Violaceae,ylist:alias
アカネハナワラビ,ハナヤスリ科,Ophioglossaceae,ylist
アカバグミ,グミ科,Elaeagnaceae,ylist
オオバツルグミ,グミ科,Elaeagnaceae,ylist:alias
アカハダクスノキ,クスノキ科,Lauraceae,ylist
アカハダコバンノキ,コミカンソウ科,Phyllanthaceae,ylist
アカハダノキ,マメ科,Fabaceae,ylist
タマザキゴウカン,マメ科,Fabaceae,ylist:alias
アカバナ,アカバナ科,Onagraceae,ylist
アカバナムシヨケギク,キク科,Asteraceae,ylist
アカハナワラビ,ハナヤスリ科,Ophioglossaceae,ylist
アカフユノハナワラビ,ハナヤスリ科,Ophioglossaceae,ylist
アカマツ,マツ科,Pinaceae,ylist
メマツ，ミツバアカマツ,マツ科,Pinaceae,ylist:alias
アカミズキ,アカネ科,Rubiaceae,ylist
アカミミズキ，アカミミズ,アカネ科,Rubiaceae,ylist:alias
アカミタンポポ,キク科,Asteraceae,ylist
キレハアカミタンポポ,キク科,Asteraceae,ylist:alias
アカミノイヌツゲ,モチノキ科,Aquifoliaceae,ylist
ミヤマクロソヨゴ,モチノキ科,Aquifoliaceae,ylist:alias
アカミノモクタチバナ,サクラソウ科,Primulaceae,ylist
アカミヤドリギ,ビャクダン科,Santalaceae,ylist
アカメイヌビワ,クワ科,Moraceae,ylist
アカメガシワ,トウダイグサ科,Euphorbiaceae,ylist
ゴサイバ,トウダイグサ科,Euphorbiaceae,ylist:alias
アカモノ,ツツジ科,Ericaceae,ylist
イワハゼ,ツツジ科,Ericaceae,ylist:alias
アカヤシオ,ツツジ科,Ericaceae,ylist
アカギツツジ,ツツジ科,Ericaceae,ylist:alias
アカンスゲ,カヤツリグサ科,Cyperaceae,ylist
アキウネマガリ,イネ科,Poaceae,ylist
アキカサスゲ,カヤツリグサ科,Cyperaceae,ylist
アキカラマツ,キンポウゲ科,Ranunculaceae,ylist
ヒロハノアキカラマツ,キンポウゲ科,Ranunculaceae,ylist:alias
アキギリ,シソ科,Lamiaceae,ylist
ミヤマアキギリ (Makino 1907: 33),シソ科,Lamiaceae,ylist:alias
オオアキギリ,シソ科,Lamiaceae,ylist:alias
アキグミ,グミ科,Elaeagnaceae,ylist
アキチョウジ,シソ科,Lamiaceae,ylist
アギナシ,オモダカ科,Alismataceae,ylist
アキニレ,ニレ科,Ulmaceae,ylist
ウナギツカミ,タデ科,Polygonaceae,ylist
アキノウナギツカミ,タデ科,Polygonaceae,ylist:alias
アキノウナギヅル (Makino 1890),タデ科,Polygonaceae,ylist:alias
アキノエノコログサ,イネ科,Poaceae,ylist
アキノキリンソウ,キク科,Asteraceae,ylist
アキノタムラソウ,シソ科,Lamiaceae,ylist
イワタムラソウ,シソ科,Lamiaceae,ylist:alias
アキノノゲシ,キク科,Asteraceae,ylist
ホソバアキノノゲシ,キク科,Asteraceae,ylist:alias
アキノミチヤナギ,タデ科,Polygonaceae,ylist
ハマミチヤナギ，ナガバハマミチヤナギ,タデ科,Polygonaceae,ylist:alias
アキメヒシバ,イネ科,Poaceae,ylist
アクシバモドキ,ツツジ科,Ericaceae,ylist
アケビ,アケビ科,Lardizabalaceae,ylist
アケビドコロ,ヤマノイモ科,Dioscoreaceae,ylist
トラトラカズラ,ヤマノイモ科,Dioscoreaceae,ylist:alias
アケボノシュスラン,ラン科,Orchidaceae,ylist
アケボノスミレ,スミレ科,Violaceae,ylist
アケボノソウ,リンドウ科,Gentianaceae,ylist
アケボノツツジ,ツツジ科,Ericaceae,ylist
アコウ,クワ科,Moraceae,ylist
アコウザンショウ,ミカン科,Rutaceae,ylist
アサ,アサ科,Cannabaceae,ylist
タイマ,アサ科,Cannabaceae,ylist:alias
アサガオ,ヒルガオ科,Convolvulaceae,ylist
コアサガオ,ヒルガオ科,Convolvulaceae,ylist:alias
アサカネマガリ,イネ科,Poaceae,ylist
アサガラ,エゴノキ科,Styracaceae,ylist
アサクラザンショウ,ミカン科,Rutaceae,ylist
ブドウザンショウ,ミカン科,Rutaceae,ylist:alias
アサザ,ミツガシワ科,Menyanthaceae,ylist
イヌジュンサイ，ハナジュンサイ,ミツガシワ科,Menyanthaceae,ylist:alias
アサダ,カバノキ科,Betulaceae,ylist
ハネカワ，ミノカブリ,カバノキ科,Betulaceae,ylist:alias
アサツキ,ヒガンバナ科,Amaryllidaceae,ylist
イトネギ，センボンワケギ,ヒガンバナ科,Amaryllidaceae,ylist:alias
アサノハカエデ,ムクロジ科,Sapindaceae,ylist
アサマスゲ,カヤツリグサ科,Cyperaceae,ylist
タイリクカワズスゲ,カヤツリグサ科,Cyperaceae,ylist:alias
アシウスギ,ヒノキ科,Cupressaceae,ylist
ウラスギ，サワスギ,ヒノキ科,Cupressaceae,ylist:alias
イナコスズ,イネ科,Poaceae,ylist
ケバノカシダザサ，アシカガコスズ,イネ科,Poaceae,ylist:alias
ツクバコスズ,イネ科,Poaceae,ylist:alias
アシカキ,イネ科,Poaceae,ylist
アジサイ,アジサイ科,Hydrangeaceae,ylist
アシタカツツジ,ツツジ科,Ericaceae,ylist
アシタバ,セリ科,Apiaceae,ylist
アシボソ,イネ科,Poaceae,ylist
アシボソスゲ,カヤツリグサ科,Cyperaceae,ylist
アスカイノデ,オシダ科,Dryopteridaceae,ylist
アズキ,マメ科,Fabaceae,ylist
アズキナシ,バラ科,Rosaceae,ylist
アスナロ,ヒノキ科,Cupressaceae,ylist
アスヒ,ヒノキ科,Cupressaceae,ylist:alias
アスヒカズラ,ヒカゲノカズラ科,Lycopodiaceae,ylist
アズマイチゲ,キンポウゲ科,Ranunculaceae,ylist
シラゲウラベニイチゲ，オクノアズマイチゲ,キンポウゲ科,Ranunculaceae,ylist:alias
アズマイバラ,バラ科,Rosaceae,ylist
オオフジイバラ，ヤマテリハノイバラ,バラ科,Rosaceae,ylist:alias
アズマギク,キク科,Asteraceae,ylist
アズマザサ,イネ科,Poaceae,ylist
アズマシャクナゲ,ツツジ科,Ericaceae,ylist
シャクナゲ,ツツジ科,Ericaceae,ylist:alias
アズマシライトソウ,シュロソウ科,Melanthiaceae,ylist
アズマスゲ,カヤツリグサ科,Cyperaceae,ylist
アズマナルコ,カヤツリグサ科,Cyperaceae,ylist
ミヤマナルコ，ミヤマナルコスゲ,カヤツリグサ科,Cyperaceae,ylist:alias
アズマネザサ,イネ科,Poaceae,ylist
フシゲアズマネザサ，ナヨダケ，ハコネダケ,イネ科,Poaceae,ylist:alias
シナガワザサ,イネ科,Poaceae,ylist:alias
アズマミヤコザサ,イネ科,Poaceae,ylist
アズミイノデ,オシダ科,Dryopteridaceae,ylist
アズミホソイノデ,オシダ科,Dryopteridaceae,ylist
アゼオトギリ,オトギリソウ科,Hypericaceae,ylist
アゼガヤ,イネ科,Poaceae,ylist
アゼガヤツリ,カヤツリグサ科,Cyperaceae,ylist
クロアゼガヤツリ,カヤツリグサ科,Cyperaceae,ylist:alias
アゼスゲ,カヤツリグサ科,Cyperaceae,ylist
アゼテンツキ,カヤツリグサ科,Cyperaceae,ylist
エゾアゼテンツキ,カヤツリグサ科,Cyperaceae,ylist:alias
アゼトウナ,キク科,Asteraceae,ylist
アゼナ,アゼナ科,Linderniaceae,ylist
アゼナルコ,カヤツリグサ科,Cyperaceae,ylist
アゼナルコスゲ,カヤツリグサ科,Cyperaceae,ylist:alias
アセビ,ツツジ科,Ericaceae,ylist
アセボ,ツツジ科,Ericaceae,ylist:alias
ブタクサモドキ,キク科,Asteraceae,ylist
アソシケシダ,メシダ科,Athyriaceae,ylist
アッカゼキショウ,チシマゼキショウ科,Tofieldiaceae,ylist
アツギノヌカイタチシダマガイ,オシダ科,Dryopteridaceae,ylist
アッケシソウ,ヒユ科,Amaranthaceae,ylist
サンゴソウ,ヒユ科,Amaranthaceae,ylist:alias
アッサムチャ,ツバキ科,Theaceae,ylist
ホソバチャ,ツバキ科,Theaceae,ylist:alias
アツバアサガオ,ヒルガオ科,Convolvulaceae,ylist
アツバクコ,ナス科,Solanaceae,ylist
ハマクコ,ナス科,Solanaceae,ylist:alias
アツバシマザクラ,アカネ科,Rubiaceae,ylist
アツバシロテツ,ミカン科,Rutaceae,ylist
アニジマシロテツ,ミカン科,Rutaceae,ylist:alias
アツバモチ,モチノキ科,Aquifoliaceae,ylist
アツバモチノキ (Tuyama 1935),モチノキ科,Aquifoliaceae,ylist:alias
アデク,フトモモ科,Myrtaceae,ylist
アテツマンサク,マンサク科,Hamamelidaceae,ylist
ハナイチゲ,キンポウゲ科,Ranunculaceae,ylist
ボタンイチゲ,キンポウゲ科,Ranunculaceae,ylist:alias
ヒナボタン (Makino in J. J. B. 7(7): (269),キンポウゲ科,Ranunculaceae,ylist:alias
1931),キンポウゲ科,Ranunculaceae,ylist:alias
アブノメ,オオバコ科,Plantaginaceae,ylist
アイバソウ,カヤツリグサ科,Cyperaceae,ylist
アブラシバ,カヤツリグサ科,Cyperaceae,ylist
アブラススキ,イネ科,Poaceae,ylist
タカサゴアブラススキ,イネ科,Poaceae,ylist:alias
ヤノネアブラススキ,イネ科,Poaceae,ylist:alias
アブラチャン,クスノキ科,Lauraceae,ylist
アブラツツジ,ツツジ科,Ericaceae,ylist
ヤマドウダン,ツツジ科,Ericaceae,ylist:alias
アフリカヒゲシバ,イネ科,Poaceae,ylist
ローズソウ，ローズグラス,イネ科,Poaceae,ylist:alias
アベマキ,ブナ科,Fagaceae,ylist
アポイアズマギク,キク科,Asteraceae,ylist
アポイカラマツ,キンポウゲ科,Ranunculaceae,ylist
アポイカンバ,カバノキ科,Betulaceae,ylist
ヒダカカンバ，マルミカンバ,カバノキ科,Betulaceae,ylist:alias
アポイザサ,イネ科,Poaceae,ylist
ケミヤコザサ，シダミヤコザサ，フシゲアポイザサ,イネ科,Poaceae,ylist:alias
アポイマンテマ,ナデシコ科,Caryophyllaceae,ylist
アマ,アマ科,Linaceae,ylist
アカゴマ，ヌメゴマ，イチネンアマ,アマ科,Linaceae,ylist:alias
アマギアマチャ,アジサイ科,Hydrangeaceae,ylist
ホソバコガク,アジサイ科,Hydrangeaceae,ylist:alias
アマギイノデ,オシダ科,Dryopteridaceae,ylist
アマギコアジサイ,アジサイ科,Hydrangeaceae,ylist
アマギシャクナゲ,ツツジ科,Ericaceae,ylist
アマギツツジ,ツツジ科,Ericaceae,ylist
アマギミツバツツジ,ツツジ科,Ericaceae,ylist:alias
アマギベニウツギ,スイカズラ科,Caprifoliaceae,ylist
アマクサミツバツツジ,ツツジ科,Ericaceae,ylist
アマシバ,ハイノキ科,Symplocaceae,ylist
オオバナシロバイ，タイワンハイノキ,ハイノキ科,Symplocaceae,ylist:alias
アマチャ,アジサイ科,Hydrangeaceae,ylist
アマチャヅル,ウリ科,Cucurbitaceae,ylist
アマヅル,ブドウ科,Vitaceae,ylist
オトコブドウ,ブドウ科,Vitaceae,ylist:alias
アマドコロ,クサスギカズラ科,Asparagaceae,ylist
ジョウシュウアマドコロ,クサスギカズラ科,Asparagaceae,ylist:alias
アマナ,ユリ科,Liliaceae,ylist
アマナズナ,アブラナ科,Brassicaceae (Cruciferae),ylist
タマナズナ,アブラナ科,Brassicaceae (Cruciferae),ylist:alias
アマミクラマゴケ,イワヒバ科,Selaginellaceae,ylist
アマミザンショウ,ミカン科,Rutaceae,ylist
アマミサンショウソウ,イラクサ科,Urticaceae,ylist
アマミデンダ,オシダ科,Dryopteridaceae,ylist
ヒメデンダ,オシダ科,Dryopteridaceae,ylist:alias
アマミナツヅタ,ブドウ科,Vitaceae,ylist
アマミヅタ，ウラジロナツヅタ (Hatusima 1937),ブドウ科,Vitaceae,ylist:alias
アマミヒイラギモチ,モチノキ科,Aquifoliaceae,ylist
ヒイラギモチ (Koidzumi 1928),モチノキ科,Aquifoliaceae,ylist:alias
アマミヒサカキ,モッコク科,Ternstroemiaceae,ylist
オオシマヒサカキ,モッコク科,Ternstroemiaceae,ylist:alias
オキナワヒサカキ,モッコク科,Ternstroemiaceae,ylist:alias
アマミフユイチゴ,バラ科,Rosaceae,ylist
アマミノフユイチゴ,バラ科,Rosaceae,ylist:alias
アマモ,アマモ科,Zosteraceae,ylist
ヒロハアマモ,アマモ科,Zosteraceae,ylist:alias
アミガサギリ,トウダイグサ科,Euphorbiaceae,ylist
キールンアミガサギリ,トウダイグサ科,Euphorbiaceae,ylist:alias
アミシダ,ヒメシダ科,Thelypteridaceae,ylist
アメリカアサガオ,ヒルガオ科,Convolvulaceae,ylist
アメリカアゼナ,アゼナ科,Linderniaceae,ylist
アメリカイヌホオズキ,ナス科,Solanaceae,ylist
アメリカオオバコ,オオバコ科,Plantaginaceae,ylist
ノゲオオバコ,オオバコ科,Plantaginaceae,ylist:alias
アメリカオニアザミ,キク科,Asteraceae,ylist
アメリカキンゴジカ,アオイ科,Malvaceae,ylist
アマミキンゴジカ,アオイ科,Malvaceae,ylist:alias
アメリカクサネム,マメ科,Fabaceae,ylist
アメリカコナギ,ミズアオイ科,Pontederiaceae,ylist
アメリカスズカケノキ,スズカケノキ科,Platanaceae,ylist
セイヨウボタンノキ,スズカケノキ科,Platanaceae,ylist:alias
アメリカスズメノヒエ,イネ科,Poaceae,ylist
オニスズメノヒエ，バヒアグラス,イネ科,Poaceae,ylist:alias
アメリカセンダングサ,キク科,Asteraceae,ylist
セイタカタウコギ,キク科,Asteraceae,ylist:alias
アメリカタカサブロウ,キク科,Asteraceae,ylist
アメリカナデシコ,ナデシコ科,Caryophyllaceae,ylist
ビジョナデシコ，ヒゲナデシコ,ナデシコ科,Caryophyllaceae,ylist:alias
アメリカノウゼンカズラ,ノウゼンカズラ科,Bignoniaceae,ylist
コノウゼン (Hisauti 1942),ノウゼンカズラ科,Bignoniaceae,ylist:alias
アメリカハナズオウ,マメ科,Fabaceae,ylist
アメリカハナノキ,ムクロジ科,Sapindaceae,ylist
アカカエデ，ベニカエデ,ムクロジ科,Sapindaceae,ylist:alias
アメリカハナカエデ (Makino 1931),ムクロジ科,Sapindaceae,ylist:alias
アメリカフウロ,フウロソウ科,Geraniaceae,ylist
アメリカフウロソウ,フウロソウ科,Geraniaceae,ylist:alias
アメリカフサスグリ,スグリ科,Grossulariaceae,ylist
アメリカクロスグリ，アメリカスグリ (Nemoto 1936),スグリ科,Grossulariaceae,ylist:alias
クロミノフサスグリ,スグリ科,Grossulariaceae,ylist:alias
アメリカブナ,ブナ科,Fagaceae,ylist
アメリカマコモ,イネ科,Poaceae,ylist
ワイルドライス,イネ科,Poaceae,ylist:alias
アメリカマンサク,マンサク科,Hamamelidaceae,ylist
ヒカゲミズ,イラクサ科,Urticaceae,ylist
アメリカヤマナラシ,ヤナギ科,Salicaceae,ylist
アメリカヤマボウシ,ミズキ科,Cornaceae,ylist
アヤメ,アヤメ科,Iridaceae,ylist
アカメイノデ,オシダ科,Dryopteridaceae,ylist
アラカシ,ブナ科,Fagaceae,ylist
クロガシ,ブナ科,Fagaceae,ylist:alias
アラゲサクラツツジ,ツツジ科,Ericaceae,ylist
ケサクラツツジ,ツツジ科,Ericaceae,ylist:alias
アラゲサンショウソウ,イラクサ科,Urticaceae,ylist
アラゲナツハゼ,ツツジ科,Ericaceae,ylist
アラゲヒョウタンボク,スイカズラ科,Caprifoliaceae,ylist
オオバヒョウタンボク (Makino 1905),スイカズラ科,Caprifoliaceae,ylist:alias
アラゲミゾシダ,ヒメシダ科,Thelypteridaceae,ylist
アリアケスミレ,スミレ科,Violaceae,ylist
アリドオシ,アカネ科,Rubiaceae,ylist
タマゴバアリドオシ,アカネ科,Rubiaceae,ylist:alias
アリドオシラン,ラン科,Orchidaceae,ylist
アリマグミ,グミ科,Elaeagnaceae,ylist
エンシュウグミ,グミ科,Elaeagnaceae,ylist:alias
アリマコスズ,イネ科,Poaceae,ylist
セトウチコスズ,イネ科,Poaceae,ylist:alias
アルタイミセバヤ,ベンケイソウ科,Crassulaceae,ylist
アレチウリ,ウリ科,Cucurbitaceae,ylist
アレチギシギシ,タデ科,Polygonaceae,ylist
アレチヌスビトハギ,マメ科,Fabaceae,ylist
アレチノチャヒキ,イネ科,Poaceae,ylist
ニセキツネガヤ,イネ科,Poaceae,ylist:alias
アレチハナガサ,クマツヅラ科,Verbenaceae,ylist
アレチマツヨイグサ,アカバナ科,Onagraceae,ylist
アワ,イネ科,Poaceae,ylist
アワガエリ,イネ科,Poaceae,ylist
キクタニギク,キク科,Asteraceae,ylist
アワコガネギク，アブラギク,キク科,Asteraceae,ylist:alias
アワゴケ,オオバコ科,Plantaginaceae,ylist
アワダン,ミカン科,Rutaceae,ylist
ミツバゴシュユ (Yatabe 1892)，コミノアワダン,ミカン科,Rutaceae,ylist:alias
アワブキ,アワブキ科,Sabiaceae,ylist
アワボスゲ,カヤツリグサ科,Cyperaceae,ylist
ブラウンスゲ,カヤツリグサ科,Cyperaceae,ylist:alias
アワモリショウマ,ユキノシタ科,Saxifragaceae,ylist
アワモリソウ,ユキノシタ科,Saxifragaceae,ylist:alias
アンコハナワラビ,ハナヤスリ科,Ophioglossaceae,ylist
アンズ,バラ科,Rosaceae,ylist
セイヨウアンズ,バラ科,Rosaceae,ylist:alias
アンドンマユミ,ニシキギ科,Celastraceae,ylist
イイギリ,ヤナギ科,Salicaceae,ylist
イイノカナワラビ,オシダ科,Dryopteridaceae,ylist
シマクマタケラン,ショウガ科,Zingiberaceae,ylist
イオウクマタケラン,ショウガ科,Zingiberaceae,ylist:alias
イオウトウクマタケラン,ショウガ科,Zingiberaceae,ylist:alias
イオウトウフヨウ,アオイ科,Malvaceae,ylist
イオウノボタン,ノボタン科,Melastomataceae,ylist
イオウジマノボタン,ノボタン科,Melastomataceae,ylist:alias
イガオナモミ,キク科,Asteraceae,ylist
イガガヤツリ,カヤツリグサ科,Cyperaceae,ylist
イガギク,キク科,Asteraceae,ylist
ゴウシュウヨメナ，ヨシカワギク,キク科,Asteraceae,ylist:alias
イガクサ,カヤツリグサ科,Cyperaceae,ylist
イカリソウ,メギ科,Berberidaceae,ylist
イカワイノデ,オシダ科,Dryopteridaceae,ylist
イケマ,キョウチクトウ科,Apocynaceae,ylist
イシカグマ,コバノイシカグマ科,Dennstaedtiaceae,ylist
イシヅチミズキ,ミズキ科,Cornaceae,ylist
イシヅチイチゴ,バラ科,Rosaceae,ylist
イシヅチキイチゴ,バラ科,Rosaceae,ylist:alias
イシズチミズキ,ミズキ科,Cornaceae,ylist:alias
イシミカワ,タデ科,Polygonaceae,ylist
イシモチソウ,モウセンゴケ科,Droseraceae,ylist
イズアカガシ,ブナ科,Fagaceae,ylist
ヒメアカガシ,ブナ科,Fagaceae,ylist:alias
イズアサツキ,ヒガンバナ科,Amaryllidaceae,ylist
シロバナイズアサツキ,ヒガンバナ科,Amaryllidaceae,ylist:alias
イズイワギボウシ,クサスギカズラ科,Asparagaceae,ylist
アマギギボウシ,クサスギカズラ科,Asparagaceae,ylist:alias
ハチジョウギボウシ,クサスギカズラ科,Asparagaceae,ylist:alias
イズクリハラン,ウラボシ科,Polypodiaceae,ylist
イズコモチシダ,シシガシラ科,Blechnaceae,ylist
イスズグミ,グミ科,Elaeagnaceae,ylist
サイグミ，ホソバサイグミ,グミ科,Elaeagnaceae,ylist:alias
イズセンリョウ,サクラソウ科,Primulaceae,ylist
ウバガネモチ，ナガバイズセンリョウ，マルバイズセンリョウ,サクラソウ科,Primulaceae,ylist:alias
イズドコロ,ヤマノイモ科,Dioscoreaceae,ylist
イスノキ,マンサク科,Hamamelidaceae,ylist
イズハハコ,キク科,Asteraceae,ylist
ワタナ,キク科,Asteraceae,ylist:alias
ヤマジオウギク,キク科,Asteraceae,ylist:alias
イソギク,キク科,Asteraceae,ylist
イソツツジ,ツツジ科,Ericaceae,ylist
カラフトイソツツジ,ツツジ科,Ericaceae,ylist:alias
イソノキ,クロウメモドキ科,Rhamnaceae,ylist
ホソバイソノキ，ホソバクロウメ,クロウメモドキ科,Rhamnaceae,ylist:alias
イソフジ,マメ科,Fabaceae,ylist
イソヤマアオキ,ツヅラフジ科,Menispermaceae,ylist
コウシュウウヤク,ツヅラフジ科,Menispermaceae,ylist:alias
イタチガヤ,イネ科,Poaceae,ylist
イタチササゲ,マメ科,Fabaceae,ylist
イタチハギ,マメ科,Fabaceae,ylist
クロバナエンジュ (Matsumura 1895),マメ科,Fabaceae,ylist:alias
イタビカズラ,クワ科,Moraceae,ylist
イチイ,イチイ科,Taxaceae,ylist
オンコ，アララギ,イチイ科,Taxaceae,ylist:alias
イチイガシ,ブナ科,Fagaceae,ylist
イチゲイチヤクソウ,ツツジ科,Ericaceae,ylist
イチゲフウロ,フウロソウ科,Geraniaceae,ylist
シベリアフウロ,フウロソウ科,Geraniaceae,ylist:alias
イチジク,クワ科,Moraceae,ylist
イチハツ,アヤメ科,Iridaceae,ylist
イチビ,アオイ科,Malvaceae,ylist
キリアサ,アオイ科,Malvaceae,ylist:alias
イチヤクソウ,ツツジ科,Ericaceae,ylist
イチョウ,イチョウ科,Ginkgoaceae,ylist
イチョウウキゴケ,ウキゴケ科,Ricciaceae,ylist
イチョウウキクサ，イチョウモ，イチョウゴケ,ウキゴケ科,Ricciaceae,ylist:alias
イチヨウラン,ラン科,Orchidaceae,ylist
ヒメヒトハラン (Miyabe & Kudo 1915),ラン科,Orchidaceae,ylist:alias
イチリンソウ,キンポウゲ科,Ranunculaceae,ylist
イチゲソウ,キンポウゲ科,Ranunculaceae,ylist:alias
イツキカナワラビ,オシダ科,Dryopteridaceae,ylist
イッショウチザサ,イネ科,Poaceae,ylist
イッポンスゲ,カヤツリグサ科,Cyperaceae,ylist
シロハリスゲ,カヤツリグサ科,Cyperaceae,ylist:alias
