row,record_id,insect_id,plant_name,filled_family,ylist_canonical,ylist_scientific_name,factcheck_source
14789,hostplant-910109,species-22129,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14790,hostplant-910110,species-22553,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14791,hostplant-910111,species-22746,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14792,hostplant-910112,species-22312,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14793,hostplant-910113,species-22735,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14794,hostplant-910114,species-21894,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14795,hostplant-910115,species-21892,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14796,hostplant-910116,species-21988,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14797,hostplant-910117,species-21868,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14798,hostplant-910118,species-22927,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14799,hostplant-910119,species-22554,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14800,hostplant-910120,species-22753,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14801,hostplant-910121,species-21998,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14802,hostplant-910122,species-22625,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14803,hostplant-910123,species-22540,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14804,hostplant-910124,species-23028,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14805,hostplant-910125,species-22647,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14806,hostplant-910126,species-22002,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14807,hostplant-910127,species-22650,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14808,hostplant-910128,species-22149,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14809,hostplant-910129,species-22960,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14810,hostplant-910130,species-22654,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14811,hostplant-910131,1-1,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14812,hostplant-910132,13-1,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14813,hostplant-910133,species-21933,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14814,hostplant-910134,species-21923,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14815,hostplant-910135,species-22173,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14816,hostplant-910136,species-22175,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14817,hostplant-910137,species-22036,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14818,hostplant-910138,species-22871,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14819,hostplant-910139,species-22934,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14820,hostplant-910140,species-22970,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14821,hostplant-910141,species-22965,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14822,hostplant-910142,species-23020,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14823,hostplant-910143,species-22459,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14824,hostplant-910144,species-22343,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14825,hostplant-910145,species-22225,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14826,hostplant-910146,species-21891,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14827,hostplant-910147,species-22030,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14828,hostplant-910148,species-22712,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14829,hostplant-910149,species-22832,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14830,hostplant-910150,species-21939,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14831,hostplant-910151,species-21854,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14832,hostplant-910152,species-22821,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14833,hostplant-910153,species-23000,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14834,hostplant-910154,species-22354,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14835,hostplant-910155,species-21984,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14836,hostplant-910156,species-22581,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14837,hostplant-910157,species-22642,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14838,hostplant-910158,species-22941,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14839,hostplant-910159,species-22761,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14840,hostplant-910160,species-22843,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14841,hostplant-910161,species-22498,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14842,hostplant-910162,species-22988,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14843,hostplant-910163,species-23007,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14844,hostplant-910164,species-22980,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14845,hostplant-910165,species-22025,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14846,hostplant-910166,species-22471,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14847,hostplant-910167,species-23060,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14848,hostplant-910168,species-22284,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14849,hostplant-910169,species-21976,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14850,hostplant-910170,species-21986,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14851,hostplant-910171,species-22880,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14852,hostplant-910172,species-22866,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14853,hostplant-910173,species-22867,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14854,hostplant-910174,species-22798,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14855,hostplant-910175,species-22990,イスノキ,マンサク科,イスノキ,Distylium racemosum,public/assets/data-lite/ylist-lite.json
14856,hostplant-910176,species-21910,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14857,hostplant-910177,species-22053,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14858,hostplant-910178,species-22540,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14859,hostplant-910179,species-22779,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14860,hostplant-910180,species-22735,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14861,hostplant-910181,species-22990,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14862,hostplant-910182,species-23007,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14863,hostplant-910183,species-23028,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14864,hostplant-910184,species-22982,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14865,hostplant-910185,species-22647,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14866,hostplant-910186,species-22179,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14867,hostplant-910187,species-22569,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14868,hostplant-910188,species-22972,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14869,hostplant-910189,species-22965,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14870,hostplant-910190,species-22140,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14871,hostplant-910191,species-21908,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14872,hostplant-910192,species-22577,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14873,hostplant-910193,species-23060,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14874,hostplant-910194,species-22515,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14875,hostplant-910195,species-21939,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14876,hostplant-910196,1-1,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14877,hostplant-910197,species-21916,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14878,hostplant-910198,species-22046,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14879,hostplant-910199,species-21976,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14880,hostplant-910200,species-21998,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14881,hostplant-910201,species-22890,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14882,hostplant-910202,species-22866,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14883,hostplant-910203,species-22586,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14884,hostplant-910204,species-22963,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14885,hostplant-910205,species-22947,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14886,hostplant-910206,species-22941,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14887,hostplant-910207,species-22856,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14888,hostplant-910208,species-22843,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14889,hostplant-910209,species-22291,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14890,hostplant-910210,species-21935,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14891,hostplant-910211,species-21891,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14892,hostplant-910212,species-21892,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14893,hostplant-910213,species-22045,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14894,hostplant-910214,species-21988,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14895,hostplant-910215,species-22022,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14896,hostplant-910216,species-21990,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14897,hostplant-910217,species-22025,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14898,hostplant-910218,species-21986,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14899,hostplant-910219,species-22862,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14900,hostplant-910220,species-22641,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14901,hostplant-910221,species-22915,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14902,hostplant-910222,species-23040,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14903,hostplant-910223,species-22764,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14904,hostplant-910224,species-22175,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14905,hostplant-910225,species-22871,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14906,hostplant-910226,species-22650,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14907,hostplant-910227,species-22654,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14908,hostplant-910228,species-22988,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14909,hostplant-910229,species-23031,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14910,hostplant-910230,species-21913,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14911,hostplant-910231,species-22008,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14912,hostplant-910232,species-21943,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14913,hostplant-910233,species-22064,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14914,hostplant-910234,species-21917,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14915,hostplant-910235,species-21919,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14916,hostplant-910236,species-22163,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14917,hostplant-910237,species-22054,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14918,hostplant-910238,species-21954,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14919,hostplant-910239,species-21959,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14920,hostplant-910240,species-22499,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14921,hostplant-910241,species-22486,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14922,hostplant-910242,species-21973,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14923,hostplant-910243,species-21948,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
14924,hostplant-910244,species-22586,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14925,hostplant-910245,species-21894,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14926,hostplant-910246,species-22030,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14927,hostplant-910247,species-21986,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14928,hostplant-910248,species-22764,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14929,hostplant-910249,species-22650,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14930,hostplant-910250,species-22654,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14931,hostplant-910251,species-23028,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14932,hostplant-910252,species-22647,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14933,hostplant-910253,species-22537,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14934,hostplant-910254,species-22553,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14935,hostplant-910255,species-22551,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14936,hostplant-910256,species-22871,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14937,hostplant-910257,species-22661,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14938,hostplant-910258,species-21863,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14939,hostplant-910259,species-22530,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14940,hostplant-910260,species-23060,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14941,hostplant-910261,species-22990,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14942,hostplant-910262,species-23007,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14943,hostplant-910263,species-23014,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14944,hostplant-910264,species-22250,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14945,hostplant-910265,species-22417,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14946,hostplant-910266,species-22343,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14947,hostplant-910267,species-22321,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14948,hostplant-910268,species-22890,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14949,hostplant-910269,species-22867,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14950,hostplant-910270,species-22642,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14951,hostplant-910271,species-22969,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14952,hostplant-910272,species-22970,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14953,hostplant-910273,species-22908,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14954,hostplant-910274,species-22712,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14955,hostplant-910275,species-22927,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14956,hostplant-910276,species-22064,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14957,hostplant-910277,species-21904,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14958,hostplant-910278,species-21882,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14959,hostplant-910279,species-21902,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14960,hostplant-910280,species-21998,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14961,hostplant-910281,species-22883,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14962,hostplant-910282,species-22905,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14963,hostplant-910283,species-22904,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14964,hostplant-910284,species-22463,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14965,hostplant-910285,species-22606,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14966,hostplant-910286,species-22521,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14967,hostplant-910287,species-22499,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14968,hostplant-910288,species-22179,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14969,hostplant-910289,species-21910,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14970,hostplant-910290,species-21939,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14971,hostplant-910291,species-21988,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14972,hostplant-910292,species-21990,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14973,hostplant-910293,species-22866,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14974,hostplant-910294,species-22950,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14975,hostplant-910295,species-22856,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14976,hostplant-910296,species-22915,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14977,hostplant-910297,species-22251,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14978,hostplant-910298,species-21930,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14979,hostplant-910299,species-21916,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14980,hostplant-910300,species-22157,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14981,hostplant-910301,species-22176,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14982,hostplant-910302,species-21983,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14983,hostplant-910303,species-22862,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14984,hostplant-910304,species-22603,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14985,hostplant-910305,species-22972,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14986,hostplant-910306,species-22963,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14987,hostplant-910307,species-22965,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14988,hostplant-910308,species-22947,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14989,hostplant-910309,species-22735,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14990,hostplant-910310,species-22755,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14991,hostplant-910311,species-22910,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14992,hostplant-910312,species-22913,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14993,hostplant-910313,species-22977,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14994,hostplant-910314,species-22079,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14995,hostplant-910315,species-22053,ハマナス,バラ科,ハマナス,Rosa rugosa,public/assets/data-lite/ylist-lite.json
14996,hostplant-910487,species-22861,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
14997,hostplant-910488,species-21916,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
14998,hostplant-910489,species-21988,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
14999,hostplant-910490,7-1,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15000,hostplant-910491,species-22842,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15001,hostplant-910492,species-22735,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15002,hostplant-910493,species-22082,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15003,hostplant-910494,species-23038,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15004,hostplant-910495,species-22633,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15005,hostplant-910496,species-22849,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15006,hostplant-910497,species-22764,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15007,hostplant-910498,species-21998,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15008,hostplant-910499,species-21904,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15009,hostplant-910500,species-21908,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15010,hostplant-910501,species-22650,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15011,hostplant-910502,species-22866,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15012,hostplant-910503,species-21936,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15013,hostplant-910504,species-22065,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15014,hostplant-910505,species-22965,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15015,hostplant-910506,species-21917,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15016,hostplant-910507,species-21913,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15017,hostplant-910508,species-22053,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
15018,hostplant-910509,species-22022,シラキ,トウダイグサ科,シラキ,Neoshirakia japonica,public/assets/data-lite/ylist-lite.json
