row,record_id,insect_id,plant_name,filled_family,ylist_canonical,ylist_scientific_name,factcheck_source
13,host-B1B7-20251121002628-0018,species-4011,ミゾソバ,タデ科,ミゾソバ,Persicaria thunbergii var. thunbergii,public/assets/data-lite/ylist-lite.json
14,host-B1B7-20251121002628-0019,species-4011,イヌタデ,タデ科,イヌタデ,Persicaria longiseta,public/assets/data-lite/ylist-lite.json
31,host-B1B7-20251121002628-0038,species-4026,マコモ,イネ科,マコモ,Zizania latifolia,public/assets/data-lite/ylist-lite.json
59,host-B1B7-20251121002628-0068,species-4069,イタドリ,タデ科,イタドリ,Fallopia japonica,public/assets/data-lite/ylist-lite.json
60,host-B1B7-20251121002628-0069,species-4069,ミゾソバ,タデ科,ミゾソバ,Persicaria thunbergii var. thunbergii,public/assets/data-lite/ylist-lite.json
63,host-B1B7-20251121002628-0073,species-4084,ミゾソバ,タデ科,ミゾソバ,Persicaria thunbergii var. thunbergii,public/assets/data-lite/ylist-lite.json
76,host-B1B7-20251121002628-0089,species-4111,ヤマヤナギ,ヤナギ科,ヤマヤナギ,Salix sieboldiana var. sieboldiana,public/assets/data-lite/ylist-lite.json
77,host-B1B7-20251121002628-0090,species-4111,ヤマナラシ,ヤナギ科,ヤマナラシ,Populus tremula var. sieboldii,public/assets/data-lite/ylist-lite.json
92,host-B1B7-20251121002628-0107,species-4186,ミヤマクマヤナギ,クロウメモドキ科,ミヤマクマヤナギ,Berchemia pauciflora,public/assets/data-lite/ylist-lite.json
93,host-B1B7-20251121002628-0108,species-4186,クマヤナギ,クロウメモドキ科,クマヤナギ,Berchemia racemosa,public/assets/data-lite/ylist-lite.json
94,host-B1B7-20251121002628-0109,species-4186,クロウメモドキ,クロウメモドキ科,クロウメモドキ,Rhamnus japonica var. decipiens,public/assets/data-lite/ylist-lite.json
100,host-B1B7-20251121002628-0116,species-4168,アカザ,ヒユ科,アカザ,Chenopodium album var. centrorubrum,public/assets/data-lite/ylist-lite.json
101,host-B1B7-20251121002628-0117,species-4168,ハマアカザ,ヒユ科,ハマアカザ,Atriplex subcordata,public/assets/data-lite/ylist-lite.json
103,host-B1B7-20251121002628-0120,species-4172,ブナ,ブナ科,ブナ,Fagus crenata,public/assets/data-lite/ylist-lite.json
104,host-B1B7-20251121002628-0121,species-4172,ミズナラ,ブナ科,ミズナラ,Quercus crispula var. crispula,public/assets/data-lite/ylist-lite.json
105,host-B1B7-20251121002628-0122,species-4172,カシワ,ブナ科,カシワ,Quercus dentata,public/assets/data-lite/ylist-lite.json
106,host-B1B7-20251121002628-0123,species-4172,コナラ,ブナ科,コナラ,Quercus serrata,public/assets/data-lite/ylist-lite.json
107,host-B1B7-20251121002628-0124,species-4172,クヌギ,ブナ科,クヌギ,Quercus acutissima,public/assets/data-lite/ylist-lite.json
108,host-B1B7-20251121002628-0125,species-4172,アラカシ,ブナ科,アラカシ,Quercus glauca,public/assets/data-lite/ylist-lite.json
109,host-B1B7-20251121002628-0126,species-4181,ガンコウラン,ツツジ科,ガンコウラン,Empetrum nigrum var. japonicum,public/assets/data-lite/ylist-lite.json
110,host-B1B7-20251121002628-0127,species-4181,キバナシャクナゲ,ツツジ科,キバナシャクナゲ,Rhododendron aureum,public/assets/data-lite/ylist-lite.json
111,host-B1B7-20251121002628-0128,species-4181,クロマメノキ,ツツジ科,クロマメノキ,Vaccinium uliginosum var. japonicum,public/assets/data-lite/ylist-lite.json
112,host-B1B7-20251121002628-0129,species-4181,コケモモ,ツツジ科,コケモモ,Vaccinium vitis-idaea,public/assets/data-lite/ylist-lite.json
117,host-B1B7-20251121002628-0138,species-4184,ケショウヤナギ,ヤナギ科,ケショウヤナギ,Salix arbutifolia,public/assets/data-lite/ylist-lite.json
118,host-B1B7-20251121002628-0139,species-4184,カワヤナギ,ヤナギ科,カワヤナギ,Salix miyabeana subsp. gymnolepis,public/assets/data-lite/ylist-lite.json
119,host-B1B7-20251121002628-0140,species-4184,オノエヤナギ,ヤナギ科,オノエヤナギ,Salix udensis,public/assets/data-lite/ylist-lite.json
126,host-B1B7-20251121002628-0147,species-4284,クヌギ,ブナ科,クヌギ,Quercus acutissima,public/assets/data-lite/ylist-lite.json
127,host-B1B7-20251121002628-0148,species-4284,ミズナラ,ブナ科,ミズナラ,Quercus crispula var. crispula,public/assets/data-lite/ylist-lite.json
128,host-B1B7-20251121002628-0149,species-4284,カシワ,ブナ科,カシワ,Quercus dentata,public/assets/data-lite/ylist-lite.json
129,host-B1B7-20251121002628-0150,species-4284,コナラ,ブナ科,コナラ,Quercus serrata,public/assets/data-lite/ylist-lite.json
136,host-B1B7-20251121002628-0159,species-4309,オニグルミ,クルミ科,オニグルミ,Juglans mandshurica var. sachalinensis,public/assets/data-lite/ylist-lite.json
141,host-B1B7-20251121002628-0178,species-4319,ウツギ,アジサイ科,ウツギ,Deutzia crenata,public/assets/data-lite/ylist-lite.json
142,host-B1B7-20251121002628-0179,species-4319,ウラジロウツギ,アジサイ科,ウラジロウツギ,Deutzia maximovicziana,public/assets/data-lite/ylist-lite.json
143,host-B1B7-20251121002628-0182,species-4328,ヨメナ,キク科,ヨメナ,Aster yomena,public/assets/data-lite/ylist-lite.json
144,host-B1B7-20251121002628-0183,species-4328,シロヨメナ,キク科,シロヨメナ,Aster ageratoides var. ageratoides,public/assets/data-lite/ylist-lite.json
146,host-B1B7-20251121002628-0185,species-4329,ヨモギ,キク科,ヨモギ,Artemisia indica var. maximowiczii,public/assets/data-lite/ylist-lite.json
147,host-B1B7-20251121002628-0186,species-4329,シオン,キク科,シオン,Aster tataricus,public/assets/data-lite/ylist-lite.json
148,host-B1B7-20251121002628-0187,species-4329,スイカズラ,スイカズラ科,スイカズラ,Lonicera japonica,public/assets/data-lite/ylist-lite.json
149,host-B1B7-20251121002628-0188,species-4329,セリ,セリ科,セリ,Oenanthe javanica,public/assets/data-lite/ylist-lite.json
150,host-B1B7-20251121002628-0189,species-4329,ヤマモモ,ヤマモモ科,ヤマモモ,Morella rubra,public/assets/data-lite/ylist-lite.json
161,host-B1B7-20251121002628-0203,species-4364,アキノキリンソウ,キク科,アキノキリンソウ,Solidago virgaurea subsp. asiatica,public/assets/data-lite/ylist-lite.json
162,host-B1B7-20251121002628-0204,species-4364,ツワブキ,キク科,ツワブキ,Farfugium japonicum,public/assets/data-lite/ylist-lite.json
163,host-B1B7-20251121002628-0205,species-4364,ヨメナ,キク科,ヨメナ,Aster yomena,public/assets/data-lite/ylist-lite.json
164,host-B1B7-20251121002628-0206,species-4364,ミヤコワスレ,キク科,ミヤマヨメナ,Aster savatieri,public/assets/data-lite/ylist-lite.json
167,host-B1B7-20251121002628-0209,species-4375,ミミナグサ,ナデシコ科,ミミナグサ,Cerastium fontanum subsp. vulgare var. angustifolium,public/assets/data-lite/ylist-lite.json
173,host-B1B7-20251121002628-0216,species-4391,ソテツ,ソテツ科,ソテツ,Cycas revoluta,public/assets/data-lite/ylist-lite.json
174,host-B1B7-20251121002628-0218,species-4391,トベラ,トベラ科,トベラ,Pittosporum tobira,public/assets/data-lite/ylist-lite.json
187,host-B1B7-20251121002628-0238,species-4406,エゾノコリンゴ,バラ科,エゾノコリンゴ,Malus baccata var. mandshurica,public/assets/data-lite/ylist-lite.json
188,host-B1B7-20251121002628-0239,species-4406,ズミ,バラ科,ズミ,Malus toringo,public/assets/data-lite/ylist-lite.json
191,host-B1B7-20251121002628-0243,species-4412,ナナカマド,バラ科,ナナカマド,Sorbus commixta,public/assets/data-lite/ylist-lite.json
192,host-B1B7-20251121002628-0244,species-4412,キイチゴ,バラ科,モミジイチゴ,Rubus palmatus var. coptophyllus,public/assets/data-lite/ylist-lite.json
197,host-B1B7-20251121002628-0264,species-4436,クヌギ,ブナ科,クヌギ,Quercus acutissima,public/assets/data-lite/ylist-lite.json
202,host-B1B7-20251121002628-0272,species-4437,ヨシ,イネ科,ヨシ,Phragmites australis,public/assets/data-lite/ylist-lite.json
203,host-B1B7-20251121002628-0273,species-4438,ヨシ,イネ科,ヨシ,Phragmites australis,public/assets/data-lite/ylist-lite.json
214,host-B1B7-20251121002628-0301,species-4452,モモ,バラ科,モモ,Prunus persica,public/assets/data-lite/ylist-lite.json
215,host-B1B7-20251121002628-0302,species-4452,ウメ,バラ科,ウメ,Prunus mume,public/assets/data-lite/ylist-lite.json
216,host-B1B7-20251121002628-0303,species-4452,リンゴ,バラ科,リンゴ,Malus pumila var. domestica,public/assets/data-lite/ylist-lite.json
225,host-B1B7-20251121002628-0322,species-4457,ニンドウ,スイカズラ科,スイカズラ,Lonicera japonica,public/assets/data-lite/ylist-lite.json
228,host-B1B7-20251121002628-0334,species-4464,ハイノキ,ハイノキ科,ハイノキ,Symplocos myrtacea,public/assets/data-lite/ylist-lite.json
231,host-B1B7-20251121002628-0341,species-4466,エノキ,アサ科,エノキ,Celtis sinensis,public/assets/data-lite/ylist-lite.json
238,host-B1B7-20251121002628-0355,species-4471,クヌギ,ブナ科,クヌギ,Quercus acutissima,public/assets/data-lite/ylist-lite.json
246,host-B1B7-20251121002628-0368,species-4475,ハンノキ,カバノキ科,ハンノキ,Alnus japonica,public/assets/data-lite/ylist-lite.json
256,host-B1B7-20251121002628-0391,species-4480,ナス,ナス科,ナス,Solanum melongena,public/assets/data-lite/ylist-lite.json
258,host-B1B7-20251121002628-0396,species-4481,ナス,ナス科,ナス,Solanum melongena,public/assets/data-lite/ylist-lite.json
259,host-B1B7-20251121002628-0400,species-4483,ネズミモチ,モクセイ科,ネズミモチ,Ligustrum japonicum,public/assets/data-lite/ylist-lite.json
260,host-B1B7-20251121002628-0401,species-4483,オオバイボタ,モクセイ科,オオバイボタ,Ligustrum ovalifolium,public/assets/data-lite/ylist-lite.json
261,host-B1B7-20251121002628-0402,species-4483,クサギ,シソ科,クサギ,Clerodendrum trichotomum var. trichotomum,public/assets/data-lite/ylist-lite.json
262,host-B1B7-20251121002628-0403,species-4483,ノウゼンカズラ,ノウゼンカズラ科,ノウゼンカズラ,Campsis grandiflora,public/assets/data-lite/ylist-lite.json
263,host-B1B7-20251121002628-0404,species-4483,シマセンダン,センダン科,シマセンダン,Dysoxylum cumingianum,public/assets/data-lite/ylist-lite.json
265,host-B1B7-20251121002628-0406,species-4483,オリーブ,モクセイ科,オリーブ,Olea europaea,public/assets/data-lite/ylist-lite.json
266,host-B1B7-20251121002628-0407,species-4483,キンモクセイ,モクセイ科,キンモクセイ,Osmanthus fragrans var. aurantiacus f. aurantiacus,public/assets/data-lite/ylist-lite.json
267,host-B1B7-20251121002628-0408,species-4485,エゾユズリハ,ユズリハ科,エゾユズリハ,Daphniphyllum macropodum subsp. humile,public/assets/data-lite/ylist-lite.json
270,host-B1B7-20251121002628-0426,species-4497,ダイズ,マメ科,ダイズ,Glycine max subsp. max,public/assets/data-lite/ylist-lite.json
278,host-B1B7-20251121002628-0438,species-4502,ハンノキ,カバノキ科,ハンノキ,Alnus japonica,public/assets/data-lite/ylist-lite.json
281,host-B1B7-20251121002628-0444,species-4503,ナシ,バラ科,ナシ,Pyrus pyrifolia var. culta,public/assets/data-lite/ylist-lite.json
285,host-B1B7-20251121002628-0454,species-4509,ニレ,ニレ科,ハルニレ,Ulmus davidiana var. japonica,public/assets/data-lite/ylist-lite.json
286,host-B1B7-20251121002628-0456,species-4512,アカネ,アカネ科,アカネ,Rubia akane,public/assets/data-lite/ylist-lite.json
287,host-B1B7-20251121002628-0459,species-4514,キンギンボク,スイカズラ科,キンギンボク,Lonicera morrowii,public/assets/data-lite/ylist-lite.json
288,host-B1B7-20251121002628-0460,species-4514,タニウツギ,スイカズラ科,タニウツギ,Weigela hortensis,public/assets/data-lite/ylist-lite.json
290,host-B1B7-20251121002628-0463,species-4518,ツタ,ブドウ科,ツタ,Parthenocissus tricuspidata,public/assets/data-lite/ylist-lite.json
291,host-B1B7-20251121002628-0471,species-4520,ツタ,ブドウ科,ツタ,Parthenocissus tricuspidata,public/assets/data-lite/ylist-lite.json
297,host-B1B7-20251121002628-0486,species-4537,ツリフネソウ,ツリフネソウ科,ツリフネソウ,Impatiens textorii,public/assets/data-lite/ylist-lite.json
301,host-B1B7-20251121002628-0493,species-4546,ヤマイモ,ヤマノイモ科,ヤマノイモ,Dioscorea japonica,public/assets/data-lite/ylist-lite.json
302,host-B1B7-20251121002628-0496,species-4546,ヒシ,ミソハギ科,ヒシ,Trapa japonica,public/assets/data-lite/ylist-lite.json
307,host-B1B7-20251121002628-0504,species-4547,サツマイモ,ヒルガオ科,サツマイモ,Ipomoea batatas,public/assets/data-lite/ylist-lite.json
308,host-B1B7-20251121002628-0506,species-4547,ミツバ,セリ科,ミツバ,Cryptotaenia canadensis subsp. japonica,public/assets/data-lite/ylist-lite.json
309,host-B1B7-20251121002628-0507,species-4547,ギシギシ,タデ科,ギシギシ,Rumex japonicus,public/assets/data-lite/ylist-lite.json
311,host-B1B7-20251121002628-0512,species-4551,クズ,マメ科,クズ,Pueraria lobata subsp. lobata,public/assets/data-lite/ylist-lite.json
316,host-B1B7-20251121002628-0518,species-4552,ツタ,ブドウ科,ツタ,Parthenocissus tricuspidata,public/assets/data-lite/ylist-lite.json
317,host-B1B7-20251121002628-0524,species-4553,カワラマツバ,アカネ科,カワラマツバ,Galium verum,public/assets/data-lite/ylist-lite.json
482,hostplant-000167,species-0207,シラカンバ,カバノキ科,シラカンバ,Betula platyphylla var. japonica,public/assets/data-lite/ylist-lite.json
1601,hostplant-001440,species-4037,ギシギシ,タデ科,ギシギシ,Rumex japonicus,public/assets/data-lite/ylist-lite.json
1602,hostplant-001441,species-4037,ヤエムグラ,アカネ科,ヤエムグラ,Galium spurium var. echinospermon,public/assets/data-lite/ylist-lite.json
2922,hostplant-002903,species-4882,キイチゴ,バラ科,モミジイチゴ,Rubus palmatus var. coptophyllus,public/assets/data-lite/ylist-lite.json
3118,hostplant-003105,species-5376,フヨウ,アオイ科,フヨウ,Hibiscus mutabilis,public/assets/data-lite/ylist-lite.json
3405,hostplant-003419,species-5573,ワタ,アオイ科,ワタ,Gossypium arboreum var. obtusifolium,public/assets/data-lite/ylist-lite.json
3459,hostplant-003478,species-5593,ヤエムグラ,アカネ科,ヤエムグラ,Galium spurium var. echinospermon,public/assets/data-lite/ylist-lite.json
3507,hostplant-003526,species-5603,オドリコソウ,シソ科,オドリコソウ,Lamium album var. barbatum,public/assets/data-lite/ylist-lite.json
3509,hostplant-003528,species-5603,イラクサ,イラクサ科,イラクサ,Urtica thunbergiana,public/assets/data-lite/ylist-lite.json
3796,hostplant-003837,species-5816,ハッカ,シソ科,ハッカ,Mentha canadensis,public/assets/data-lite/ylist-lite.json
4006,hostplant-004056,species-5994,ガマ,ガマ科,ガマ,Typha latifolia,public/assets/data-lite/ylist-lite.json
4351,hostplant-004429,species-0053,クマシデ,カバノキ科,クマシデ,Carpinus japonica,public/assets/data-lite/ylist-lite.json
5694,hostplant-005835,species-20298,カメバヒキオコシ,シソ科,カメバヒキオコシ,Isodon umbrosus var. leucanthus f. kameba,public/assets/data-lite/ylist-lite.json
5695,hostplant-005836,species-20298,クロバナヒキオコシ,シソ科,クロバナヒキオコシ,Isodon trichocarpus,public/assets/data-lite/ylist-lite.json
6247,hostplant-006513,species-H121,イヌノフグリ,オオバコ科,イヌノフグリ,Veronica polita var. lilacina,public/assets/data-lite/ylist-lite.json
6262,hostplant-006561,species-H157,エノキグサ,トウダイグサ科,エノキグサ,Acalypha australis,public/assets/data-lite/ylist-lite.json
6269,hostplant-006584,species-H176,スギゴケ,スギゴケ科,スギゴケ,Polytrichum juniperinum,public/assets/data-lite/ylist-lite.json
6273,hostplant-006588,species-H177,イタドリ,タデ科,イタドリ,Fallopia japonica,public/assets/data-lite/ylist-lite.json
6351,hostplant-006813,species-H346,ウツギ,アジサイ科,ウツギ,Deutzia crenata,public/assets/data-lite/ylist-lite.json
6352,hostplant-006815,species-H347,ノリウツギ,アジサイ科,ノリウツギ,Hydrangea paniculata,public/assets/data-lite/ylist-lite.json
6368,hostplant-006835,species-H355,ミズキ,ミズキ科,ミズキ,Cornus controversa var. controversa,public/assets/data-lite/ylist-lite.json
6375,hostplant-006846,species-H363,ニセアカシア,マメ科,ハリエンジュ,Robinia pseudoacacia,public/assets/data-lite/ylist-lite.json
6382,hostplant-006859,species-H373,マユミ,ニシキギ科,マユミ,Euonymus sieboldianus var. sieboldianus,public/assets/data-lite/ylist-lite.json
6602,hostplant-007241,species-H627,オオカメノキ,ガマズミ科,オオカメノキ,Viburnum furcatum,public/assets/data-lite/ylist-lite.json
6839,hostplant-900136,species-H444,フシグロセンノウ,ナデシコ科,フシグロセンノウ,Silene miqueliana,public/assets/data-lite/ylist-lite.json
6884,hostplant-900202,species-H010,ゲンノショウコ,フウロソウ科,ゲンノショウコ,Geranium thunbergii,public/assets/data-lite/ylist-lite.json
6886,hostplant-900208,species-H016,ゲンノショウコ,フウロソウ科,ゲンノショウコ,Geranium thunbergii,public/assets/data-lite/ylist-lite.json
7145,hostplant-900866,species-H540,エゴノキ,エゴノキ科,エゴノキ,Styrax japonicus,public/assets/data-lite/ylist-lite.json
7146,hostplant-900868,species-H541,クリ,ブナ科,クリ,Castanea crenata,public/assets/data-lite/ylist-lite.json
7218,hostplant-900978,species-4652,クマシデ,カバノキ科,クマシデ,Carpinus japonica,public/assets/data-lite/ylist-lite.json
7219,hostplant-900979,species-4652,オニグルミ,クルミ科,オニグルミ,Juglans mandshurica var. sachalinensis,public/assets/data-lite/ylist-lite.json
7262,hostplant-901025,species-4606,リュウガン,ムクロジ科,リュウガン,Dimocarpus longan,public/assets/data-lite/ylist-lite.json
7281,hostplant-901056,species-4680,コナラ,ブナ科,コナラ,Quercus serrata,public/assets/data-lite/ylist-lite.json
7282,hostplant-901057,species-4680,クヌギ,ブナ科,クヌギ,Quercus acutissima,public/assets/data-lite/ylist-lite.json
7309,hostplant-901115,species-4712,ヌルデ,ウルシ科,ヌルデ,Rhus javanica var. chinensis,public/assets/data-lite/ylist-lite.json
7310,hostplant-901118,species-4712,ツタ,ブドウ科,ツタ,Parthenocissus tricuspidata,public/assets/data-lite/ylist-lite.json
7332,hostplant-901150,species-4836,イチジク,クワ科,イチジク,Ficus carica,public/assets/data-lite/ylist-lite.json
7333,hostplant-901151,species-4836,ギシギシ,タデ科,ギシギシ,Rumex japonicus,public/assets/data-lite/ylist-lite.json
7334,hostplant-901152,species-4836,イタドリ,タデ科,イタドリ,Fallopia japonica,public/assets/data-lite/ylist-lite.json
7335,hostplant-901153,species-4836,クズ,マメ科,クズ,Pueraria lobata subsp. lobata,public/assets/data-lite/ylist-lite.json
7336,hostplant-901154,species-4836,シロツメクサ,マメ科,シロツメクサ,Trifolium repens,public/assets/data-lite/ylist-lite.json
7337,hostplant-901155,species-4836,オオバコ,オオバコ科,オオバコ,Plantago asiatica,public/assets/data-lite/ylist-lite.json
7338,hostplant-901156,species-4836,ヨモギ,キク科,ヨモギ,Artemisia indica var. maximowiczii,public/assets/data-lite/ylist-lite.json
7340,hostplant-901158,species-4836,ノゲシ,キク科,ノゲシ,Sonchus oleraceus,public/assets/data-lite/ylist-lite.json
7341,hostplant-901159,species-4836,キャベツ,アブラナ科,キャベツ,Brassica oleracea var. capitata,public/assets/data-lite/ylist-lite.json
7382,hostplant-901215,species-4853,シソ,シソ科,シソ,Perilla frutescens var. crispa,public/assets/data-lite/ylist-lite.json
7393,hostplant-901229,species-4860,パパイヤ,パパイヤ科,パパイヤ,Carica papaya,public/assets/data-lite/ylist-lite.json
7534,hostplant-901388,species-5383,ムクゲ,アオイ科,ムクゲ,Hibiscus syriacus,public/assets/data-lite/ylist-lite.json
7550,hostplant-901404,species-5400,リンゴ,バラ科,リンゴ,Malus pumila var. domestica,public/assets/data-lite/ylist-lite.json
7607,hostplant-901755,species-0965,リンゴ,バラ科,リンゴ,Malus pumila var. domestica,public/assets/data-lite/ylist-lite.json
7608,hostplant-901756,species-0965,アケビ,アケビ科,アケビ,Akebia quinata,public/assets/data-lite/ylist-lite.json
7609,hostplant-901757,species-0965,ヤマブドウ,ブドウ科,ヤマブドウ,Vitis coignetiae,public/assets/data-lite/ylist-lite.json
7610,hostplant-901758,species-0965,クリ,ブナ科,クリ,Castanea crenata,public/assets/data-lite/ylist-lite.json
7611,hostplant-901759,species-0965,コナラ,ブナ科,コナラ,Quercus serrata,public/assets/data-lite/ylist-lite.json
7612,hostplant-901760,species-0965,クロモジ,クスノキ科,クロモジ,Lindera umbellata,public/assets/data-lite/ylist-lite.json
7616,hostplant-901770,species-0989,ヤブミョウガ,ツユクサ科,ヤブミョウガ,Pollia japonica,public/assets/data-lite/ylist-lite.json
7617,hostplant-901771,species-0989,ツユクサ,ツユクサ科,ツユクサ,Commelina communis,public/assets/data-lite/ylist-lite.json
7618,hostplant-901773,species-0998,ヤブニッケイ,クスノキ科,ヤブニッケイ,Cinnamomum yabunikkei,public/assets/data-lite/ylist-lite.json
7619,hostplant-901774,species-1008,カキノキ,カキノキ科,カキノキ,Diospyros kaki,public/assets/data-lite/ylist-lite.json
7620,hostplant-901775,species-1008,リュウキュウマメガキ,カキノキ科,リュウキュウマメガキ,Diospyros japonica,public/assets/data-lite/ylist-lite.json
7621,hostplant-901776,species-1009,リュウキュウガキ,カキノキ科,リュウキュウガキ,Diospyros maritima,public/assets/data-lite/ylist-lite.json
7622,hostplant-901777,species-1004,フトリュウビゴケ,イワダレゴケ科,フトリュウビゴケ,Hylocomium brevirostre var. cavifolium,public/assets/data-lite/ylist-lite.json
7623,hostplant-901778,species-20801,フクギ,フクギ科,フクギ,Garcinia subelliptica,public/assets/data-lite/ylist-lite.json
7624,hostplant-901779,species-1002,ムラサキシキブ,シソ科,ムラサキシキブ,Callicarpa japonica,public/assets/data-lite/ylist-lite.json
7625,hostplant-901780,species-1003,ムラサキシキブ,シソ科,ムラサキシキブ,Callicarpa japonica,public/assets/data-lite/ylist-lite.json
7626,hostplant-901781,species-1000,ムラサキシキブ,シソ科,ムラサキシキブ,Callicarpa japonica,public/assets/data-lite/ylist-lite.json
7627,hostplant-901782,species-1001,オオムラサキシキブ,シソ科,オオムラサキシキブ,Callicarpa japonica var. luxurians,public/assets/data-lite/ylist-lite.json
7628,hostplant-901783,species-1001,ショウロウクサギ,シソ科,ショウロクサギ,Clerodendrum trichotomum var. esculentum,public/assets/data-lite/ylist-lite.json
7629,hostplant-901784,species-0999,ハンノキ,カバノキ科,ハンノキ,Alnus japonica,public/assets/data-lite/ylist-lite.json
7630,hostplant-901785,species-1012,モモ,バラ科,モモ,Prunus persica,public/assets/data-lite/ylist-lite.json
7631,hostplant-901786,species-1012,リンゴ,バラ科,リンゴ,Malus pumila var. domestica,public/assets/data-lite/ylist-lite.json
7632,hostplant-901787,species-1012,ブドウ,ブドウ科,ヨーロッパブドウ,Vitis vinifera,public/assets/data-lite/ylist-lite.json
7633,hostplant-901788,species-1012,キウイフルーツ,マタタビ科,キウイフルーツ,Actinidia chinensis var. deliciosa,public/assets/data-lite/ylist-lite.json
7636,hostplant-901791,species-1006,トドマツ,マツ科,トドマツ,Abies sachalinensis,public/assets/data-lite/ylist-lite.json
7637,hostplant-901792,species-1006,グイマツ,マツ科,グイマツ,Larix gmelinii var. japonica,public/assets/data-lite/ylist-lite.json
7640,hostplant-901795,species-1017,マタタビ,マタタビ科,マタタビ,Actinidia polygama,public/assets/data-lite/ylist-lite.json
7641,hostplant-901796,species-1018,ネナシカズラ,ヒルガオ科,ネナシカズラ,Cuscuta japonica,public/assets/data-lite/ylist-lite.json
7644,hostplant-901799,species-0901,アカザ,ヒユ科,アカザ,Chenopodium album var. centrorubrum,public/assets/data-lite/ylist-lite.json
7645,hostplant-901800,species-0901,シロザ,ヒユ科,シロザ,Chenopodium album,public/assets/data-lite/ylist-lite.json
7646,hostplant-901801,species-0905,ブナ,ブナ科,ブナ,Fagus crenata,public/assets/data-lite/ylist-lite.json
7647,hostplant-901802,species-0906,ネコヤナギ,ヤナギ科,ネコヤナギ,Salix gracilistyla,public/assets/data-lite/ylist-lite.json
7648,hostplant-901803,species-0906,コナラ,ブナ科,コナラ,Quercus serrata,public/assets/data-lite/ylist-lite.json
7649,hostplant-901804,species-0906,クリ,ブナ科,クリ,Castanea crenata,public/assets/data-lite/ylist-lite.json
7650,hostplant-901805,species-0906,エノキ,アサ科,エノキ,Celtis sinensis,public/assets/data-lite/ylist-lite.json
7651,hostplant-901806,species-0906,リョウブ,リョウブ科,リョウブ,Clethra barbinervis,public/assets/data-lite/ylist-lite.json
7652,hostplant-901807,species-0906,エゴノキ,エゴノキ科,エゴノキ,Styrax japonicus,public/assets/data-lite/ylist-lite.json
7654,hostplant-901809,species-0907,ネコヤナギ,ヤナギ科,ネコヤナギ,Salix gracilistyla,public/assets/data-lite/ylist-lite.json
7655,hostplant-901810,species-0907,ハンノキ,カバノキ科,ハンノキ,Alnus japonica,public/assets/data-lite/ylist-lite.json
7656,hostplant-901811,species-0909,ミズキ,ミズキ科,ミズキ,Cornus controversa var. controversa,public/assets/data-lite/ylist-lite.json
7657,hostplant-901812,species-0909,イヌシデ,カバノキ科,イヌシデ,Carpinus tschonoskii,public/assets/data-lite/ylist-lite.json
7659,hostplant-901814,species-0910,コナラ,ブナ科,コナラ,Quercus serrata,public/assets/data-lite/ylist-lite.json
7660,hostplant-901815,species-0910,スダジイ,ブナ科,スダジイ,Castanopsis sieboldii subsp. sieboldii,public/assets/data-lite/ylist-lite.json
7670,hostplant-901826,species-0933,ヤシャブシ,カバノキ科,ヤシャブシ,Alnus firma,public/assets/data-lite/ylist-lite.json
7671,hostplant-901827,species-0933,ヒメヤシャブシ,カバノキ科,ヒメヤシャブシ,Alnus pendula,public/assets/data-lite/ylist-lite.json
7673,hostplant-901829,species-0934,チャノキ,ツバキ科,チャノキ,Camellia sinensis,public/assets/data-lite/ylist-lite.json
7674,hostplant-901831,species-0937,コナラ,ブナ科,コナラ,Quercus serrata,public/assets/data-lite/ylist-lite.json
7675,hostplant-901832,species-0937,カシワ,ブナ科,カシワ,Quercus dentata,public/assets/data-lite/ylist-lite.json
7676,hostplant-901833,species-0937,クヌギ,ブナ科,クヌギ,Quercus acutissima,public/assets/data-lite/ylist-lite.json
7677,hostplant-901834,species-0937,フジ,マメ科,フジ,Wisteria floribunda,public/assets/data-lite/ylist-lite.json
7678,hostplant-901835,species-0937,アカメガシワ,トウダイグサ科,アカメガシワ,Mallotus japonicus,public/assets/data-lite/ylist-lite.json
7680,hostplant-901837,species-0954,ナニワズ,ジンチョウゲ科,ナニワズ,Daphne jezoensis,public/assets/data-lite/ylist-lite.json
7681,hostplant-901838,species-0954,カラフトナニワズ,ジンチョウゲ科,ナニワズ,Daphne jezoensis,public/assets/data-lite/ylist-lite.json
7682,hostplant-901839,species-0954,ヨウシュジンチョウゲ,ジンチョウゲ科,セイヨウオニシバリ,Daphne mezereum,public/assets/data-lite/ylist-lite.json
7683,hostplant-901840,species-0955,イタドリ,タデ科,イタドリ,Fallopia japonica,public/assets/data-lite/ylist-lite.json
7684,hostplant-901841,species-0955,オオイタドリ,タデ科,オオイタドリ,Fallopia sachalinensis,public/assets/data-lite/ylist-lite.json
7686,hostplant-901843,species-0958,サルトリイバラ,サルトリイバラ科,サルトリイバラ,Smilax china,public/assets/data-lite/ylist-lite.json
7688,hostplant-901845,species-0958,アキニレ,ニレ科,アキニレ,Ulmus parvifolia,public/assets/data-lite/ylist-lite.json
7689,hostplant-901846,species-0958,カツラ,カツラ科,カツラ,Cercidiphyllum japonicum,public/assets/data-lite/ylist-lite.json
7693,hostplant-901851,species-0960,アサダ,カバノキ科,アサダ,Ostrya japonica,public/assets/data-lite/ylist-lite.json
