file,row,record_id,plant_name,before,after,canonical
public/hostplants.csv,4724,hostplant-004834,アサクラザンショウ,,ミカン科,アサクラザンショウ
public/hostplants.csv,4725,hostplant-004835,グレープフルーツ,,ミカン科,グレープフルーツ
public/hostplants.csv,4726,hostplant-004836,ヒラミレモン,,ミカン科,シイクワシャー
public/hostplants.csv,4728,hostplant-004838,ヨウシュハクセン,,ミカン科,ヨウシュハクセン
public/hostplants.csv,4729,hostplant-004839,ヘンルーダ,,ミカン科,ヘンルーダ
public/hostplants.csv,4730,hostplant-004840,アコウザンショウ,,ミカン科,アコウザンショウ
public/hostplants.csv,4731,hostplant-004841,タチバナ,,ミカン科,タチバナ
public/hostplants.csv,4733,hostplant-004843,マツカゼソウ,,ミカン科,マツカゼソウ
public/hostplants.csv,4734,hostplant-004844,ゲッキツ,,ミカン科,ゲッキツ
public/hostplants.csv,4737,hostplant-004847,アツバサイシン,,ウマノスズクサ科,アツバサイシン
public/hostplants.csv,4738,hostplant-004848,キバナコスモス,,キク科,キバナコスモス
public/hostplants.csv,4739,hostplant-004849,アフリカンマリーゴールド,,キク科,センジュギク
public/hostplants.csv,4740,hostplant-004850,ボタン,,ボタン科,ボタン
public/hostplants.csv,4741,hostplant-004851,パセリ,,セリ科,パセリ
public/hostplants.csv,4746,hostplant-004856,ノダケ,,セリ科,ノダケ
public/hostplants.csv,4750,hostplant-004860,ハマウド,,セリ科,ハマウド
public/hostplants.csv,4751,hostplant-004861,シシウド,,セリ科,シシウド
public/hostplants.csv,4752,hostplant-004862,エゾノシシウド,,セリ科,エゾノシシウド
public/hostplants.csv,4754,hostplant-004864,オカゼリ,,セリ科,オカゼリ
public/hostplants.csv,4756,hostplant-004866,エゾニュウ,,セリ科,エゾニュウ
public/hostplants.csv,4757,hostplant-004867,ハマボウフウ,,セリ科,ハマボウフウ
public/hostplants.csv,4758,hostplant-004868,ボタンボウフウ,,セリ科,ボタンボウフウ
public/hostplants.csv,4759,hostplant-004869,イブキボウフウ,,セリ科,イブキボウフウ
public/hostplants.csv,4760,hostplant-004870,タカネイブキボウフウ,,セリ科,タカネイブキボウフウ
public/hostplants.csv,4761,hostplant-004871,アメリカボウフウ,,セリ科,アメリカボウフウ
public/hostplants.csv,4762,hostplant-004872,シラネセンキュウ,,セリ科,シラネセンキュウ
public/hostplants.csv,4763,hostplant-004873,ミヤマセンキュウ,,セリ科,ミヤマセンキュウ
public/hostplants.csv,4764,hostplant-004874,オオバセンキュウ,,セリ科,オオバセンキュウ
public/hostplants.csv,4765,hostplant-004875,ドクゼリ,,セリ科,ドクゼリ
public/hostplants.csv,4767,hostplant-004877,ウマノミツバ,,セリ科,ウマノミツバ
public/hostplants.csv,4768,hostplant-004878,ヒカゲミツバ,,セリ科,ヒカゲミツバ
public/hostplants.csv,4769,hostplant-004879,ヤマゼリ,,セリ科,ヤマゼリ
public/hostplants.csv,4770,hostplant-004880,イワテトウキ,,セリ科,ミヤマトウキ
public/hostplants.csv,4771,hostplant-004881,シラネニンジン,,セリ科,シラネニンジン
public/hostplants.csv,4772,hostplant-004882,ヤブジラミ,,セリ科,ヤブジラミ
public/hostplants.csv,4773,hostplant-004883,イシヅチボウフウ,,セリ科,イシヅチボウフウ
public/hostplants.csv,4774,hostplant-004884,マツバゼリ,,セリ科,マツバゼリ
public/hostplants.csv,4775,hostplant-004885,ハマゼリ,,セリ科,ハマゼリ
public/hostplants.csv,4776,hostplant-004886,アシタバ,,セリ科,アシタバ
public/hostplants.csv,4777,hostplant-004887,トウキ,,セリ科,トウキ
public/hostplants.csv,4779,hostplant-004889,パセリ,,セリ科,パセリ
public/hostplants.csv,4780,hostplant-004890,ミシマサイコ,,セリ科,ミシマサイコ
public/hostplants.csv,4781,hostplant-004891,セロリ,,セリ科,セロリ
public/hostplants.csv,4782,hostplant-004892,ハクサンボウフウ,,セリ科,ハクサンボウフウ
public/hostplants.csv,4783,hostplant-004893,アマニュウ,,セリ科,アマニュウ
public/hostplants.csv,4785,hostplant-004895,ミヤマニンジン,,セリ科,ミヤマニンジン
public/hostplants.csv,4786,hostplant-004896,オオハナウド,,セリ科,オオハナウド
public/hostplants.csv,4787,hostplant-004897,サンショウ,,ミカン科,サンショウ
public/hostplants.csv,4789,hostplant-004899,カラスザンショウ,,ミカン科,カラスザンショウ
public/hostplants.csv,4794,hostplant-004904,ベニバナボロギク,,キク科,ベニバナボロギク
public/hostplants.csv,4796,hostplant-004906,カラスザンショウ,,ミカン科,カラスザンショウ
public/hostplants.csv,4798,hostplant-004908,ネーブルオレンジ,,ミカン科,ネーブルオレンジ
public/hostplants.csv,4801,hostplant-004911,ハッサク,,ミカン科,ハッサク
public/hostplants.csv,4802,hostplant-004912,ナツミカン,,ミカン科,ナツミカン
public/hostplants.csv,4803,hostplant-004913,ダイダイ,,ミカン科,ダイダイ
public/hostplants.csv,4805,hostplant-004915,グレープフルーツ,,ミカン科,グレープフルーツ
public/hostplants.csv,4807,hostplant-004917,キンカン,,ミカン科,キンカン
public/hostplants.csv,4808,hostplant-004918,ヒラミレモン,,ミカン科,シイクワシャー
public/hostplants.csv,4810,hostplant-004920,テリバザンショウ,,ミカン科,テリハザンショウ
public/hostplants.csv,4813,hostplant-004923,カラスザンショウ,,ミカン科,カラスザンショウ
public/hostplants.csv,4816,hostplant-004926,サンショウ,,ミカン科,サンショウ
public/hostplants.csv,4820,hostplant-004930,フユザンショウ,,ミカン科,フユザンショウ
public/hostplants.csv,4821,hostplant-004931,テリバザンショウ,,ミカン科,テリハザンショウ
public/hostplants.csv,4824,hostplant-004934,ナツミカン,,ミカン科,ナツミカン
public/hostplants.csv,4825,hostplant-004935,ダイダイ,,ミカン科,ダイダイ
public/hostplants.csv,4826,hostplant-004936,ポンカン,,ミカン科,ポンカン
public/hostplants.csv,4828,hostplant-004938,ヒラミレモン,,ミカン科,シイクワシャー
public/hostplants.csv,4831,hostplant-004941,タンカン,,ミカン科,タンカン
public/hostplants.csv,4832,hostplant-004942,コブミカン,,ミカン科,コブミカン
public/hostplants.csv,4833,hostplant-004943,ヒラミレモン,,ミカン科,シイクワシャー
public/hostplants.csv,4838,hostplant-004948,ナツミカン,,ミカン科,ナツミカン
public/hostplants.csv,4840,hostplant-004950,サンショウ,,ミカン科,サンショウ
public/hostplants.csv,4842,hostplant-004952,ミヤマシキミ,,ミカン科,ミヤマシキミ
public/hostplants.csv,4843,hostplant-004953,カラスザンショウ,,ミカン科,カラスザンショウ
public/hostplants.csv,4844,hostplant-004954,フユザンショウ,,ミカン科,フユザンショウ
public/hostplants.csv,4845,hostplant-004955,テリバザンショウ,,ミカン科,テリハザンショウ
public/hostplants.csv,4846,hostplant-004956,イワザンショウ,,ミカン科,イワザンショウ
public/hostplants.csv,4847,hostplant-004957,ゴシュユ,,ミカン科,ゴシュユ
public/hostplants.csv,4850,hostplant-004960,ダイダイ,,ミカン科,ダイダイ
public/hostplants.csv,4851,hostplant-004961,レモン,,ミカン科,レモン
public/hostplants.csv,4852,hostplant-004962,キンカン,,ミカン科,キンカン
public/hostplants.csv,4855,hostplant-004965,ヘンルーダ,,ミカン科,ヘンルーダ
public/hostplants.csv,4856,hostplant-004966,ツルザンショウ,,ミカン科,ツルザンショウ
public/hostplants.csv,4857,hostplant-004967,リュウキュウミヤマシキミ,,ミカン科,リュウキュウミヤマシキミ
public/hostplants.csv,4859,hostplant-004969,ヒラミレモン,,ミカン科,シイクワシャー
public/hostplants.csv,4862,hostplant-004973,サンショウ,,ミカン科,サンショウ
public/hostplants.csv,4865,hostplant-004976,フユザンショウ,,ミカン科,フユザンショウ
public/hostplants.csv,4866,hostplant-004977,カラスザンショウ,,ミカン科,カラスザンショウ
public/hostplants.csv,4867,hostplant-004978,ヘンルーダ,,ミカン科,ヘンルーダ
public/hostplants.csv,4868,hostplant-004979,ナツミカン,,ミカン科,ナツミカン
public/hostplants.csv,4869,hostplant-004980,ツルシキミ,,ミカン科,ツルシキミ
public/hostplants.csv,4872,hostplant-004983,カラスザンショウ,,ミカン科,カラスザンショウ
public/hostplants.csv,4875,hostplant-004986,ミヤマシキミ,,ミカン科,ミヤマシキミ
public/hostplants.csv,4877,hostplant-004988,フユザンショウ,,ミカン科,フユザンショウ
public/hostplants.csv,4879,hostplant-004990,タチバナ,,ミカン科,タチバナ
public/hostplants.csv,4881,hostplant-004992,レモン,,ミカン科,レモン
public/hostplants.csv,4882,hostplant-004993,ナツミカン,,ミカン科,ナツミカン
public/hostplants.csv,4884,hostplant-004995,ヘンルーダ,,ミカン科,ヘンルーダ
public/hostplants.csv,4886,hostplant-004998,カラスザンショウ,,ミカン科,カラスザンショウ
public/hostplants.csv,4888,hostplant-005000,ヒラミレモン,,ミカン科,シイクワシャー
public/hostplants.csv,4889,hostplant-005001,カラスザンショウ,,ミカン科,カラスザンショウ
public/hostplants.csv,4890,hostplant-005002,アカギ,トウダイグサ科,コミカンソウ科,アカギ
public/hostplants.csv,4892,hostplant-005004,ヒロハノキハダ,,ミカン科,キハダ
public/hostplants.csv,4893,hostplant-005005,カラスザンショウ,,ミカン科,カラスザンショウ
public/hostplants.csv,4895,hostplant-005007,ツルシキミ,,ミカン科,ツルシキミ
public/hostplants.csv,4897,hostplant-005009,サンショウ,,ミカン科,サンショウ
public/hostplants.csv,4903,hostplant-005015,ビロードクサフジ,,マメ科,ビロードクサフジ
public/hostplants.csv,4906,hostplant-005018,エゾノレンリソウ,シソ科,マメ科,エゾノレンリソウ
public/hostplants.csv,4912,hostplant-005024,ハマハタザオ,,アブラナ科,ハマハタザオ
public/hostplants.csv,4913,hostplant-005025,ミヤマハタザオ,,アブラナ科,ミヤマハタザオ
public/hostplants.csv,4914,hostplant-005026,イワハタザオ,,アブラナ科,イワハタザオ
public/hostplants.csv,4917,hostplant-005029,ミヤマタネツケバナ,,アブラナ科,ミヤマタネツケバナ
public/hostplants.csv,4918,hostplant-005030,イヌガラシ,,アブラナ科,イヌガラシ
public/hostplants.csv,4919,hostplant-005031,ジャニンジン,,アブラナ科,ジャニンジン
public/hostplants.csv,4920,hostplant-005032,シコクハタザオ,,アブラナ科,シコクハタザオ
public/hostplants.csv,4921,hostplant-005033,ミズナ,,アブラナ科,ミズナ
public/hostplants.csv,4924,hostplant-005036,イヌナズナ,,アブラナ科,イヌナズナ
public/hostplants.csv,4925,hostplant-005037,スカシタゴボウ,,アブラナ科,スカシタゴボウ
public/hostplants.csv,4926,hostplant-005038,ハナダイコン,,アブラナ科,ショカツサイ
public/hostplants.csv,4927,hostplant-005039,ミヤガラシ,,アブラナ科,ミヤガラシ
public/hostplants.csv,4929,hostplant-005041,ハボタン,,アブラナ科,ハボタン
public/hostplants.csv,4930,hostplant-005042,カブ,,アブラナ科,カブ
public/hostplants.csv,4932,hostplant-005044,ブロッコリー,,アブラナ科,ブロッコリー
public/hostplants.csv,4933,hostplant-005045,チンゲンサイ,,アブラナ科,タイサイ
public/hostplants.csv,4935,hostplant-005047,セイヨウアブラナ,,アブラナ科,セイヨウアブラナ
public/hostplants.csv,4936,hostplant-005048,カラシナ,,アブラナ科,カラシナ
public/hostplants.csv,4937,hostplant-005049,カキネガラシ,,アブラナ科,カキネガラシ
public/hostplants.csv,4938,hostplant-005050,セイヨウカラシナ,,アブラナ科,カラシナ
public/hostplants.csv,4940,hostplant-005052,オオバタネツケバナ,,アブラナ科,オオバタネツケバナ
public/hostplants.csv,4942,hostplant-005054,イワハタザオ,,アブラナ科,イワハタザオ
public/hostplants.csv,4943,hostplant-005055,ミヤマハタザオ,,アブラナ科,ミヤマハタザオ
public/hostplants.csv,4944,hostplant-005056,キバナハタザオ,,アブラナ科,キバナハタザオ
public/hostplants.csv,4945,hostplant-005057,イブキハタザオ,,アブラナ科,イブキハタザオ
public/hostplants.csv,4947,hostplant-005059,ヒロハコンロンソウ,,アブラナ科,ヒロハコンロンソウ
public/hostplants.csv,4948,hostplant-005060,ヤマガラシ,,アブラナ科,ヤマガラシ
public/hostplants.csv,4949,hostplant-005061,ミヤマタネツケバナ,,アブラナ科,ミヤマタネツケバナ
public/hostplants.csv,4951,hostplant-005063,ギョボク,フウチョウソウ科,フウチョウボク科,ギョボク
public/hostplants.csv,4955,hostplant-005067,ギョボク,フウチョウソウ科,フウチョウボク科,ギョボク
public/hostplants.csv,4956,hostplant-005068,ギョボク,フウチョウソウ科,フウチョウボク科,ギョボク
public/hostplants.csv,4962,hostplant-005074,カリフラワー,,アブラナ科,カリフラワー
public/hostplants.csv,4963,hostplant-005075,ブロッコリー,,アブラナ科,ブロッコリー
public/hostplants.csv,4968,hostplant-005080,ワサビダイコン,,アブラナ科,セイヨウワサビ
public/hostplants.csv,4969,hostplant-005081,ハボタン,,アブラナ科,ハボタン
public/hostplants.csv,4970,hostplant-005082,キレハイヌガラシ,,アブラナ科,キレハイヌガラシ
public/hostplants.csv,4972,hostplant-005084,カキネガラシ,,アブラナ科,カキネガラシ
public/hostplants.csv,4977,hostplant-005090,ギョボク,フウチョウソウ科,フウチョウボク科,ギョボク
public/hostplants.csv,4979,hostplant-005093,マメグンバイナズナ,,アブラナ科,マメグンバイナズナ
public/hostplants.csv,4980,hostplant-005094,イヌガラシ,,アブラナ科,イヌガラシ
public/hostplants.csv,4981,hostplant-005095,ハナナズナ,,アブラナ科,ハナナズナ
public/hostplants.csv,4984,hostplant-005098,タチタネツケバナ,,アブラナ科,タチタネツケバナ
public/hostplants.csv,4985,hostplant-005099,オオバタネツケバナ,,アブラナ科,オオバタネツケバナ
public/hostplants.csv,4986,hostplant-005100,ハマハタザオ,,アブラナ科,ハマハタザオ
public/hostplants.csv,4992,hostplant-005107,クレソン,,アブラナ科,オランダガラシ
public/hostplants.csv,4994,hostplant-005109,ミヤマハタザオ,,アブラナ科,ミヤマハタザオ
public/hostplants.csv,4995,hostplant-005110,キレハイヌガラシ,,アブラナ科,キレハイヌガラシ
public/hostplants.csv,4996,hostplant-005111,エゾワサビ,,アブラナ科,エゾワサビ
public/hostplants.csv,4997,hostplant-005112,オランダガラシ,,アブラナ科,オランダガラシ
public/hostplants.csv,4998,hostplant-005113,カキネガラシ,,アブラナ科,カキネガラシ
public/hostplants.csv,4999,hostplant-005114,ワサビダイコン,,アブラナ科,セイヨウワサビ
public/hostplants.csv,5001,hostplant-005116,イヌガラシ,,アブラナ科,イヌガラシ
public/hostplants.csv,5002,hostplant-005117,ミヤマタネツケバナ,,アブラナ科,ミヤマタネツケバナ
public/hostplants.csv,5004,hostplant-005119,ハクサンハタザオ,,アブラナ科,ハクサンハタザオ
public/hostplants.csv,5006,hostplant-005121,ミヤマハタザオ,,アブラナ科,ミヤマハタザオ
public/hostplants.csv,5007,hostplant-005122,シコクハタザオ,,アブラナ科,シコクハタザオ
public/hostplants.csv,5008,hostplant-005123,クレソン,,アブラナ科,オランダガラシ
public/hostplants.csv,5009,hostplant-005124,イヌガラシ,,アブラナ科,イヌガラシ
public/hostplants.csv,5013,hostplant-005128,エゾハタザオ,,アブラナ科,エゾハタザオ
public/hostplants.csv,5014,hostplant-005129,ジャニンジン,,アブラナ科,ジャニンジン
public/hostplants.csv,5015,hostplant-005130,オオバタネツケバナ,,アブラナ科,オオバタネツケバナ
public/hostplants.csv,5016,hostplant-005131,ニシノオオタネツケバナ,,アブラナ科,オオケタネツケバナ
public/hostplants.csv,5018,hostplant-005133,ミヤマタネツケバナ,,アブラナ科,ミヤマタネツケバナ
public/hostplants.csv,5019,hostplant-005134,エゾワサビ,,アブラナ科,エゾワサビ
public/hostplants.csv,5020,hostplant-005135,キレハイヌガラシ,,アブラナ科,キレハイヌガラシ
public/hostplants.csv,5021,hostplant-005136,ハルザキヤマガラシ,,アブラナ科,ハルザキヤマガラシ
public/hostplants.csv,5022,hostplant-005137,ルナリア,,アブラナ科,ゴウダソウ
public/hostplants.csv,5025,hostplant-005141,エビスグサ,,マメ科,エビスグサ
public/hostplants.csv,5028,hostplant-005144,ハスノミカズラ,,マメ科,ハスノミカズラ
public/hostplants.csv,5032,hostplant-005148,ハネセンナ,,マメ科,ハネセンナ
public/hostplants.csv,5035,hostplant-005151,シイノキカズラ,,マメ科,シイノキカズラ
public/hostplants.csv,5037,hostplant-005153,ハマセンナ,,マメ科,ハマセンナ
public/hostplants.csv,5039,hostplant-005155,アメリカツノクサネム,,マメ科,アメリカツノクサネム
public/hostplants.csv,5044,hostplant-005160,ギンゴウカン,,マメ科,ギンゴウカン
public/hostplants.csv,5047,hostplant-005163,ビルマネム,,マメ科,ビルマネム
public/hostplants.csv,5053,hostplant-005169,ミヤギノハギ,,マメ科,ミヤギノハギ
public/hostplants.csv,5055,hostplant-005171,キハギ,,マメ科,キハギ
public/hostplants.csv,5056,hostplant-005172,マキエハギ,,マメ科,マキエハギ
public/hostplants.csv,5060,hostplant-005176,フサアカシア,,マメ科,フサアカシア
public/hostplants.csv,5061,hostplant-005177,ジャケツイバラ,,マメ科,ジャケツイバラ
public/hostplants.csv,5062,hostplant-005178,ハリエンジュ,,マメ科,ハリエンジュ
public/hostplants.csv,5063,hostplant-005179,ギンヨウアカシア,,マメ科,ギンヨウアカシア
public/hostplants.csv,5064,hostplant-005180,モリシマアカシア,,マメ科,モリシマアカシア
public/hostplants.csv,5066,hostplant-005182,エビスグサ,,マメ科,エビスグサ
public/hostplants.csv,5068,hostplant-005184,マルバヤハズソウ,,マメ科,マルバヤハズソウ
public/hostplants.csv,5071,hostplant-005187,ウマゴヤシ,,マメ科,ウマゴヤシ
public/hostplants.csv,5072,hostplant-005188,クサネム,,マメ科,クサネム
public/hostplants.csv,5075,hostplant-005191,クロイゲ,,クロウメモドキ科,クロイゲ
public/hostplants.csv,5076,hostplant-005192,ヒメクマヤナギ,,クロウメモドキ科,ヒメクマヤナギ
public/hostplants.csv,5078,hostplant-005194,ヒロハヘビノボラズ,,メギ科,ヒロハヘビノボラズ
public/hostplants.csv,5081,hostplant-005197,ボケ,,バラ科,ボケ
public/hostplants.csv,5082,hostplant-005198,サンザシ,,バラ科,サンザシ
public/hostplants.csv,5089,hostplant-005205,セイヨウナシ,,バラ科,セイヨウナシ
public/hostplants.csv,5090,hostplant-005206,ベニシタン,,バラ科,ベニシタン
public/hostplants.csv,5095,hostplant-005212,エゾクロウメモドキ,,クロウメモドキ科,エゾノクロウメモドキ
public/hostplants.csv,5096,hostplant-005214,クロカンバ,,クロウメモドキ科,クロカンバ
public/hostplants.csv,5098,hostplant-005216,クロウスゴ,,ツツジ科,クロウスゴ
public/hostplants.csv,5101,hostplant-005219,ウマゴヤシ,,マメ科,ウマゴヤシ
public/hostplants.csv,5102,hostplant-005220,ムラサキウマゴヤシ,,マメ科,ムラサキウマゴヤシ
public/hostplants.csv,5105,hostplant-005223,シロバナシナガワハギ,,マメ科,シロバナシナガワハギ
public/hostplants.csv,5106,hostplant-005224,ハウチワマメ,,マメ科,ハウチワマメ
public/hostplants.csv,5107,hostplant-005225,タイツリオウギ,,マメ科,タイツリオウギ
public/hostplants.csv,5108,hostplant-005226,リシリオウギ,,マメ科,リシリオウギ
public/hostplants.csv,5109,hostplant-005227,シロツメクサ,,マメ科,シロツメクサ
public/hostplants.csv,5111,hostplant-005229,スズメノエンドウ,,マメ科,スズメノエンドウ
public/hostplants.csv,5113,hostplant-005231,ゲンゲ,,マメ科,ゲンゲ
public/hostplants.csv,5115,hostplant-005233,イワオウギ,,マメ科,イワオウギ
public/hostplants.csv,5117,hostplant-005235,セイヨウミヤコグサ,,マメ科,セイヨウミヤコグサ
public/hostplants.csv,5118,hostplant-005236,ハリエンジュ,,マメ科,ハリエンジュ
public/hostplants.csv,5119,hostplant-005237,シャジクソウ,,マメ科,シャジクソウ
public/hostplants.csv,5121,hostplant-005239,タチオランダゲンゲ,,マメ科,タチオランダゲンゲ
public/hostplants.csv,5122,hostplant-005240,コメツブウマゴヤシ,,マメ科,コメツブウマゴヤシ
public/hostplants.csv,5127,hostplant-005245,ハネセンナ,,マメ科,ハネセンナ
public/hostplants.csv,5129,hostplant-005247,エビスグサ,,マメ科,エビスグサ
public/hostplants.csv,5130,hostplant-005248,ハネセンナ,,マメ科,ハネセンナ
public/hostplants.csv,5134,hostplant-005252,ハネセンナ,,マメ科,ハネセンナ
public/hostplants.csv,5135,hostplant-005253,フタホセンナ,,マメ科,フタホセンナ
public/hostplants.csv,5137,hostplant-005255,ナツフジ,,マメ科,ナツフジ
public/hostplants.csv,5142,hostplant-005260,ジャケツイバラ,,マメ科,ジャケツイバラ
public/hostplants.csv,5143,hostplant-005261,ハマエンジュ,,マメ科,ハマセンナ
public/hostplants.csv,5144,hostplant-005262,ツクシハギ,,マメ科,ツクシハギ
public/hostplants.csv,5145,hostplant-005263,ミヤギノハギ,,マメ科,ミヤギノハギ
public/hostplants.csv,5147,hostplant-005265,タイワンクズ,,マメ科,タイワンクズ
public/hostplants.csv,5149,hostplant-005267,タカナタマメ,,マメ科,タカナタマメ
public/hostplants.csv,5167,hostplant-005287,ツクバネガシ,,ブナ科,ツクバネガシ
public/hostplants.csv,5173,hostplant-005293,オキナワウラジロガシ,,ブナ科,オキナワウラジロガシ
public/hostplants.csv,5175,hostplant-005295,アマミアラカシ,,ブナ科,アマミアラカシ
public/hostplants.csv,5179,hostplant-005299,アマミアラカシ,,ブナ科,アマミアラカシ
public/hostplants.csv,5183,hostplant-005303,サイゴクイボタ,,モクセイ科,サイゴクイボタ
public/hostplants.csv,5185,hostplant-005305,セイヨウイボタ,,モクセイ科,ヨウシュイボタ
public/hostplants.csv,5192,hostplant-005312,ホソバアオダモ,,モクセイ科,マルバアオダモ
public/hostplants.csv,5194,hostplant-005314,シオジ,,モクセイ科,シオジ
public/hostplants.csv,5195,hostplant-005315,ミヤマアオダモ,,モクセイ科,ミヤマアオダモ
public/hostplants.csv,5205,hostplant-005325,ホソバガシワ,,ブナ科,ホソバガシワ
public/hostplants.csv,5227,hostplant-005347,ヒメグルミ,,クルミ科,ヒメグルミ
public/hostplants.csv,5238,hostplant-005358,アテツマンサク,,マンサク科,アテツマンサク
public/hostplants.csv,5239,hostplant-005359,オオバマンサク,,マンサク科,オオバマンサク
public/hostplants.csv,5254,hostplant-005374,ツクバネガシ,,ブナ科,ツクバネガシ
public/hostplants.csv,5263,hostplant-005383,ツクバネガシ,,ブナ科,ツクバネガシ
public/hostplants.csv,5278,hostplant-005398,ヤハズハンノキ,,カバノキ科,ヤハズハンノキ
public/hostplants.csv,5280,hostplant-005400,サクラバハンノキ,,カバノキ科,サクラバハンノキ
public/hostplants.csv,5281,hostplant-005401,カワラハンノキ,,カバノキ科,カワラハンノキ
public/hostplants.csv,5282,hostplant-005402,コバノヤマハンノキ,,カバノキ科,タニガワハンノキ
public/hostplants.csv,5295,hostplant-005415,オクチョウジザクラ,,バラ科,オクチョウジザクラ
public/hostplants.csv,5296,hostplant-005416,エゾヤマザクラ,,バラ科,オオヤマザクラ
public/hostplants.csv,5299,hostplant-005419,ミネザクラ,,バラ科,タカネザクラ
public/hostplants.csv,5300,hostplant-005420,チシマザクラ,,バラ科,チシマザクラ
public/hostplants.csv,5302,hostplant-005422,チョウジザクラ,,バラ科,チョウジザクラ
public/hostplants.csv,5305,hostplant-005425,エドヒガン,,バラ科,エドヒガン
public/hostplants.csv,5312,hostplant-005432,ツクバネガシ,,ブナ科,ツクバネガシ
public/hostplants.csv,5319,hostplant-005439,ツクバネガシ,,ブナ科,ツクバネガシ
public/hostplants.csv,5324,hostplant-005444,コブニレ,,ニレ科,コブニレ
public/hostplants.csv,5333,hostplant-005454,エゾクロウメモドキ,,クロウメモドキ科,エゾノクロウメモドキ
public/hostplants.csv,5335,hostplant-005456,クロカンバ,,クロウメモドキ科,クロカンバ
public/hostplants.csv,5338,hostplant-005459,エゾクロウメモドキ,,クロウメモドキ科,エゾノクロウメモドキ
public/hostplants.csv,5339,hostplant-005460,タイシャククロウメモドキ,,クロウメモドキ科,タイシャククロウメモドキ
public/hostplants.csv,5345,hostplant-005466,ガマズミ,スイカズラ科,ガマズミ科,ガマズミ
public/hostplants.csv,5351,hostplant-005472,エゾムラサキツツジ,,ツツジ科,エゾムラサキツツジ
public/hostplants.csv,5358,hostplant-005479,シロバナシャクナゲ,,ツツジ科,ハクサンシャクナゲ
public/hostplants.csv,5361,hostplant-005482,コヨウラクツツジ,,ツツジ科,コヨウラクツツジ
public/hostplants.csv,5362,hostplant-005483,ボケ,,バラ科,ボケ
public/hostplants.csv,5366,hostplant-005487,コアジサイ,,アジサイ科,コアジサイ
public/hostplants.csv,5367,hostplant-005488,ホザキシモツケ,,バラ科,ホザキシモツケ
public/hostplants.csv,5368,hostplant-005489,エゾノシロバナシモツケ,,バラ科,エゾノシロバナシモツケ
public/hostplants.csv,5369,hostplant-005490,ウワミズザクラ,,バラ科,ウワミズザクラ
public/hostplants.csv,5370,hostplant-005491,ユキヤナギ,,バラ科,ユキヤナギ
public/hostplants.csv,5372,hostplant-005494,ウツギ,ユキノシタ科,アジサイ科,ウツギ
public/hostplants.csv,5378,hostplant-005500,トチノキ,トチノキ科,ムクロジ科,トチノキ
public/hostplants.csv,5385,hostplant-005507,ヤブデマリ,スイカズラ科,ガマズミ科,ヤブデマリ
public/hostplants.csv,5389,hostplant-005511,ミヤギノハギ,,マメ科,ミヤギノハギ
public/hostplants.csv,5390,hostplant-005512,ハリエンジュ,,マメ科,ハリエンジュ
public/hostplants.csv,5392,hostplant-005514,イヌエンジュ,,マメ科,イヌエンジュ
public/hostplants.csv,5393,hostplant-005515,シロツメクサ,,マメ科,シロツメクサ
public/hostplants.csv,5395,hostplant-005517,ヒメウツギ,,アジサイ科,ヒメウツギ
public/hostplants.csv,5402,hostplant-005526,エゾノギシギシ,,タデ科,エゾノギシギシ
public/hostplants.csv,5403,hostplant-005527,ノダイオウ,,タデ科,ノダイオウ
public/hostplants.csv,5404,hostplant-005528,クヌギ,アブラムシやキジラミが寄生する植物（ブナ科,ブナ科,クヌギ
public/hostplants.csv,5411,hostplant-005535,シロツメクサ,,マメ科,シロツメクサ
public/hostplants.csv,5412,hostplant-005536,ウマゴヤシ,,マメ科,ウマゴヤシ
public/hostplants.csv,5413,hostplant-005537,マルバダケハギ,,マメ科,ササハギ
public/hostplants.csv,5416,hostplant-005540,コメツブウマゴヤシ,,マメ科,コメツブウマゴヤシ
public/hostplants.csv,5417,hostplant-005541,コウマゴヤシ,,マメ科,コウマゴヤシ
public/hostplants.csv,5420,hostplant-005544,ハマササゲ,,マメ科,ハマアズキ
public/hostplants.csv,5421,hostplant-005545,ハイマキエハギ,,マメ科,ハイマキエハギ
public/hostplants.csv,5422,hostplant-005546,タチシバハギ,,マメ科,タチシバハギ
public/hostplants.csv,5424,hostplant-005548,ホナガイヌビユ,,ヒユ科,ホナガイヌビユ
public/hostplants.csv,5425,hostplant-005549,ハリビユ,,ヒユ科,ハリビユ
public/hostplants.csv,5426,hostplant-005550,アカザ,アカザ科,ヒユ科,アカザ
public/hostplants.csv,5429,hostplant-005553,エゾタチカタバミ,,カタバミ科,エゾタチカタバミ
public/hostplants.csv,5430,hostplant-005554,ウスアカカタバミ,,カタバミ科,ウスアカカタバミ
public/hostplants.csv,5432,hostplant-005556,オッタチカタバミ,,カタバミ科,オッタチカタバミ
public/hostplants.csv,5435,hostplant-005559,タチシバハギ,,マメ科,タチシバハギ
public/hostplants.csv,5437,hostplant-005561,カナムグラ,クワ科,アサ科,カナムグラ
public/hostplants.csv,5438,hostplant-005562,エゾヤマハギ,,マメ科,ヤマハギ
public/hostplants.csv,5440,hostplant-005564,ミヤギノハギ,,マメ科,ミヤギノハギ
public/hostplants.csv,5443,hostplant-005567,オオバクサフジ,,マメ科,オオバクサフジ
public/hostplants.csv,5445,hostplant-005569,シロツメクサ,,マメ科,シロツメクサ
