insect_id,japanese_name,scientific_name,reason
species-4217,ヒダカアトクロナミシャク,"Lampropteryx suffumata (Denis & Schiffermüller, 1775)",mapping_failed_or_empty
species-4218,ナワメナミシャク,"Lampropteryx jameza (Butler, 1878)",mapping_failed_or_empty
species-4220,セスジナミシャク,"Evecliptopera illitata (Wileman, 1911)",mapping_failed_or_empty
species-4224,ソトキナミシャク,"Ecliptopera pryeri (Butler, 1881)",mapping_failed_or_empty
species-4226,ミヤマアミメナミシャク,"Eustroma aerosa (Butler, 1878)",mapping_failed_or_empty
species-4227,キアミメナミシャク,"Eustroma japonica Inoue, 1986",mapping_failed_or_empty
species-4229,ホソスジナミシャク,"Lobogonodes complicata (Butler, 1879)",mapping_failed_or_empty
species-4230,シロホソスジナミシャク,"Lobogonodes multistriata (Butler, 1889)",mapping_failed_or_empty
species-4232,ビロードナミシャク,"Sibatania mactata (Felder & Rogenhofer, 1875)",mapping_failed_or_empty
species-4233,キスジビロードナミシャク,"Sibatania arizana (Wileman, 1911)",mapping_failed_or_empty
species-4237,ウスキナカジロナミシャク,"Dysstroma infuscata (Tengström, 1869)",mapping_failed_or_empty
species-4239,アルプスナカジロナミシャク,"Dysstroma pseudimmanata Heydemann, 1929",mapping_failed_or_empty
species-4241,シロマダラナミシャク,"Dysstroma albicoma (Inoue, 1954)",mapping_failed_or_empty
species-4242,ネアカナカジロナミシャク,"Paradysstroma corussaria (Oberthür, 1880)",mapping_failed_or_empty
species-4244,オオクロオビナミシャク,"Praethera praefecta (Prout, 1914)",mapping_failed_or_empty
species-4245,ミヤマクロオビナミシャク,"Praethera anomala (Inoue, 1954)",mapping_failed_or_empty
species-4246,クロオビナミシャク,"Pennithera comis (Butler, 1879)",mapping_failed_or_empty
species-4247,ウスクロオビナミシャク,"Pennithera abolla (Inoue, 1943)",mapping_failed_or_empty
species-4248,モトクロオビナミシャク,"Heterothera quadrifulta (Prout, 1938)",mapping_failed_or_empty
species-4250,マダラクロオビナミシャク,"Heterothera serrataria (Prout, 1914)",mapping_failed_or_empty
species-4252,フタクロテンナミシャク,"Xenortholitha propinguata (Kollar, 1844)",mapping_failed_or_empty
species-4253,ナミスジフユナミシャク,"Operophtera brunnea Nakajima, 1991",mapping_failed_or_empty
species-4254,ユキノコフユナミシャク,"Operophtera mizunoi Nakajima, 2020",not_in_input
species-4255,イチモジフユナミシャク,"Operophtera rectipostmediana Inoue, 1942",mapping_failed_or_empty
species-4256,サザナミフユナミシャク,"Operophtera japonaria (Leech, 1891)",mapping_failed_or_empty
species-4259,ヒメクロオビフユナミシャク,"Operophtera crispifascia Inoue, 1982",mapping_failed_or_empty
species-4261,ミドリアキナミシャク,"Epirrita viridipurpurescens (Prout, 1937)",mapping_failed_or_empty
species-4262,ナカオビアキナミシャク,"Nothoporinia mediolineata (Prout, 1914)",mapping_failed_or_empty
species-4263,シロオビマルバナミシャク,"Solitanea defricata (Püngeler, 1903)",mapping_failed_or_empty
species-4264,トビスジトガリナミシャク,"Zola terranea (Butler, 1879)",mapping_failed_or_empty
species-4265,ミヤマナミシャク,"Venusia cambrica Curtis, 1839",mapping_failed_or_empty
species-4266,クロスジカバイロナミシャク,"Venusia laria Oberthür, 1893",mapping_failed_or_empty
species-4267,キモンハイイロナミシャク,"Venusia blomeri (Curtis, 1832)",mapping_failed_or_empty
species-4268,マエモンハイイロナミシャク,"Venusia semistrigata (Christoph, 1881)",mapping_failed_or_empty
species-4269,フタモンコナミシャク,"Venusia megaspilata (Warren, 1895)",mapping_failed_or_empty
species-4270,ナナスジナミシャク,"Venusia phasma (Butler, 1879)",mapping_failed_or_empty
species-4271,キスジハイイロナミシャク,"Hydrelia sylvata (Denis & Schiffermüller, 1775)",mapping_failed_or_empty
species-4272,ホソスジハイイロナミシャク,"Hydrelia gracilipennis Inoue, 1982",mapping_failed_or_empty
species-4273,チビヒメナミシャク,"Hydrelia shioyana (Matsumura, 1927)",mapping_failed_or_empty
species-4274,カバイロヒメナミシャク,"Hydrelia adesma Prout, 1930",mapping_failed_or_empty
species-4275,テンスジヒメナミシャク,"Hydrelia nisaria (Christoph, 1881)",mapping_failed_or_empty
species-4276,マダラウスナミシャク,"Hydrelia bicauliata Prout, 1914",mapping_failed_or_empty
species-4277,キヒメナミシャク,"Hydrelia flammeolaria (Hufnagel, 1767)",mapping_failed_or_empty
species-4278,ハンノナミシャク,"Euchoeca nebulata (Scopoli, 1763)",mapping_failed_or_empty
species-4279,ヘリスジナミシャク,"Eschatarchia lineata Warren, 1894",mapping_failed_or_empty
species-4280,ウステンシロナミシャク,"Asthena amurensis (Staudinger, 1897)",mapping_failed_or_empty
species-4281,ムスジシロナミシャク,"Asthena nymphaeata (Staudinger, 1897)",mapping_failed_or_empty
species-4282,マンサクシロナミシャク,"Asthena hamadryas Inoue, 1976",mapping_failed_or_empty
species-4283,キムジシロナミシャク,"Asthena corculina Butler, 1878",mapping_failed_or_empty
species-4284,フタマタシロナミシャク,"Asthena ochrifasciaria Leech, 1897",mapping_failed_or_empty
species-4285,カラフトシロナミシャク,"Asthena sachalinensis (Matsumura, 1925)",mapping_failed_or_empty
species-4286,キマダラシロナミシャク,"Asthena octomacularia Leech, 1897",mapping_failed_or_empty
species-4287,スカシシロナミシャク,"Asthena undulata (Wileman, 1915)",mapping_failed_or_empty
species-4288,ハガタチビナミシャク,"Hastina subfalcaria (Christoph, 1881)",mapping_failed_or_empty
species-4289,フタオモドキナミシャク,"Macrohastina azela (Butler, 1878)",mapping_failed_or_empty
species-4290,キイロナミシャク,"Pseudostegania defectata (Christoph, 1881)",mapping_failed_or_empty
species-4291,セグロナミシャク,"Laciniodes unistirpis (Butler, 1878)",mapping_failed_or_empty
species-4293,キベリヒメナミシャク,"Eois grataria (Walker, 1861)",mapping_failed_or_empty
species-4294,マエチャナミシャク,"Acolutha pictaria (Moore, 1888)",mapping_failed_or_empty
species-4295,ハガタマエチャナミシャク,"Acolutha pulchella (Hampson, 1891)",mapping_failed_or_empty
species-4296,アカモンコナミシャク,"Palpoctenidia phoenicosoma (Swinhoe, 1895)",mapping_failed_or_empty
species-4297,ハネナガナミシャク,"Physetobasis dentifascia Hampson, 1895",mapping_failed_or_empty
species-4298,ハマダラナミシャク,"Pomasia denticlathrata Warren, 1893",mapping_failed_or_empty
species-4299,ウスカバスジナミシャク,"Martania taeniata (Stephens, 1831)",mapping_failed_or_empty
species-4300,ヒメカバスジナミシャク,"Martania saxea (Wileman, 1911)",mapping_failed_or_empty
species-4301,コカバスジナミシャク,"Martania fulvida (Butler, 1881)",mapping_failed_or_empty
species-4302,キオビカバスジナミシャク,"Martania minimata (Staudinger, 1897)",mapping_failed_or_empty
species-4303,クロカバスジナミシャク,"Gagitodes parvaria (Leech, 1891)",mapping_failed_or_empty
species-4304,ヤハズナミシャク,"Gagitodes sagittata (Fabricius, 1787)",mapping_failed_or_empty
species-4305,ミヤマチビナミシャク,"Perizoma japonica Inoue, 1955",mapping_failed_or_empty
species-4306,ウスモンチビナミシャク,"Perizoma contrita (Prout, 1913)",mapping_failed_or_empty
species-4307,ハガタオビコナミシャク,"Perizoma alchemillata (Linnaeus, 1758)",not_in_input
species-4308,フタオビカバナミシャク,"Perizoma haasi (Hedemann, 1881)",mapping_failed_or_empty
species-4309,オオクロテンカバナミシャク,"Eupithecia abietaria (Goeze, 1781)",mapping_failed_or_empty
species-4310,ダイセツクロテンカバナミシャク,"Eupithecia analoga Djakonov, 1926",not_in_input
species-4311,フトオビヒメナミシャク,"Eupithecia gigantea Staudinger, 1897",mapping_failed_or_empty
species-4312,ウスアカチビナミシャク,"Eupithecia rufescens Butler, 1878",mapping_failed_or_empty
species-4313,ナカオビカバナミシャク,"Eupithecia subbreviata Staudinger, 1897",mapping_failed_or_empty
species-4314,ウスカバナミシャク,"Eupithecia proterva Butler, 1878",mapping_failed_or_empty
species-4315,モンウスカバナミシャク,"Eupithecia clavifera Inoue, 1955",mapping_failed_or_empty
species-4316,マエナミカバナミシャク,"Eupithecia niphonaria Leech, 1897",mapping_failed_or_empty
species-4317,マエテンカバナミシャク,"Eupithecia costiconvexa Inoue, 1979",mapping_failed_or_empty
species-4318,ヒコサンカバナミシャク,"Eupithecia antivulgaria Inoue, 1965",mapping_failed_or_empty
species-4319,ソトカバナミシャク,"Eupithecia signigera Butler, 1879",mapping_failed_or_empty
species-4321,ナガイカバナミシャク,"Eupithecia nagaii Inoue, 1963",not_in_input
species-4322,アキカバナミシャク,"Eupithecia subfumosa Inoue, 1965",not_in_input
species-4323,ヒメカバナミシャク,"Eupithecia aritai Inoue, 1977",mapping_failed_or_empty
species-4324,ナカアオナミシャク,"Eupithecia sophia Butler, 1878",mapping_failed_or_empty
species-4325,エゾチビナミシャク,"Eupithecia jezonica Matsumura, 1927",mapping_failed_or_empty
species-4326,オオモンカバナミシャク,"Eupithecia okadai Inoue, 1958",mapping_failed_or_empty
species-4327,ヤスジカバナミシャク,"Eupithecia mandschurica Staudinger, 1897",mapping_failed_or_empty
species-4328,クロテンヤスジカバナミシャク,"Eupithecia interpunctaria Inoue, 1979",mapping_failed_or_empty
species-4329,ホソチビナミシャク,"Eupithecia absinthiata (Clerck, 1759)",mapping_failed_or_empty
species-4330,ホタカカバナミシャク,"Eupithecia korbi Dietze, 1908",mapping_failed_or_empty
species-4331,セアカカバナミシャク,"Eupithecia quadripunctata Warren, 1888",mapping_failed_or_empty
species-4332,フタモンカバナミシャク,"Eupithecia repentina Vojnits & Laever, 1978",mapping_failed_or_empty
species-4333,ハラキカバナミシャク,"Eupithecia subtacincta Hampson, 1895",mapping_failed_or_empty
species-4334,ミジンカバナミシャク,"Eupithecia addictata Dietze, 1908",mapping_failed_or_empty
species-4335,イイジマカバナミシャク,"Eupithecia thalictrata Püngeler, 1902",mapping_failed_or_empty
species-4336,ウスイロヤスジカバナミシャク,"Eupithecia kurilensis Bryk, 1942",mapping_failed_or_empty
species-4337,ウラモンウストビナミシャク,"Eupithecia scribai Prout, 1938",mapping_failed_or_empty
species-4338,ウストビナミシャク,"Eupithecia amplexata Christoph, 1881",mapping_failed_or_empty
species-4339,オオウストビナミシャク,"Eupithecia pernotata Guenée, 1858",mapping_failed_or_empty
species-4340,アルプスカバナミシャク,"Eupithecia veratraria Herrich-Schäffer, 1848",mapping_failed_or_empty
species-4341,シロマダラカバナミシャク,"Eupithecia extensaria (Freyer, 1844)",mapping_failed_or_empty
species-4342,シタジロカバナミシャク,"Eupithecia conterminata (Zeller, 1846)",mapping_failed_or_empty
species-4343,ミスジカバナミシャク,"Eupithecia neosatyrata Inoue, 1979",mapping_failed_or_empty
species-4344,アミモンカバナミシャク,"Eupithecia insignioides Wehrli, 1923",mapping_failed_or_empty
species-4345,カラスナミシャク,"Eupithecia caliginea Butler, 1878",mapping_failed_or_empty
species-4346,ジンボカバナミシャク,"Eupithecia jinboi Inoue, 1976",mapping_failed_or_empty
species-4347,カメダカバナミシャク,"Eupithecia detritata Staudinger, 1897",mapping_failed_or_empty
species-4348,オビカバナミシャク,"Eupithecia selinata Herrich-Schäffer, 1861",mapping_failed_or_empty
species-4349,チャバネカバナミシャク,"Eupithecia kobayashii Inoue, 1958",mapping_failed_or_empty
species-4350,スジグロカバナミシャク,"Eupithecia supercastigata Inoue, 1958",mapping_failed_or_empty
species-4351,クロモンカバナミシャク,"Eupithecia consortaria Leech, 1897",mapping_failed_or_empty
species-4352,ウラモンカバナミシャク,"Eupithecia actaeata Walderdorff, 1869",mapping_failed_or_empty
species-4353,ミヤマカバナミシャク,"Eupithecia impavida Vojnits, 1979",mapping_failed_or_empty
species-4354,フジカバナミシャク,"Eupithecia groenblomi Urbahn, 1969",mapping_failed_or_empty
species-4355,ツシマカバナミシャク,"Eupithecia persuastrix Mironov, 1990",mapping_failed_or_empty
species-4356,ハネナガカバナミシャク,"Eupithecia takao Inoue, 1955",mapping_failed_or_empty
species-4357,クロスジカバナミシャク,"Eupithecia ancillata Mironov & Galsworthy, 2004",mapping_failed_or_empty
species-4358,シロテンカバナミシャク,"Eupithecia tripunctaria Herrich-Schäffer, 1855",mapping_failed_or_empty
species-4359,クニガミカバナミシャク,"Eupithecia ryukyuensis Inoue, 1971",mapping_failed_or_empty
species-4360,トシマカバナミシャク,"Eupithecia tenuisquama (Warren, 1896)",mapping_failed_or_empty
species-4361,クロシオカバナミシャク,"Eupithecia kuroshio Inoue, 1980",mapping_failed_or_empty
species-4362,クロテンカバナミシャク,"Eupithecia emanata Dietze, 1908",mapping_failed_or_empty
species-4363,アザミカバナミシャク,"Eupithecia virgaureata Doubleday, 1861",mapping_failed_or_empty
species-4364,ホソカバスジナミシャク,"Eupithecia lariciata (Freyer, 1842)",mapping_failed_or_empty
species-4365,マダラカバスジナミシャク,"Eupithecia tantilloides Inoue, 1958",mapping_failed_or_empty
species-4366,シコクカバナミシャク,"Eupithecia shikokuensis Inoue, 1980",mapping_failed_or_empty
species-4367,マスイカバナミシャク,"Eupithecia pusillata (Denis & Schiffermüller, 1775)",mapping_failed_or_empty
species-4368,キナミウスグロナミシャク,"Eupithecia subfuscata (Haworth, 1809)",mapping_failed_or_empty
species-4369,ウススジヒメカバナミシャク,"Eupithecia homogrammata Dietze, 1908",mapping_failed_or_empty
species-4370,ムネシロテンカバナミシャク,"Eupithecia maenamiella Inoue, 1980",mapping_failed_or_empty
species-4371,グンマカバナミシャク,"Eupithecia ebriosa Vojnits, 1979",mapping_failed_or_empty
species-4372,ナカグロチビナミシャク,"Eupithecia daemionata Dietze, 1903",mapping_failed_or_empty
species-4373,ヨホシナミシャク,"Eupithecia costimacularia Leech, 1897",mapping_failed_or_empty
species-4374,ヤクシマカバナミシャク,"Eupithecia yakushimensis Inoue, 1980",mapping_failed_or_empty
species-4375,クロマダラカバナミシャク,"Eupithecia pygmaeata (Hübner, 1799)",mapping_failed_or_empty
species-4376,クロバネカバナミシャク,"Eupithecia zibellinata Christoph, 1881",mapping_failed_or_empty
species-4377,チャイロカバナミシャク,"Eupithecia pseudassimilata Viidalepp & Mironov, 1988",mapping_failed_or_empty
species-4378,シロオビカバナミシャク,"Eupithecia suboxydata Staudinger, 1897",mapping_failed_or_empty
species-4379,オガサワラカバナミシャク,"Eupithecia costalis Walker, 1869",mapping_failed_or_empty
species-4380,ナミスジカバナミシャク,"Eupithecia carpophilata Staudinger, 1897",not_in_input
species-4381,ムラサキカバナミシャク,"Girida rigida (Swinhoe, 1892)",mapping_failed_or_empty
species-4382,フタシロスジカバナミシャク,"Mesoptila melanolopha (Swinhoe, 1895)",mapping_failed_or_empty
species-4383,シロモンカバナミシャク,"Pareupithecia spadix (Inoue, 1955)",mapping_failed_or_empty
species-4384,ナカジマチビナミシャク,"Casuariclystis latifascia (Walker, 1866)",mapping_failed_or_empty
species-4385,ホソバチビナミシャク,"Spiralisigna subpumilata (Inoue, 1972)",mapping_failed_or_empty
species-4386,イシガキチビナミシャク,"Eriopithex ishigakiensis (Inoue, 1971)",mapping_failed_or_empty
species-4387,クニガミチビナミシャク,"Eriopithex lanaris Warren, 1896",mapping_failed_or_empty
species-4388,テルクビチビナミシャク,"Gymnoscelis pseudotibialis Holloway, 1997",mapping_failed_or_empty
species-4389,ケブカチビナミシャク,"Gymnoscelis esakii Inoue, 1955",mapping_failed_or_empty
species-4390,ウスチャイロチビナミシャク,"Gymnoscelis albicaudata Warren, 1897",mapping_failed_or_empty
species-4391,トベラクロスジナミシャク,"Gymnoscelis tristrigosa (Butler, 1880)",mapping_failed_or_empty
species-4392,ヒラドチビナミシャク,"Gymnoscelis imparatalis (Walker, 1866)",mapping_failed_or_empty
species-4393,ウスムラサキチビナミシャク,"Gymnoscelis deleta (Hampson, 1891)",mapping_failed_or_empty
species-4394,ユリカチビナミシャク,"Gymnoscelis yurikae Inoue, 2002",mapping_failed_or_empty
species-4395,マルバネチビナミシャク,"Gymnoscelis admixtaria (Walker, 1862)",mapping_failed_or_empty
species-4396,オガサワラチビナミシャク,"Gymnoscelis boninensis Inoue, 1994",mapping_failed_or_empty
species-4397,ウラジロチビナミシャク,"Gymnoscelis montgomeryi Inoue, 1994",mapping_failed_or_empty
species-4398,ウラグロチビナミシャク,"Gymnoscelis melaninfra Inoue, 1994",mapping_failed_or_empty
species-4399,シタベニチビナミシャク,"Gymnoscelis semialbida (Walker, 1866)",mapping_failed_or_empty
species-4400,カギモンチビナミシャク,"Glaucoclystis polyclealis (Walker, 1859)",mapping_failed_or_empty
species-4401,クロテンアオナミシャク,"Glaucoclystis azumai (Inoue, 1971)",mapping_failed_or_empty
species-4402,ミナミチビナミシャク,"Glaucoclystis satoi Inoue, 2002",mapping_failed_or_empty
species-4403,クロスジチビナミシャク,"Glaucoclystis tominagai Yazaki, 2014",not_in_input
species-4404,クロスジアオナミシャク,"Chloroclystis v-ata (Haworth, 1809)",mapping_failed_or_empty
species-4405,アマミアオナミシャク,"Chloroclystis neoconversa Inoue, 1971",mapping_failed_or_empty
species-4406,リンゴアオナミシャク,"Pasiphila rectangulata (Linnaeus, 1758)",mapping_failed_or_empty
species-4407,クロフウスアオナミシャク,"Pasiphila chloerata (Mabille, 1870)",mapping_failed_or_empty
species-4408,ハラアカウスアオナミシャク,"Pasiphila obscura (West, 1929)",mapping_failed_or_empty
species-4409,テンスジアオナミシャク,"Pasiphila debiliata (Hübner, 1817)",mapping_failed_or_empty
species-4410,ウラモンアオナミシャク,"Pasiphila subcinctata (Prout, 1915)",mapping_failed_or_empty
species-4411,チビアオナミシャク,"Pasiphila kumakurai (Inoue, 1958)",mapping_failed_or_empty
species-4412,ソトシロオビナミシャク,"Pasiphila excisa (Butler, 1878)",mapping_failed_or_empty
species-4413,マダラアオナミシャク,"Pasiphila hypopyrrha (West, 1929)",mapping_failed_or_empty
species-4414,アトシロモンカバナミシャク,"Axinoptera anticostalis Galsworthy, 1999",mapping_failed_or_empty
species-4415,サキシマチビナミシャク,"Bosara atypha (Prout, 1958)",mapping_failed_or_empty
species-4416,ヒトスジチビナミシャク,"Bosara kadooriensis Galsworthy, 2003",mapping_failed_or_empty
species-4417,クビレチビナミシャク,"Bosara obliterata Inoue, 2002",not_in_input
species-4418,テングナミシャク,"Collix stellata Warren, 1894",mapping_failed_or_empty
species-4419,オオサビイロナミシャク,"Collix ghosha Walker, 1862",mapping_failed_or_empty
species-4420,トラノオナミシャク,"Anticollix sparsata (Treitschke, 1828)",mapping_failed_or_empty
species-4421,アオスジナミシャク,"Echthrocollix minuta (Butler, 1881)",mapping_failed_or_empty
species-4422,マエフタテンナミシャク,"Herbulotia agilata (Christoph, 1881)",mapping_failed_or_empty
species-4425,トガリバナミシャク,"Horisme stratata (Wileman, 1911)",mapping_failed_or_empty
species-4426,サビイロナミシャク,"Pseudocollix hyperythra (Hampson, 1895)",mapping_failed_or_empty
species-4427,クロテンサビイロナミシャク,"Pseudocollix kawamurai (Inoue, 1972)",mapping_failed_or_empty
species-4429,リュウキュウナカジロナミシャク,"Melanthia catenaria (Moore, 1868)",mapping_failed_or_empty
