insect_id,family,family_jp,subfamily,subfamily_jp,tribe,tribe_jp,genus,subgenus,species,subspecies,author,year,japanese_name,old_japanese_name,alternative_name,other_names,scientific_name,synonyms,changes_since_standard,notes
species-1278,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Chionodes,,continuella,,(Zeller),1839,シモフリミヤマキバガ,,ミヤマシモフリキバガ,,"Chionodes continuella (Zeller, 1839)",,,
species-1279,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Chionodes,,viduella,,(Fabricius),1794,シロオビミヤマキバガ,,ミヤマシロオビキバガ,,"Chionodes viduella (Fabricius, 1794)",,,
species-1280,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Chionodes,,luctuella,,(Hübner),1973,トウヒミヤマキバガ,,,,"Chionodes luctuella (Hübner, 1973)",,,
species-1281,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Chionodes,,distinctella,,(Zeller),1839,トビイロミヤマキバガ,,,,"Chionodes distinctella (Zeller, 1839)",,,
species-1282,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Chionodes,,electella,,(Zeller),1839,ヒメトウヒミヤマキバガ,,,,"Chionodes electella (Zeller, 1839)",,,
species-1283,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Stenolechia,,bathrodyas,,Meyrick,1935,イブキチビキバガ,,,,"Stenolechia bathrodyas Meyrick, 1935",,,
species-1284,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Stenolechia,,kodamai,,Okada,1962,アカマツチビキバガ,,,,"Stenolechia kodamai Okada, 1962",,,
species-1285,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Stenolechia,,rectivalva,,Kanazawa,1984,シロホソハネキバガ,,,,"Stenolechia rectivalva Kanazawa, 1984",,,
species-1286,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Stenolechia,,robusta,,Kanazawa,1984,ツシマチビキバガ,,,,"Stenolechia robusta Kanazawa, 1984",,,
species-1287,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Stenolechia,,squamifera,,Kanazawa,1984,ウロコホソハネキバガ,,,,"Stenolechia squamifera Kanazawa, 1984",,,
species-1288,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Stenolechia,,notomochla,,Meyrick,1935,ゴマダラシロチビキバガ,,,,"Stenolechia notomochla Meyrick, 1935",,,
species-1289,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Stenolechia,,sp.,,,,ブナキバガ,,,,Stenolechia sp.,,,
species-1290,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Parastenolechia,,issikiella,,(Okada),1961,イッシキチビキバガ,,,,"Parastenolechia issikiella (Okada, 1961)",,,
species-1291,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Parastenolechia,,gracilis,,Kanazawa,1991,ヒメイッシキチビキバガ,,,,"Parastenolechia gracilis Kanazawa, 1991",,,
species-1292,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Parastenolechia,,suriensis,,Park & Ponomarenko,2006,スリサンキバガ,,,,"Parastenolechia suriensis Park & Ponomarenko, 2006",,,
species-1293,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Angustialata,,gemmellaformis,,Omelko,1988,オオシロホソハネキバガ,,ゴマダラシロホソキバガ,,"Angustialata gemmellaformis Omelko, 1988",,,
species-1294,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Piskunovia,,reductionis,,Omelko,1986,クロボシヒメホソハネキバガ,,,,"Piskunovia reductionis Omelko, 1986",,,
species-1295,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Protoparachronistis,,policapitis,,Omelko,1993,ヨツクロボシハイチビキバガ,,,,"Protoparachronistis policapitis Omelko, 1993",,,
species-1296,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Protoparachronistis,,discedens,,Omelko,1986,クロオビハイチビキバガ,,,,"Protoparachronistis discedens Omelko, 1986",,,
species-1297,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Protoparachronistis,,concolor,,Omelko,1999,ウスボシハイチビキバガ,,,,"Protoparachronistis concolor Omelko, 1999",,,
species-1298,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Parachronistis,,fumea,,Omelko,,ウスカクモンハイイロヒメキバガ,,,,Parachronistis fumea Omelko,,,
species-1299,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Parachronistis,,jiriensis,,Park,1985,カクモンハイイロヒメキバガ,,,,"Parachronistis jiriensis Park, 1985",,,
species-1300,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Parachronistis,,maritima,,Omelko,1986,ゴマダラヒメキバガ,,,,"Parachronistis maritima Omelko, 1986",,,
species-1301,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Chorivalva,,unisaccula,,Omelko,1988,ウスグロゴマダラヒメキバガ,,,,"Chorivalva unisaccula Omelko, 1988",,,
species-1302,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Chorivalva,,bisaccula,,Omelko,1988,ハイイロゴマダラヒメキバガ,,,クリイガモグリキバガ,"Chorivalva bisaccula Omelko, 1988",,,
species-1303,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Chorivalva,,grandialata,,Omelko,1988,オオゴマダラヒメキバガ,,ウスグロゴマダラキバガ,,"Chorivalva grandialata Omelko, 1988",,,
species-1304,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Sergeya,,temulenta,,Omelko,1998,キンバネチビキバガ,,,,"Sergeya temulenta Omelko, 1998",,名前変更,
species-1305,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Caryocolum,,junctellum,,(Douglas),1851,クロマダラコキバガ,,,,"Caryocolum junctellum (Douglas, 1851)",,,
species-1306,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Caryocolum,,pullatellum,,(Tengström),1848,ユウヤミキバガ,,,,"Caryocolum pullatellum (Tengström, 1848)",,,
species-1307,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Caryocolum,,cassella,,(Walker),1864,ハイナデシコキバガ,,,,"Caryocolum cassella (Walker, 1864)",,,
species-1308,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Caryocolum,,leucomelanella,,(Zeller),1839,クロナデシコキバガ,,,,"Caryocolum leucomelanella (Zeller, 1839)",,,
species-1309,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Phthorimaea,,operculella,,(Zeller),1873,ジャガイモキバガ,,,,"Phthorimaea operculella (Zeller, 1873)",,,
species-1310,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Scrobipalpa,,atriplicella,,(Fischer von Röslerstamm),1841,ハマアカザキバガ,,,,"Scrobipalpa atriplicella (Fischer von Röslerstamm, 1841)",,,
species-1311,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Scrobipalpa,,artemisiella,,(Treitschke),1833,ウスグロコキバガ,,,,"Scrobipalpa artemisiella (Treitschke, 1833)",,,
species-1312,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Scrobipalpa,,kurokoi,,(Povolný),1977,クロコキバガ,,,,"Scrobipalpa kurokoi (Povolný, 1977)",,,
species-1313,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Scrobipalpa,,japonica,,(Povolný),1977,マダラコキバガ,,,,"Scrobipalpa japonica (Povolný, 1977)",,,
species-1314,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Scrobipalpa,,pauperella,,(Heinemann),1870,エゾマダラコキバガ,,,,"Scrobipalpa pauperella (Heinemann, 1870)",,,
species-1315,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Euscrobipalpa,,"sp. 1 of Oku, 2003",,,,シモフリコキバガ,,,,"Euscrobipalpa sp. 1 of Oku, 2003",,,
species-1316,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Scrobipalpula,,japonica,,Povolný,2000,ゴマシオコキバガ,,,,"Scrobipalpula japonica Povolný, 2000",,,
species-1317,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Ergasiola,,ergasima,,(Meyrick),1916,ヒヨドリジョウゴキバガ,,,,"Ergasiola ergasima (Meyrick, 1916)",,,
species-1318,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Agonocheaetia,,intermedia,,Sattler,1968,カギモンキバガ,,,,"Agonocheaetia intermedia Sattler, 1968",,,
species-1319,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Microcraspedus,,deserticolellus,,(Staudinger),1870,クロスジコキバガ,,,,"Microcraspedus deserticolellus (Staudinger, 1870)",,,
species-1320,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Ephysteris,,promptella,,(Staudinger),1859,シマクロスジコキバガ,,,,"Ephysteris promptella (Staudinger, 1859)",,新記録・再分類等,
species-1321,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Recurvaria,,comprobata,,(Meyrick),1935,シロクロキバガ,,,,"Recurvaria comprobata (Meyrick, 1935)",,,
species-1322,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiodes,,orientalis,,Park,1992,キボシキバガ,,,,"Teleiodes orientalis Park, 1992",,,
species-1323,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiodes,,"sp. of Funakoshi et al., 2015",,,,ヒメキボシキバガ,,,,"Teleiodes sp. of Funakoshi et al., 2015",,未同定種の追加,
species-1324,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiodes,,gangwonensis,,Park & Ponomarenko,2007,コキボシキバガ,,,,"Teleiodes gangwonensis Park & Ponomarenko, 2007",,,
species-1325,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiodes,,yangyangensis,,(Park),1992,キボシクロキバガ,,,,"Teleiodes yangyangensis (Park, 1992)",,,
species-1326,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiodes,,flavipunctatella,,(Park),1992,ニセキボシクロキバガ,,,,"Teleiodes flavipunctatella (Park, 1992)",,,
species-1327,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiodes,,deogyusanae,,Park,1992,ドギュンサンコキボシキバガ,,,,"Teleiodes deogyusanae Park, 1992",,,
species-1328,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiodes,,hortensis,,Li & Zheng,1996,ウスキボシキバガ,,,,"Teleiodes hortensis Li & Zheng, 1996",,,
species-1329,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiodes,,linearivalvata,,(Moriuti),1977,ワタナベクロオビキバガ,,,,"Teleiodes linearivalvata (Moriuti, 1977)",,,
species-1330,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiodes,,"sp. 3 of Oku, 2003",,,,ケヤキキバガ,,,,"Teleiodes sp. 3 of Oku, 2003",,,
species-1331,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiodes,,"sp. of Kogi, 2017",,,,シラカバキボシキバガ,,,,"Teleiodes sp. of Kogi, 2017",,未同定種の追加,
species-1332,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Carpatolechia,,digitilobella,,(Park),1992,ウスクロオビキバガ,,,,"Carpatolechia digitilobella (Park, 1992)",,,
species-1333,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Carpatolechia,,proximella,,(Hübner),1796,クロホシハイキバガ,,,,"Carpatolechia proximella (Hübner, 1796)",,,
species-1334,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Carpatolechia,,bradleyi,,(Park),1992,ゴマダラウスチャキバガ,,,,"Carpatolechia bradleyi (Park, 1992)",,,
species-1335,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Carpatolechia,,daehania,,(Park),1993,ネジロナカグロキバガ,,,,"Carpatolechia daehania (Park, 1993)",,,
species-1336,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Carpatolechia,,fugitivella,,(Zeller),1839,ズマダラハイキバガ,,,,"Carpatolechia fugitivella (Zeller, 1839)",,,
species-1337,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Carpatolechia,,alburnella,,(Zeller),1839,ウスクロテンシロキバガ,,,,"Carpatolechia alburnella (Zeller, 1839)",,,
species-1338,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Pseudotelphusa,,incognitella,,(Caradja),1920,ナラクロオビキバガ,,,,"Pseudotelphusa incognitella (Caradja, 1920)",,,
species-1339,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Pseudotelphusa,,pekunensis,,Park,1993,ニセナラクロオビキバガ,,,,"Pseudotelphusa pekunensis Park, 1993",,,
species-1340,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Pseudotelphusa,,acrobrunella,,Park,1992,ゴマフキイロキバガ,,,,"Pseudotelphusa acrobrunella Park, 1992",,,
species-1341,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Pseudotelphusa,,paripunctella,,(Thunberg),1794,ヤチヤナギキバガ,,,,"Pseudotelphusa paripunctella (Thunberg, 1794)",,,
species-1342,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Pseudotelphusa,,nephomicta,,(Meyrick),1932,クロオビハイキバガ,,,,"Pseudotelphusa nephomicta (Meyrick, 1932)",,,
species-1343,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Pseudotelphusa,,"sp. of Kogi, 2018",,,,ホソハイジロキバガ,,ホソバハイジロキバガ,,"Pseudotelphusa sp. of Kogi, 2018",,,
species-1344,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Telphusa,,quercicola,,(Park),1992,ナラウスオビキバガ,,,,"Telphusa quercicola (Park, 1992)",,,
species-1345,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Concubina,,trigonalis,,Park & Ponomarenko,2007,ウバメガシハマキキバガ,,ネグロハイイロキバガ; クロオビシロキバガ,,"Concubina trigonalis Park & Ponomarenko, 2007",,,
species-1346,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Altenia,,inscriptella,,(Christoph),1882,イシガケモンハイイロキバガ,,,,"Altenia inscriptella (Christoph, 1882)",,,
species-1347,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Altenia,,perspersella,,(Wocke),1862,ダイセツキバガ,,,,"Altenia perspersella (Wocke, 1862)",,,
species-1348,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Teleiopsis,,moteleela,,Ponomarenko & Park,2007,サビイロクロキバガ,,セジロキバガ,,"Teleiopsis moteleela Ponomarenko & Park, 2007",,,
species-1349,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,Exoteleia,,dodecella,,(Linnaeus),1758,マツノクロボシキバガ,,,,"Exoteleia dodecella (Linnaeus, 1758)",,,
species-1350,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Anacampsis,,triangulella,,Park,1988,カンバシモフリキバガ,,,,"Anacampsis triangulella Park, 1988",,,
species-1351,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Anacampsis,,"sp. of Ueda, 2013",,,,ダケカンバキバガ,,,,"Anacampsis sp. of Ueda, 2013",,,
species-1352,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Anacampsis,,populella,,(Clerck),1759,ポプラキバガ,,,,"Anacampsis populella (Clerck, 1759)",,,
species-1353,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Anacampsis,,anisogramma,,(Meyrick),1927,サクラキバガ,,,,"Anacampsis anisogramma (Meyrick, 1927)",,,
species-1354,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Anacampsis,,solemnella,,(Christoph),1882,シロオビクロキバガ,,,,"Anacampsis solemnella (Christoph, 1882)",,,
species-1355,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Anacampsis,,okui,,Park,1988,コナラキバガ,,,,"Anacampsis okui Park, 1988",,,
species-1356,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Anacampsis,,mongolicae,,Park,1988,ミズナラキバガ,,,,"Anacampsis mongolicae Park, 1988",,,
species-1357,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Anacampsis,,lignaria,,(Meyrick),1926,ツツジキバガ,,,,"Anacampsis lignaria (Meyrick, 1926)",,,
species-1358,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Anacampsis,,homoplasta,,(Meyrick),1932,メドハギキバガ,,,,"Anacampsis homoplasta (Meyrick, 1932)",,新記録・再分類等,
species-1359,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Aproaerema,,anthyllidella,,(Hübner),[1813],クロチビキバガ,,,,"Aproaerema anthyllidella (Hübner, [1813])",,,
species-1360,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Sophronia,,iciculata,,Omelko,1999,マエジロキバガ,,,,"Sophronia iciculata Omelko, 1999",,,
species-1361,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Bryotropha,,svenssoni,,Park,1984,ハイマダラキバガ,,,,"Bryotropha svenssoni Park, 1984",,,
species-1362,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Bryotropha,,mundella,,(Douglas),1850,チャマダラキバガ,,,,"Bryotropha mundella (Douglas, 1850)",,,
species-1363,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Bryotropha,,similis,,(Stainton),1854,ニセチャマダラキバガ,,,,"Bryotropha similis (Stainton, 1854)",,,
species-1364,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Aroga,,mesostrepta,,(Meyrick),1932,シロモンクロキバガ,,,,"Aroga mesostrepta (Meyrick, 1932)",,,
species-1365,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Aroga,,gozmanyi,,Park,1991,シロテンクロキバガ,,,,"Aroga gozmanyi Park, 1991",,,
species-1366,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Aulidiotis,,bicolor,,Moriuti,1977,ツマキキバガ,,,,"Aulidiotis bicolor Moriuti, 1977",,,
species-1367,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Aulidiotis,,phoxopterella,,(Snellen),1903,ミナミツマキキバガ,,,,"Aulidiotis phoxopterella (Snellen, 1903)",,,
species-1368,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Battaristis,,majuscula,,Omelko,1993,マルバクロヘリキバガ,,,,"Battaristis majuscula Omelko, 1993",,,
species-1369,Gelechiidae,キバガ科,Anacampsinae,サクラキバガ亜科,,,Battaristis,,minuscula,,Omelko,1993,ヒメマルバクロヘリキバガ,,ミニクロヘリキバガ,,"Battaristis minuscula Omelko, 1993",,,
species-1370,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Aristotelia,,citrocosma,,Meyrick,1906,ミドリチビキバガ,,,,"Aristotelia citrocosma Meyrick, 1906",,,
species-1371,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Aristotelia,,"sp. of Ueda, 2013",,,,ホソバハイキバガ,,,,"Aristotelia sp. of Ueda, 2013",,,
species-1372,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Stegasta,,jejuensis,,Park & Omelko,1994,チェジュキバガ,,,,"Stegasta jejuensis Park & Omelko, 1994",,,
species-1373,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Stegasta,,abdita,,Park & Omelko,1994,ニセチェジュキバガ,,,,"Stegasta abdita Park & Omelko, 1994",,,
species-1374,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Agnippe,,albidorsella,,(Snellen),1884,ハギノシロオビキバガ,,,,"Agnippe albidorsella (Snellen, 1884)",,,
species-1375,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Agnippe,,syrictis,,(Meyrick),1936,セジロチビキバガ,,,,"Agnippe syrictis (Meyrick, 1936)",,,
species-1376,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Agnippe,,"sp. of Kogi, 2020",,,,ハルニレチビキバガ,,,,"Agnippe sp. of Kogi, 2020",,未同定種の追加,
species-1377,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Photodotis,,adornata,,Omelko,,カドホシキバガ,,,,Photodotis adornata Omelko,,,
species-1378,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Photodotis,,palens,,Omelko,,クロカドホシキバガ,,,,Photodotis palens Omelko,,,
species-1379,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Polyhymno,,obliquata,,(Matsumura),1931,カギツマシマキバガ,,,,"Polyhymno obliquata (Matsumura, 1931)",,名前変更,
species-1380,Gelechiidae,キバガ科,Aristoteliinae,カザリキバガ亜科,,,Polyhymno,,"sp. 1 of Ueda, 2013",,,,カギツマオビキバガ,,,,"Polyhymno sp. 1 of Ueda, 2013",,名前変更,
