科,亜科,属,種小名,和名
ハムシ科,ヒゲナガハムシ亜科,Xanthogaleruca,seminigra,カエデハムシ
ハムシ科,ヒゲナガハムシ亜科,Agelasa,nigriceps,キクビアオハムシ
ハムシ科,ヒゲナガハムシ亜科,Agelastica,coerulea,ハンノキハムシ
ハムシ科,ヒゲナガハムシ亜科,Arthrotus,niger,ムナグロツヤハムシ
ハムシ科,ヒゲナガハムシ亜科,Dercetina,azumai,アオバヒゲナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Gallerucida,bifasciata,イタドリハムシ
ハムシ科,ヒゲナガハムシ亜科,Gallerucida,flavipennis,ズグロアカハムシ
ハムシ科,ヒゲナガハムシ亜科,Gallerucida,lewisi,ムツキボシハムシ
ハムシ科,ヒゲナガハムシ亜科,Gallerucida,oshimana,アマミカバイロハムシ
ハムシ科,ヒゲナガハムシ亜科,Hamushia,eburata,ヨツキボシハムシ
ハムシ科,ヒゲナガハムシ亜科,Hamushia,konishii,ヨモギモンキハムシ
ハムシ科,ヒゲナガハムシ亜科,Morphosphaera,caerulea,オキナワイチモンジハムシ
ハムシ科,ヒゲナガハムシ亜科,Morphosphaera,japonica,イチモンジハムシ
ハムシ科,ヒゲナガハムシ亜科,Sphenoraia,intermedia,アオバノコヒゲハムシ
ハムシ科,ヒゲナガハムシ亜科,Atrachya,flavomaculata,モンキウリハムシモドキ
ハムシ科,ヒゲナガハムシ亜科,Atrachya,menetriesi,ウリハムシモドキ
ハムシ科,ヒゲナガハムシ亜科,Aulacophora,bicolor,フタイロウリハムシ
ハムシ科,ヒゲナガハムシ亜科,Aulacophora,indica,ウリハムシ
ハムシ科,ヒゲナガハムシ亜科,Aulacophora,lewisii,ヒメクロウリハムシ
ハムシ科,ヒゲナガハムシ亜科,Aulacophora,loochooensis,ルリバネウリハムシ
ハムシ科,ヒゲナガハムシ亜科,Aulacophora,nigripennis,クロウリハムシ　基亜種
ハムシ科,ヒゲナガハムシ亜科,Aulacophora,nigripennis,クロウリハムシ　奄美沖縄亜種
ハムシ科,ヒゲナガハムシ亜科,Aulacophora,nigripennis,クロウリハムシ　伊豆諸島亜種
ハムシ科,ヒゲナガハムシ亜科,Cerophysa,miyatakei,オキナワヒメナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Cerophysa,tibialis,クロバヒゲナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Cerophysella,basalis,カクムネヒゲナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Charaea,costatum,アトスジヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Clerotilia,flavomarginata,キアシヒゲナガアオハムシ
ハムシ科,ヒゲナガハムシ亜科,Cneorane,elegans,キムネアオハムシ
ハムシ科,ヒゲナガハムシ亜科,Epaenidea,elegans,アオバヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Epaenidea,reoi,ケラマヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Epiluperodes,ryukyuana,キイロヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Euliroetis,abdominalis,クロバハラグリハムシ
ハムシ科,ヒゲナガハムシ亜科,Euliroetis,nigripes,クロアシハラグリハムシ
ハムシ科,ヒゲナガハムシ亜科,Euliroetis,ornata,シロモンハラグリハムシ
ハムシ科,ヒゲナガハムシ亜科,Fleutiauxia,armata,クワハムシ
ハムシ科,ヒゲナガハムシ亜科,Haplosomoides,costata,ホソセスジハムシ
ハムシ科,ヒゲナガハムシ亜科,Haplosomoides,miyamotoi,キセスジハムシ
ハムシ科,ヒゲナガハムシ亜科,Hesperomorpha,hirsuta,ケブカクロナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Japonitata,nigrita,クロセスジハムシ
ハムシ科,ヒゲナガハムシ亜科,Liroetis,coeruleipennis,ルリバネナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Luperus,laricis,ムナキホソヒゲナガハムシ　基亜種
ハムシ科,ヒゲナガハムシ亜科,Luperus,laricis,ムナキホソヒゲナガハムシ　本州亜種
ハムシ科,ヒゲナガハムシ亜科,Luperus,moorii,クロウスバハムシ
ハムシ科,ヒゲナガハムシ亜科,Medythia,nigrobilineata,フタスジヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Medythia,suturalis,フトスジヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,chujoi,コモンアシナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,dichroa,ホタルハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,fulvicollis,アオバアシナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,hiurai,ヒウラアシナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,kurosawai,ムネアカウスイロハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,minor,ヒメアシナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,miyamotoi,ミヤモトアシナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,nojiriensis,ヒメウスイロハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,pallidula,キイロクワハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,quadriguttata,モンキアシナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,sakishimana,サキシマアシナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Monolepta,shirozui,シロウズアシナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Paridea,(Paridea),アトボシハムシ
ハムシ科,ヒゲナガハムシ亜科,Paridea,(Paridea),ヨツボシハムシ
ハムシ科,ヒゲナガハムシ亜科,Taphinellina,akkoae,ハラマダラヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Taphinellina,amamiensis,アマミキバラヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Taphinellina,chujoi,ニセキバラヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Taphinellina,cyanea,ハラグロヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Taphinellina,flaviventris,キバラヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Taphinellina,iniqua,ルリヒラタヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Taphinellina,nobyi,オオルリヒメハムシ
ハムシ科,ヒゲナガハムシ亜科,Theopea,aureoviridis,キンリョクヒゲナガハムシ
ハムシ科,ヒゲナガハムシ亜科,Oides,bowringii,キベリハムシ
ハムシ科,ホソハムシ亜科,Syneta,adamsi,カバノキハムシ
ハムシ科,ホソハムシ亜科,Syneta,brevitibialis,ヒメカバノキハムシ
ハムシ科,コガネハムシ亜科,Sagra,femorata,フェモラータモモブトハムシ
ハムシ科,マメゾウムシ亜科,Spermophagus,rufiventris,イクビマメゾウムシ
ハムシ科,マメゾウムシ亜科,Spermophagus,testaceicolor,チャイロイクビマメゾウムシ
ハムシ科,マメゾウムシ亜科,Zabrotes,subfasciatus,ブラジルマメゾウムシ
ハムシ科,マメゾウムシ亜科,Acanthoscelides,griseolus,キョウトマメゾウムシ
ハムシ科,マメゾウムシ亜科,Acanthoscelides,obtectus,インゲンマメゾウムシ
ハムシ科,マメゾウムシ亜科,Acanthoscelides,pallidipennis,イタチハギマメゾウムシ
ハムシ科,マメゾウムシ亜科,Acanthoscelides,pusillimus,チビマメゾウムシ
ハムシ科,マメゾウムシ亜科,Borowiecius,ademptus,チャバラマメゾウムシ
ハムシ科,マメゾウムシ亜科,Bruchidius,japonicus,サムライマメゾウムシ
ハムシ科,マメゾウムシ亜科,Bruchidius,lautus,ヒゲナガマメゾウムシ
ハムシ科,マメゾウムシ亜科,Bruchidius,serricollis,シリグロマメゾウムシ
ハムシ科,マメゾウムシ亜科,Bruchidius,terreus,ネムノキマメゾウムシ
ハムシ科,マメゾウムシ亜科,Bruchidius,urbanus,シリアカマメゾウムシ
ハムシ科,マメゾウムシ亜科,Callosobruchus,analis,ワモンマメゾウムシ
ハムシ科,マメゾウムシ亜科,Callosobruchus,chinensis,アズキマメゾウムシ
ハムシ科,マメゾウムシ亜科,Callosobruchus,maculatus,ヨツモンマメゾウムシ
ハムシ科,マメゾウムシ亜科,Callosobruchus,phaseoli,タテモンマメゾウムシ
ハムシ科,マメゾウムシ亜科,Megabruchidius,dorsalis,サイカチマメゾウムシ
ハムシ科,マメゾウムシ亜科,Megabruchidius,sophorae,エンジュマメゾウムシ
ハムシ科,マメゾウムシ亜科,Sennius,lebasi,クロモンマメゾウムシ
ハムシ科,マメゾウムシ亜科,Sulcobruchus,sauteri,ザウテルマメゾウムシ
ハムシ科,マメゾウムシ亜科,Bruchus,loti,ミヤコグサマメゾウムシ
ハムシ科,マメゾウムシ亜科,Bruchus,pisorum,エンドウゾウムシ
ハムシ科,マメゾウムシ亜科,Bruchus,rufimanus,ソラマメゾウムシ
ハムシ科,マメゾウムシ亜科,Kytorhinus,senilis,シャープマメゾウムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Cyphogaster),ガガブタネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Cyphogaster),イネネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donacia),セラネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donacia),コウホネネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),キアシネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),フトネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),クロガネネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),アオノネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),アカガネネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),キンイロネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),カツラネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),ツヤネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),アシボソネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),キタヒラタネクイハムシ　基亜種
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),キタヒラタネクイハムシ 本州亜種
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),ニセヒラタネクイハムシ
ハムシ科,ネクイハムシ亜科,Donacia,(Donaciomima),ホソネクイハムシ
ハムシ科,ネクイハムシ亜科,Macroplea,japana,キイロネクイハムシ
ハムシ科,ネクイハムシ亜科,Macroplea,mutica,キタキイロネクイハムシ
ハムシ科,ネクイハムシ亜科,Plateumaris,akiensis,アキミズクサハムシ
ハムシ科,ネクイハムシ亜科,Plateumaris,constricticollis,オオネクイハムシ　基亜種
ハムシ科,ネクイハムシ亜科,Plateumaris,constricticollis,オオネクイハムシ　信濃亜種
ハムシ科,ネクイハムシ亜科,Plateumaris,constricticollis,オオネクイハムシ　亜種
ハムシ科,ネクイハムシ亜科,Plateumaris,sericea,キヌツヤミズクサハムシ
ハムシ科,ネクイハムシ亜科,Plateumaris,shirahatai,シラハタネクイハムシ
ハムシ科,ネクイハムシ亜科,Plateumaris,weisei,ヒラシマミズクサハムシ
ハムシ科,クビボソハムシ亜科,Crioceris,orientalis,カタボシクビナガハムシ
ハムシ科,クビボソハムシ亜科,Crioceris,quatuordecimpunctata,ジュウシホシクビナガハムシ
ハムシ科,クビボソハムシ亜科,Lilioceris,(Bradyceris),ルイスクビナガハムシ
ハムシ科,クビボソハムシ亜科,Lilioceris,(Lilioceris),ベーリークビナガハムシ
ハムシ科,クビボソハムシ亜科,Lilioceris,(Lilioceris),オキナワクビナガハムシ
ハムシ科,クビボソハムシ亜科,Lilioceris,(Lilioceris),ユリクビナガハムシ
ハムシ科,クビボソハムシ亜科,Lilioceris,(Lilioceris),ホソクビナガハムシ
ハムシ科,クビボソハムシ亜科,Lilioceris,(Lilioceris),キイロクビナガハムシ
ハムシ科,クビボソハムシ亜科,Lilioceris,(Lilioceris),カタモンクビナガハムシ
ハムシ科,クビボソハムシ亜科,Lilioceris,(Lilioceris),クロバネクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lilioceris,(Lilioceris),アカクビナガハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),ルリクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),キバラルリクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),ヒメアカクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),トゲアシクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),ササキクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),トホシクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),キオビクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),スゲクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),アカクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),クズクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),ネッタイアカクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Lema),セアカクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Petauristes),キベリクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Petauristes),ヤマイモハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Petauristes),オオクビボソハムシ
ハムシ科,クビボソハムシ亜科,Lema,(Petauristes),ナスクビボソハムシ
ハムシ科,クビボソハムシ亜科,Oulema,(Oulema),セスジクビボソハムシ
ハムシ科,クビボソハムシ亜科,Oulema,(Oulema),アワクビボソハムシ
ハムシ科,クビボソハムシ亜科,Oulema,(Oulema),ムギクビボソハムシ
ハムシ科,クビボソハムシ亜科,Oulema,(Oulema),クビアカクビボソハムシ
ハムシ科,クビボソハムシ亜科,Oulema,(Oulema),イネクビボソハムシ
ハムシ科,クビボソハムシ亜科,Oulema,(Oulema),キアシクビボソハムシ
ハムシ科,カメノコハムシ亜科,Aspidimorpha,(Aspidimorpha),ジンガサハムシ
ハムシ科,カメノコハムシ亜科,Aspidimorpha,(Aspidimorpha),ゴマダラジンガサハムシ
ハムシ科,カメノコハムシ亜科,Aspidimorpha,(Aspidimorpha),スキバジンガサハムシ
ハムシ科,カメノコハムシ亜科,Laccoptera,(Laccopteroidea),ヨツモンカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,circumdata,タテスジヒメジンガサハムシ
ハムシ科,カメノコハムシ亜科,Cassida,concha,キイロカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,crucifera,セモンジンガサハムシ
ハムシ科,カメノコハムシ亜科,Cassida,erudita,ミドリカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,ferruginea,イカリアオカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,fuscorufa,ヒメジンガサハムシ
ハムシ科,カメノコハムシ亜科,Cassida,japana,イノコズチカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,lineola,クロスジカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,mongolica,クロカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,murraea,ベニカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,nebulosa,ナミカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,nobilis,スジキイロカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,obtusata,ミカンカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,piperata,ヒメカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,rubiginosa,アオカメノコハムシ　基亜種
ハムシ科,カメノコハムシ亜科,Cassida,rubiginosa,アオカメノコハムシ　対馬亜種
ハムシ科,カメノコハムシ亜科,Cassida,sigillata,イカリヒメジンガサハムシ
ハムシ科,カメノコハムシ亜科,Cassida,velaris,チャイロカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,vespertina,コガタカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,vibex,セスジカメノコハムシ
ハムシ科,カメノコハムシ亜科,Cassida,vittata,スジミドリカメノコハムシ
ハムシ科,カメノコハムシ亜科,Glyphocassis,spilota,クロマダラカメノコハムシ
ハムシ科,カメノコハムシ亜科,Thlaspida,cribrosa,イチモンジカメノコハムシ
ハムシ科,カメノコハムシ亜科,Thlaspida,lewisii,ルイスジンガサハムシ
ハムシ科,カメノコハムシ亜科,Brontispa,longissima,ナガヒラタハムシ
ハムシ科,カメノコハムシ亜科,Agonita,omoro,オキナワホソヒラタハムシ
ハムシ科,カメノコハムシ亜科,Asamangulia,yonakuni,ヨナグニトゲハムシ
ハムシ科,カメノコハムシ亜科,Dactylispa,(Platypriella),タケトゲハムシ
ハムシ科,カメノコハムシ亜科,Dactylispa,(Platypriella),カタビロトゲハムシ
ハムシ科,カメノコハムシ亜科,Dactylispa,(Triplispa),ヒメキベリトゲハムシ
ハムシ科,カメノコハムシ亜科,Dactylispa,(Triplispa),ヒゴトゲハムシ
ハムシ科,カメノコハムシ亜科,Dicladispa,armigera,イネトゲハムシ
ハムシ科,カメノコハムシ亜科,Hispellinus,moerens,クロトゲハムシ
ハムシ科,カメノコハムシ亜科,Platypria,(Platypria),ヘリビロトゲハムシ
ハムシ科,カメノコハムシ亜科,Platypria,(Platypria),ツシマヘリビロトゲハムシ
ハムシ科,カメノコハムシ亜科,Rhadinosa,nigrocyanea,クロルリトゲハムシ
ハムシ科,カメノコハムシ亜科,Leptispa,miyamotoi,ミヤモトホソヒラタハムシ
ハムシ科,カメノコハムシ亜科,Leptispa,taguchii,タグチホソヒラタハムシ
ハムシ科,カメノコハムシ亜科,Notosacantha,ihai,アカヒラタカメノコハムシ
ハムシ科,カメノコハムシ亜科,Notosacantha,loochooana,チャイロヒラタカメノコハムシ
ハムシ科,カメノコハムシ亜科,Notosacantha,nishiyamai,キイロヒラタカメノコハムシ
ハムシ科,サルハムシ亜科,Acrothinium,gaschkevitchii,アカガネサルハムシ　基亜種
ハムシ科,サルハムシ亜科,Acrothinium,gaschkevitchii,アカガネサルハムシ　沖永良部島亜種
ハムシ科,サルハムシ亜科,Acrothinium,gaschkevitchii,アカガネサルハムシ　沖縄亜種
ハムシ科,サルハムシ亜科,Acrothinium,gaschkevitchii,アカガネサルハムシ　奄美亜種
ハムシ科,サルハムシ亜科,Acrothinium,gaschkevitchii,アカガネサルハムシ　吐噶喇亜種
ハムシ科,サルハムシ亜科,Bromius,obscurus,ブドウサルハムシ
ハムシ科,サルハムシ亜科,Demotina,aurosquama,コアラゲサルハムシ
ハムシ科,サルハムシ亜科,Demotina,bipunctata,フタモンアラゲサルハムシ
ハムシ科,サルハムシ亜科,Demotina,decorata,チビカサハラハムシ
ハムシ科,サルハムシ亜科,Demotina,elegans,ヤクカサハラハムシ
ハムシ科,サルハムシ亜科,Demotina,fasciata,クロオビカサハラハムシ
ハムシ科,サルハムシ亜科,Demotina,fasciculata,マダラアラゲサルハムシ
ハムシ科,サルハムシ亜科,Demotina,imasakai,イマサカアラゲサルハムシ
ハムシ科,サルハムシ亜科,Demotina,major,オオアラゲサルハムシ
ハムシ科,サルハムシ亜科,Demotina,modesta,カサハラハムシ
ハムシ科,サルハムシ亜科,Demotina,sasakawai,ササカワアラゲサルハムシ
ハムシ科,サルハムシ亜科,Demotina,serriventris,クシバアラゲサルハムシ
ハムシ科,サルハムシ亜科,Demotina,squamosa,アラゲサルハムシ
ハムシ科,サルハムシ亜科,Demotina,tuberosa,コブアラゲサルハムシ
ハムシ科,サルハムシ亜科,Demotina,vernalis,ヒメアラゲサルハムシ
ハムシ科,サルハムシ亜科,Fidia,atra,リンゴコフキハムシ
ハムシ科,サルハムシ亜科,Fidia,fulva,セアカケブカサルハムシ
ハムシ科,サルハムシ亜科,Fidia,itoi,スギケブカサルハムシ
ハムシ科,サルハムシ亜科,Fidia,japonica,ニホンケブカサルハムシ
ハムシ科,サルハムシ亜科,Fidia,kiiensis,セスジケブカサルハムシ
ハムシ科,サルハムシ亜科,Fidia,lewisi,ケブカサルハムシ
ハムシ科,サルハムシ亜科,Heteraspis,lewisii,ドウガネサルハムシ
ハムシ科,サルハムシ亜科,Heteraspis,sauteri,シワドウガネサルハムシ
ハムシ科,サルハムシ亜科,Osnaparis,nucea,アカチャサルハムシ
ハムシ科,サルハムシ亜科,Trichochrysea,japana,トビサルハムシ
ハムシ科,サルハムシ亜科,Trichochrysea,okinawana,オキナワトビサルハムシ　基亜種
ハムシ科,サルハムシ亜科,Trichochrysea,okinawana,オキナワトビサルハムシ　九州亜種
ハムシ科,サルハムシ亜科,Trichochrysea,sakishimana,サキシマトビサルハムシ
ハムシ科,サルハムシ亜科,Xanthonia,placida,キカサハラハムシ
ハムシ科,サルハムシ亜科,Abirus,fortunei,ツツサルハムシ
ハムシ科,サルハムシ亜科,Chrysochus,chinensis,オオサルハムシ
ハムシ科,サルハムシ亜科,Colaspoides,amamianus,アマミミドリサルハムシ
ハムシ科,サルハムシ亜科,Colaspoides,fulvus,シャシャンポサルハムシ
ハムシ科,サルハムシ亜科,Colaspoides,imasakai,イマサカミドリサルハムシ
ハムシ科,サルハムシ亜科,Colaspoides,japanus,ミドリサルハムシ
ハムシ科,サルハムシ亜科,Colaspoides,kasaharai,カサハラミドリサルハムシ
ハムシ科,サルハムシ亜科,Colaspoides,okinawanus,オキナワミドリサルハムシ
ハムシ科,サルハムシ亜科,Colaspoides,suginoi,スギノミドリサルハムシ
ハムシ科,サルハムシ亜科,Massiea,costata,ムネアカナガミドリサルハムシ
ハムシ科,サルハムシ亜科,Platycorynus,japonicus,オオミドリサルハムシ　基亜種
ハムシ科,サルハムシ亜科,Platycorynus,japonicus,オオミドリサルハムシ　沖永良部島亜種
ハムシ科,サルハムシ亜科,Colasposoma,dauricum,イモサルハムシ
ハムシ科,サルハムシ亜科,Colasposoma,viridicoeruleum,オキナワイモサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,amamiensis,ヨツモンサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,balyi,チャイロサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,borodinensis,ダイトウサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,davidi,ダビッドサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,fulvipes,アオバネサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,hirayamai,ニセウスイロサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,hirticollis,ムナゲクロサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,modesta,ルリサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,pallidula,ウスイロサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,ruficollis,ムネアカサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,uenoi,ドウイロムナゲサルハムシ
ハムシ科,サルハムシ亜科,Basilepta,varicolor,シイサルハムシ
ハムシ科,サルハムシ亜科,Cleoporus,lateralis,サクラサルハムシ
ハムシ科,サルハムシ亜科,Cleorina,aeneomicans,イクビルリハムシ
ハムシ科,サルハムシ亜科,Nodina,chalcosoma,アオガネヒメサルハムシ
ハムシ科,サルハムシ亜科,Nodina,kraussi,クラウスチビサルハムシ
ハムシ科,サルハムシ亜科,Nodina,morimotoi,モリモトチビサルハムシ
ハムシ科,サルハムシ亜科,Nodina,sauteri,ザウターチビサルハムシ
ハムシ科,サルハムシ亜科,Pagria,consimilis,ムネアカキバネサルハムシ
ハムシ科,サルハムシ亜科,Pagria,flavopustulata,ツヤキバネサルハムシ
ハムシ科,サルハムシ亜科,Pagria,ingibbosa,チビキバネサルハムシ
ハムシ科,サルハムシ亜科,Pagria,ussuriensis,マルキバネサルハムシ
ハムシ科,サルハムシ亜科,Parascela,cribrata,ヒメムクゲサルハムシ
ハムシ科,サルハムシ亜科,Rhyparida,lineolata,セスジサルハムシ
ハムシ科,サルハムシ亜科,Rhyparida,sakisimensis,モモブトサルハムシ
ハムシ科,ツヤハムシ亜科,Oomorphoides,cupreatus,ドウガネツヤハムシ
ハムシ科,ツヤハムシ亜科,Oomorphoides,loochooensis,リュウキュウツヤハムシ
ハムシ科,ツヤハムシ亜科,Oomorphoides,nigrocaeruleus,アオグロツヤハムシ
ハムシ科,ツヤハムシ亜科,Oomorphoides,okinawensis,オキナワツヤハムシ
ハムシ科,ツヤハムシ亜科,Oomorphoides,sakishimanus,サキシマツヤハムシ
ハムシ科,ツヤハムシ亜科,Oomorphus,(Oomorphus),ヒメツヤハムシ
ハムシ科,ツツハムシ亜科,Aetheomorpha,taiwana,タイワンカタハリナガツツハムシ
ハムシ科,ツツハムシ亜科,Clytra,(Clytra),ヨツボシナガツツハムシ
ハムシ科,ツツハムシ亜科,Coptocephala,orientalis,ヨツボシアカツツハムシ
ハムシ科,ツツハムシ亜科,Physosmaragdina,nigrifrons,クロオビツツハムシ
ハムシ科,ツツハムシ亜科,Smaragdina,aurita,キボシルリハムシ
ハムシ科,ツツハムシ亜科,Smaragdina,ihai,ツルグミナガツツハムシ
ハムシ科,ツツハムシ亜科,Smaragdina,mandzhura,ルリナガツツハムシ
ハムシ科,ツツハムシ亜科,Smaragdina,nipponensis,キイロナガツツハムシ
ハムシ科,ツツハムシ亜科,Smaragdina,quadratomaculata,アザミナガツツハムシ
ハムシ科,ツツハムシ亜科,Smaragdina,semiaurantiaca,ムナキルリハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Asionus),アイヌツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Asionus),セメノフツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Burlinius),フタスジツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Burlinius),チビルリツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Burlinius),エジマツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Burlinius),キアシチビツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Burlinius),ウスグロスジツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Burlinius),アカムネチビツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Burlinius),キモトツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Burlinius),タテスジキツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Burlinius),ハコネチビツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),ルリツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),キアシルリツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),コヤツボシツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),ニセセスジツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),カラフトツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),キスジツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),リュウキュウツツハムシ　基亜種
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),リュウキュウツツハムシ　宮古島亜種
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),クロボシツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),ツヤルリツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),ヨツモンクロツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),ムツキボシツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),セスジツツハムシ
ハムシ科,ツツハムシ亜科,Cryptocephalus,(Cryptocephalus),ヤツボシツツハムシ
