大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,出典
3009,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Sphinx,,caliginea,,(Butler),1877,,クロスズメ,クロスズメ,,,,,,"Sphinx caliginea (Butler, 1877)",ゴヨウマツ (マツ科); ゴヨウマツ (以上マツ科); アカマツ、クロマツ、エゾマツ、; アカマツ; クロマツ; エゾマツ; アカマツ、クロマツ、エゾマツ、; アカマツ; クロマツ; エゾマツ; アカマツ、クロマツ、エゾマツ、; アカマツ; クロマツ; エゾマツ; アカマツ、クロマツ、エゾマツ、; アカマツ; クロマツ; エゾマツ; アカマツ; クロマツ; エゾマツ; アカマツ; クロマツ; エゾマツ; ; ; アカマツ; クロマツ; エゾマツ; ; アカマツ; クロマツ; エゾマツ; アカマツ; クロマツ; エゾマツ; ; アカマツ; クロマツ; エゾマツ;; アカマツ; クロマツ; エゾマツ; ; アカマツ; クロマツ; エゾマツ;; アカマツ; クロマツ; エゾマツ,日本産蛾類標準図鑑1
3008,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Sphinx,,crassistriga,,(Rothschild & Jordan),1903,,オビグロスズメ,オビグロスズメ,,,,,,"Sphinx crassistriga (Rothschild & Jordan, 1903)",モミ (マツ科),日本産蛾類標準図鑑1
3013,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Kentrochrysalis,,consimilis,,Rothschild & Jordan,1903,,クロテンケンモンスズメ,,,,,,,"Kentrochrysalis consimilis Rothschild & Jordan, 1903",トネリコ (モクセイ科); トネリコ (以上モクセイ科); イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ; ハシドイ; イボタノキ; ハシドイ; ; ; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;,日本産蛾類標準図鑑1
3010,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Dolbina,,tancrei,,Staudinger,1887,,サザナミスズメ,,,,,,,"Dolbina tancrei Staudinger, 1887",トネリコ (モクセイ科); トネリコ (以上モクセイ科); イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ; ハシドイ; イボタノキ; ハシドイ; ; ; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;,日本産蛾類標準図鑑1
3012,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Dolbina,,exacta,,Staudinger,1892,,ヒメサザナミスズメ,,,,,,,"Dolbina exacta Staudinger, 1892",トネリコ (モクセイ科); トネリコ (以上モクセイ科); イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ、ハシドイ、; イボタノキ; ハシドイ; イボタノキ; ハシドイ; イボタノキ; ハシドイ; ; ; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;; イボタノキ; ハシドイ; ; イボタノキ; ハシドイ;,日本産蛾類標準図鑑1
3011,Sphingidae,スズメガ科,Sphinginae,スズメガ亜科,,,,,Dolbina,,inexacta,,(Walker),1856,,タイワンサザナミスズメ,,,,,,,"Dolbina inexacta (Walker, 1856)",モクセイ科; 不明; モクセイ科; 不明; モクセイ科; 不明; モクセイ科; 不明; モクセイ科; 不明,日本産蛾類標準図鑑1
3014,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Ambulyx,,tobii,,Inoue,1976,,セトウチホソバスズメ,セトウチホソバスズメ,旧名：アジアホソバスズメ,,,出版後の追加,名前変更,,不明; 不明; 不明; 不明; 不明,
3015,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Ambulyx,,schauffelbergeri,,Bremer & Grey,1853,,モンホソバスズメ,,,,,,,"Ambulyx schauffelbergeri Bremer & Grey, 1853",サワグルミ (以上クルミ科); クルミ科; オニグルミ; クルミ科; オニグルミ; クルミ科; オニグルミ; クルミ科; オニグルミ; クルミ科; オニグルミ,日本産蛾類標準図鑑1
3016,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Ambulyx,,ochracea,,Butler,1885,,ホソバスズメ,ホソバスズメ,,,,出版後の追加,名前変更,"Ambulyx ochracea Butler, 1885",ヌルデ (ウルシ科),日本産蛾類標準図鑑1
3017,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Ambulyx,,japonica,,Rothschild,1894,,フトオビホソバスズメ,フトオビホソバスズメ,,,,,,"Ambulyx japonica Rothschild, 1894",アカシア (カバノキ科); アカシデ (カバノキ科); クマシデ、; クマシデ; クマシデ、; クマシデ; クマシデ、; クマシデ; クマシデ、; クマシデ; クマシデ; クマシデ; ; ; クマシデ; ; クマシデ; クマシデ; ; クマシデ;; クマシデ; ; クマシデ;; クマシデ; ; クマシデ;; クマシデ; ; クマシデ;,日本産蛾類標準図鑑1
3018,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Clanis,,bilineata,,(Walker),1866,,トビイロスズメ,トビイロスズメ,,,,,,"Clanis bilineata (Walker, 1866)",ハリエンジュ (マメ科); ハリエンジュ (以上マメ科); フジ、ハギ、クズ、; フジ; ハギ類; クズ; フジ、ハギ、クズ、; フジ; ハギ類; クズ; フジ、ハギ、クズ、; フジ; ハギ類; クズ; フジ、ハギ、クズ、; フジ; ハギ類; クズ; フジ; ハギ; クズ; フジ; ハギ類; クズ; ; ; フジ; ハギ; クズ; ; フジ; ハギ類; クズ; フジ; ハギ; クズ; ; フジ; ハギ類; クズ;; フジ; ハギ; クズ; ; フジ; ハギ類; クズ;; フジ; ハギ; クズ; ; フジ; ハギ類; クズ;; フジ; ハギ; クズ; ; フジ; ハギ類; クズ;,日本産蛾類標準図鑑1
3019,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Polyptychus,,chinensis,,Rothschild & Jordan,1903,,ハガタスズメ,,,,,,,"Polyptychus chinensis Rothschild & Jordan, 1903",チシャノキ (ムラサキ科); 不明; 不明; 不明; 不明; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明,日本産蛾類標準図鑑1
3020,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Marumba,,gaschkewitschii,,(Bremer & Grey),1853,,モモスズメ,モモスズメ,,,,,,"Marumba gaschkewitschii (Bremer & Grey, 1853)",バラ科、ニシキギ科、スイカズラ科、ツゲ科; バラ科を主に食す; ニシキギ科; スイカズラ科; ツゲ科; バラ科、ニシキギ科、スイカズラ科、ツゲ科; バラ科を主に食す; バラ科、ニシキギ科、スイカズラ科、ツゲ科; バラ科を主に食す; バラ科、ニシキギ科、スイカズラ科、ツゲ科; バラ科を主に食す; バラ科; ニシキギ科; スイカズラ科; ツゲ科; バラ科を主に食す; バラ科; ニシキギ科; スイカズラ科; ツゲ科; バラ科を主に食す; ニシキギ科; スイカズラ科; ツゲ科; バラ科; ニシキギ科; スイカズラ科; ツゲ科; バラ科を主に食す; バラ科; ニシキギ科; スイカズラ科; ツゲ科; バラ科を主に食す; バラ科; ニシキギ科; スイカズラ科; ツゲ科; バラ科を主に食す; バラ科; ニシキギ科; スイカズラ科; ツゲ科; バラ科を主に食す,日本産蛾類標準図鑑1
3021,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Marumba,,saishiuana,,Okamoto,1924,,タイワンクチバスズメ,タイワンクチバスズメ,,,,,,"Marumba saishiuana Okamoto, 1924",ヤマビワ (アワブキ科); 不明; 不明; 不明; 不明; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明; ; 不明,日本産蛾類標準図鑑1
3022,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Marumba,,jankowskii,,(Oberthür),1880,,ヒメクチバスズメ,,,,,,,"Marumba jankowskii (Oberthür, 1880)",シナノキ (アオイ科),日本産蛾類標準図鑑1
3023,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Marumba,,sperchius,,(Ménétriès),1857,,クチバスズメ,クチバスズメ,,,,,,"Marumba sperchius (Ménétriès, 1857)",コナラ (ブナ科); コナラ (ブナ科); シラカシ、ウバメガシ、; シラカシ; ウバメガシ; シラカシ、ウバメガシ、; シラカシ; ウバメガシ; シラカシ、ウバメガシ、; シラカシ; ウバメガシ; シラカシ、ウバメガシ、; シラカシ; ウバメガシ; シラカシ; ウバメガシ; シラカシ; ウバメガシ; ; ; シラカシ; ウバメガシ; ; シラカシ; ウバメガシ; シラカシ; ウバメガシ; ; シラカシ; ウバメガシ;; シラカシ; ウバメガシ; ; シラカシ; ウバメガシ;; シラカシ; ウバメガシ; ; シラカシ; ウバメガシ;; シラカシ; ウバメガシ; ; シラカシ; ウバメガシ;,日本産蛾類標準図鑑1
3024,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Langia,,zenzeroides,,Moore,1872,,オオシモフリスズメ,オオシモフリスズメ,,,,,,"Langia zenzeroides Moore, 1872",スモモ (バラ科); スモモ (以上バラ科); サクラ類、ウメ、アンズ、モモ、; サクラ類; ウメ; アンズ; モモ; サクラ類、ウメ、アンズ、モモ、; サクラ類; ウメ; アンズ; モモ; サクラ類、ウメ、アンズ、モモ、; サクラ類; ウメ; アンズ; モモ; サクラ類、ウメ、アンズ、モモ、; サクラ類; ウメ; アンズ; モモ; サクラ類; ウメ; アンズ; モモ; サクラ類; ウメ; アンズ; モモ; ; ; サクラ類; ウメ; アンズ; モモ; ; サクラ類; ウメ; アンズ; モモ; サクラ類; ウメ; アンズ; モモ; ; サクラ類; ウメ; アンズ; モモ;; サクラ類; ウメ; アンズ; モモ; ; サクラ類; ウメ; アンズ; モモ;; サクラ類; ウメ; アンズ; モモ,日本産蛾類標準図鑑1
3025,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Parum,,colligata,,(Walker),1856,,ギンボシスズメ,ギンポシスズメ,,,,,,"Parum colligata (Walker, 1856)",コウゾ (クワ科); コウゾ (クワ科); カジノキ、; カジノキ; カジノキ、; カジノキ; カジノキ、; カジノキ; カジノキ、; カジノキ; カジノキ; カジノキ; ; ; カジノキ; ; カジノキ; カジノキ; ; カジノキ;; カジノキ; ; カジノキ;; カジノキ; ; カジノキ;; カジノキ; ; カジノキ;,日本産蛾類標準図鑑1
3026,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Mimas,,christophi,,(Staudinger),1887,,ヒサゴスズメ,,,,,,,"Mimas christophi (Staudinger, 1887)",ヤシャブシ (カバノキ科); ヤシャブシ (カバノキ科); ハンノキ、; ハンノキ; ハンノキ、; ハンノキ; ハンノキ、; ハンノキ; ハンノキ、; ハンノキ; ハンノキ; ハンノキ; ; ; ハンノキ; ; ハンノキ; ハンノキ; ; ハンノキ;; ハンノキ; ; ハンノキ;; ハンノキ; ; ハンノキ;; ハンノキ; ; ハンノキ;,日本産蛾類標準図鑑1
3029,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Smerinthus,,tokyonis,,Matsumura,1921,,コウチスズメ,,,,,,,"Smerinthus tokyonis Matsumura, 1921",スノキ (ツツジ科); スノキ (ツツジ科); ドウダンツツジ、; ドウダンツツジ; ドウダンツツジ、; ドウダンツツジ; ドウダンツツジ、; ドウダンツツジ; ドウダンツツジ、; ドウダンツツジ; ドウダンツツジ; ドウダンツツジ; ; ; ドウダンツツジ; ; ドウダンツツジ; ドウダンツツジ; ; ドウダンツツジ;; ドウダンツツジ; ; ドウダンツツジ;; ドウダンツツジ; ; ドウダンツツジ;; ドウダンツツジ; ; ドウダンツツジ;,日本産蛾類標準図鑑1
3028,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Smerinthus,,caecus,,Ménétriès,1857,,ヒメウチスズメ,,,,,,,"Smerinthus caecus Ménétriès, 1957",ヤマナラシ (ヤナギ科); オヒョウ (ニレ科); ヤマナラシ (ヤナギ科); オヒョウ (ニレ科); ドロヤナギ、、; ドロヤナギ; ドロヤナギ、、; ドロヤナギ; ドロヤナギ、、; ドロヤナギ; ドロヤナギ、、; ドロヤナギ; ドロヤナギ; ドロヤナギ; ; ; ; ; ドロヤナギ; ; ドロヤナギ; ドロヤナギ; ; ドロヤナギ; ;; ドロヤナギ; ; ドロヤナギ; ;; ドロヤナギ; ; ドロヤナギ; ;; ドロヤナギ; ; ドロヤナギ; ;,日本産蛾類標準図鑑1
3030,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Smerinthus,,planus,,Walker,1856,,ウチスズメ,ウチスズメ,,,,,,"Smerinthus planus Walker, 1856",サクラ (バラ科); シラカンバ (カバノキ科); シラカンバ (カバノキ科); ヤナギ科、、; ヤナギ科を主な寄主植物とするが; サクラ類; の記録もある; ヤナギ科、、; ヤナギ科を主な寄主植物とするが; サクラ類; ヤナギ科、、; ヤナギ科を主な寄主植物とするが; サクラ類; ヤナギ科、、; ヤナギ科を主な寄主植物とするが; サクラ類; ヤナギ科; ヤナギ科を主な寄主植物とするが; サクラ類; ; ; ; ヤナギ科; ; ヤナギ科を主な寄主植物とするが; サクラ類; の記録もある; ヤナギ科; ; ヤナギ科を主な寄主植物とするが; サクラ類; ヤナギ科; ; ヤナギ科を主な寄主植物とするが; サクラ類; ヤナギ科,日本産蛾類標準図鑑1
3027,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Callambulyx,,tatarinovii,,(Bremer & Grey),1853,,ウンモンスズメ,ウンモンスズメ,,,,,,"Callambulyx tatarinovii (Bremer & Grey, 1852)",アキニレ (ニレ科); アキニレ (以上ニレ科); ケヤキ、ハルニレ、; ケヤキ; ハルニレ; ケヤキ、ハルニレ、; ケヤキ; ハルニレ; ケヤキ、ハルニレ、; ケヤキ; ハルニレ; ケヤキ、ハルニレ、; ケヤキ; ハルニレ; ケヤキ; ハルニレ; ケヤキ; ハルニレ; ; ; ケヤキ; ハルニレ; ; ケヤキ; ハルニレ; ケヤキ; ハルニレ; ; ケヤキ; ハルニレ;; ケヤキ; ハルニレ; ; ケヤキ; ハルニレ;; ケヤキ; ハルニレ; ; ケヤキ; ハルニレ;; ケヤキ; ハルニレ; ; ケヤキ; ハルニレ;,日本産蛾類標準図鑑1
3031,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Laothoe,,amurensis,,(Staudinger),1892,,ノコギリスズメ,ノコギリスズメ,,,,,,"Laothoe amurensis (Staudinger, 1892)",ヤマナラシ (ヤナギ科); ヤマナラシ (以上ヤナギ科); ドロヤナギ、; ドロヤナギ; ドロヤナギ、; ドロヤナギ; ドロヤナギ、; ドロヤナギ; ドロヤナギ、; ドロヤナギ; ドロヤナギ; ドロヤナギ; ; ; ドロヤナギ; ; ドロヤナギ; ドロヤナギ; ; ドロヤナギ;; ドロヤナギ; ; ドロヤナギ;; ドロヤナギ; ; ドロヤナギ;; ドロヤナギ; ; ドロヤナギ;,日本産蛾類標準図鑑1
3032,Sphingidae,スズメガ科,Smerinthinae,ウチスズメ亜科,,,,,Phyllosphingia,,dissimilis,,(Bremer),1861,,エゾスズメ,エゾスズメ,,,,,,"Phyllosphingia dissimilis (Bremer, 1861)",オニグルミ (クルミ科),日本産蛾類標準図鑑1
3036,Sphingidae,スズメガ科,Macroglossinae,ホウジャク亜科,,,,,Cephonodes,,hylas,,(Linnaeus),1771,,オオスカシバ,オオスカシバ,,,,,,"Cephonodes hylas (Linnaeus, 1771)",コーヒーノキ (アカネ科); ツキヌキニンドウ (スイカズラ科); コーヒーノキ (以上アカネ科); ツキヌキニンドウ (スイカズラ科); クチナシ、アカミズキ、、; クチナシ; アカミズキ; クチナシ、アカミズキ、、; クチナシ; アカミズキ; クチナシ、アカミズキ、、; クチナシ; アカミズキ; クチナシ、アカミズキ、、; クチナシ; アカミズキ; クチナシ; アカミズキ; クチナシ; アカミズキ; ; ; ; ; クチナシ; アカミズキ; ; クチナシ; アカミズキ; クチナシ; アカミズキ; ; クチナシ; アカミズキ; ;; クチナシ; アカミズキ; ; クチナシ; アカミズキ; ;; クチナシ; アカミズキ; ; クチナシ; アカミズキ; ;; クチナシ; アカミズキ; ; クチナシ; アカミズキ; ;,日本産蛾類標準図鑑1
