大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,備考,出典
4122,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Abrostolini,マダラウワバ族,,,Abrostola,,sugii,,Dufay,1960,,ウスグロマダラウワバ,,,,,,,Abrostola sugii Dufay,不明,,日本産蛾類標準図鑑2
4123,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Abrostolini,マダラウワバ族,,,Abrostola,,abrostolina,,(Butler),1879,,ユミガタマダラウワバ,,,,,,,Abrostola abrostolina (Butler,"1879),クワクサ (クワ科)",,日本産蛾類標準図鑑2
4156,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Thysanoplusia,Thysanoplusia,orichalcea,,(Fabricius),1775,,ネッタイキクキンウワバ,,,,,,,Thysanoplusia orichalcea (Fabricius,"1775),アワユキセンダングサ; コセンダングサ(以上キク科); ニンジン (セリ科)など; 多種の植物につく。",,日本産蛾類標準図鑑2
4157,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Thysanoplusia,Thysanoplusia,intermixta,,(Warren),1913,,キクキンウワバ,,,,,,,Thysanoplusia intermixta (Warren,"1913),ゴボウ; アズマギク; エゾギク; シオン; ゴマナ; ヤマアザミ; フキ(以上キク科); キャベツ (アブラナ科); ハッカ(シソ科); イラクサ(イラクサ科); オタネニンジン(ウコギ科); セリ(セリ科); オランダイチゴ (バラ科)",,日本産蛾類標準図鑑2
4158,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Thysanoplusia,Daubeplusia,daubei,,(Boisduval),1840,,アミメギンウワバ,,,,,,,Thysanoplusia daubei (Boisduval,"1840),ノゲシ; タンポポ類; チシャ; コオニタビラコ; キクニガナ(以上キク科); ハッカ(シソ科)",,日本産蛾類標準図鑑2
4159,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Thysanoplusia,Daubeplusia,lectula,,(Walker),1858,,ハスモンキンウワバ,,,,,,,Thysanoplusia lectula (Walker,不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Dactyloplusia,,impulsa,,(Walker),1865,,コモンキンウワバ,,,,,,,Dactyloplusia impulsa (Walker,不明,,日本産蛾類標準図鑑2
4155,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Trichoplusia,,ni,,(Hübner),[1803],,イラクサギンウワバ,,,,,,,Trichoplusia ni (Hübner,"1803),多種の草本を食草とする; キャベツ; ハクサイ (以上アブラナ科); アキノノゲシ; ゴボウ(以上キク科); ジャガイモ(ナス科); キュウリ (ウリ科)",,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Ctenoplusia,Ctenoplusia,placida,,(Moore),1884,,ドウガネキンウワバ,ドウガネキンウワバ,,,,,,Ctenoplusia placida (Moore,不明,,日本産蛾類標準図鑑2
4162,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Ctenoplusia,Ctenoplusia,albostriata,,(Bremer & Grey),1853,,エゾギクキンウワバ,,,,,,,Ctenoplusia albostriata (Bremer & Grey,"1853),エゾギク; ヒメジョオン; アレチノギク; キンセンカ; ダリア; セイタカアワダチソウ; ゴマナ (以上キク科); ヒルガオ(ヒルガオ科)",,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Ctenoplusia,Ctenoplusia,furcifera,,(Walker),[1858],,ハグロソウキンウワバ,ハグロソウキンウワバ,,,,,,Ctenoplusia furcifera (Walker,"1858),ヤンバルハグロソウ(キツネノマゴ科)",,日本産蛾類標準図鑑2
4164,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Ctenoplusia,Acanthoplusia,ichinosei,,(Dufay),1965,,ニシキキンウワバ,,,,,出版後の追加,名前変更,Acanthoplusia ichinosei (Dufay,"1965),ゴボウ (キク科); チョウセンニンジン (ウコギ科)",,日本産蛾類標準図鑑2
4163,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Ctenoplusia,Acanthoplusia,agnata,,(Staudinger),1892,,ミツモンキンウワバ,,,,,出版後の追加,名前変更,Acanthoplusia agnata (Staudinger,"1892),チョウセンニンジン (ウコギ科); ダイズ(マメ科); シネラリア (キク科); ミゾソバ (タデ科)",,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Ctenoplusia,Acanthoplusia,mutans,,(Walker),1865,,サザナミキンウワバ,,,,,,,Dactyloplusia mutans (Walker,不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Plusiopalpa,,adrasta,,(Felder & Rogenhofer),1874,,ハナダカキンウワバ,ハナダカキンウワバ,,,,,,Plusiopalpa adrasta (Felder & Rogenhofer,"1874),国外ではツルギク属 (キク科) (Holloway, 1985)",,日本産蛾類標準図鑑2
4161,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Zonoplusia,,ochreata,,(Walker),1865,,コセアカキンウワバ,,,,,,,Zonoplusia ochreata (Walker,"1865),ミゾソバ (タデ科); ツボクサ(セリ科); 国外では; ミチヤナギ Polygonum 属 (タデ科) (Holloway, 1985)",,日本産蛾類標準図鑑2
4165,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Chrysodeixis,,eriosoma,,(Doubleday),1843,,イチジクキンウワバ,,,,,,,Chrysodeixis eriosoma (Doubleday,"1843),多食性で; ゴボウ; レタス(以上キク科); アブラナ; カラシナ; キャベツ; ダイコン(以上アブラナ科); タバコ(ナス科); ハッカ(シソ科); ネギ (ネギ科); カンナ(カンナ科); テンサイ(ヒエ科); キュウリ; カボチャ (以上ウリ科); トウモロコシ; オヒシバ(以上イネ科); フリージア(アヤメ科); ダイズ; アズキ; ツルマメ; スイートピー; ナンキンマメ(以上マメ科); クサトベラ(クサトベラ科)などが知られている。",,日本産蛾類標準図鑑2
4166,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Chrysodeixis,,acuta,,(Walker),1857,,ホソバネキンウワバ,,,,,,,Chrysodeixis acuta (Walker,"1857),ゴボウ; ヒマワリ (以上キク科); ダイズ (マメ科); ワタ属 (アオイ科), バナナ (バショウ科); ミカン属(ミカン科); トマト; ハナタバコ(以上ナス科)",,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Chrysodeixis,,illuminata,,(Robinson),1968,,キラキンウワバ,,,,,,,Chrysodeixis illuminata (Robinson,不明,,日本産蛾類標準図鑑2
4167,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Chrysodeixis,,heberachis,,(Strand),1920,,イブシギンウワバ,,,,,,,Chrysodeixis heberachis (Strand,不明,,日本産蛾類標準図鑑2
4168,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Chrysodeixis,,minutus,,Dufay,1970,,ヒメクロキンウワバ,,,,,,,Chrysodeixis minutus Dufay,不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Chrysodeixis,,taiwani,,Dufay,1974,,ヒゴキンウワバ,,,,,,,Chrysodeixis taiwani Dufay,"1974,ミヤマミズ (イラクサ科)",,日本産蛾類標準図鑑2
4160,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Scriptoplusia,,nigriluna,,(Walker),[1858],,クロガネキンウワバ,クロガネキンウワバ,,,,,,Scriptoplusia nigriluna (Walker,"1858),オオキバナムカシヨモギ (キク科) (富水,2004). 国外ではエノキグサ (トウダイグサ科)(Holloway, 1985).",,日本産蛾類標準図鑑2
4169,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Anadevidia,,hebetata,,(Butler),1889,,モモイロキンウワバ,,,,,,,Anadevidia hebetata (Butler,不明,,日本産蛾類標準図鑑2
4170,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Argyrogrammini,イチジクキンウワバ族,,,Anadevidia,,peponis,,(Fabricius),1775,,ウリキンウワバ,,,,,,,Anadevidia peponis (Fabricius,"1775),カラスウリ; キュウリ; ヘチマ; カボチャ; ユウガオ(以上ウリ科); キリ (キリ科),ヤマアイ (トウダイグサ科); タイサイ(アブラナ科); ハマニンドウ (スイカズラ科); オドリコソウ; セイヨウヤマハッカ(以上シソ科); トゥフジウツギ (ゴマノハグサ科)(林,2004).",,日本産蛾類標準図鑑2
4134,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Erythroplusia,,rutilifrons,,(Walker),1858,,ギンスジキンウワバ,,,,,,,Erythroplusia rutilifrons (Walker,"1858),オオバコ (オオバコ科); セリ (セリ科)",,日本産蛾類標準図鑑2
4135,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Erythroplusia,,pyropia,,(Butler),1879,,セアカキンウワバ,,,,,,,Erythroplusia pyropia (Butler,"1879),セリ (セリ科) (小木; 1990). エゾトリカブト (キンポウゲ科)",,日本産蛾類標準図鑑2
4129,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Macdunnoughia,,confusa,,(Stephens),1850,,キクギンウワバ,,,,,,,Macdunnoughia confusa (Stephens,"1850),多種の植物を食べる; タンポポ; フキ; ゴボウ; アズマギク; エゾギク; カモミール; セイヨウノコギリソウ; ニガヨモギ; ニイタカヨモギ; ノボロギク; キクヂシャ(以上キク科); ギシギシ(タデ科); キャベツ(アブラナ科); ヨーロッパではセイヨウイラクサ(イラクサ科); クレマチス (キンポウゲ科); トウダイグサ科; カワラボウフウ(セリ科); ヒメオドリコソウ (シソ科)",,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Macdunnoughia,,hybrida,,Ronkay,1986,,マルデオオキクギンウワバ,,,,,,,Macdunnoughia hybrida Ronkay,不明,,日本産蛾類標準図鑑2
4130,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Macdunnoughia,,crassisigna,,(Warren),1913,,オオキクギンウワバ,,,,,,,Macdunnoughia crassisigna (Warren,"1913),ゴボウ; ヨモギ; フキ (以上キク科); チョウセンニンジン (ウコギ科)",,日本産蛾類標準図鑑2
4131,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Macdunnoughia,,purissima,,(Butler),1878,,ギンモンシロウワバ,,,,,,,Macdunnoughia purissima (Butler,"1878),ヨモギ; ゴボウ(以上キク科)",,日本産蛾類標準図鑑2
4132,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Sclerogenia,,jessica,,(Butler),1878,,ワイギンモンウワバ,,,,,,,Sclerogenia jessica (Butler,"1878),オオジシバリ; ノゲシ; ヤクシソウ(以上キク科); ヒメカンアオイ(ウマノスズクサ科)",,日本産蛾類標準図鑑2
4133,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Antoculeora,,locuples,,(Oberthür),1880,,ギンボシキンウワバ,,,,,,,Antoculeora locuples (Oberthür,"1880),フキ(キク科)",,日本産蛾類標準図鑑2
4147,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Diachrysia,,chryson,,(Esper),[1789],,オオキンウワバ,オオキンウワバ,,,,,,Diachrysia chryson (Esper,"1789),ヒヨドリバナ (キク科); 国外では; ヒヨドリバナ属の一種ヘンプアグリモニー (キク科); サルビアの1種グルチノーサ; ハッカ(以上シソ科)",,日本産蛾類標準図鑑2
4148,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Diachrysia,,pales,,(Mell),1939,,リョクモンオオキンウワバ,,,,,,,Diachrysia pales (Mell,不明,,日本産蛾類標準図鑑2
4149,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Diachrysia,,leonina,,(Oberthür),1884,,マガリキンウワバ,,,,,,,Diachrysia leonina (Oberthür,"1884),広食性; エゾイラクサ (イラクサ科); エゾゴマナ; チシマアザミ(以上キク科); シソ科植物",,日本産蛾類標準図鑑2
4150,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Diachrysia,,witti,,"Ronkay, Ronkay & Behounek",2008,,ニセマガリキンウワバ,,,,,,,Diachrysia witti Ronkay,不明,,日本産蛾類標準図鑑2
4152,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Diachrysia,,chrysitis,,(Linnaeus),1758,,エゾヒサゴキンウワバ,,,,,,,Diachrysia chrysitis (Linnaeus,"1758),多食性; ヨーロッパではセイヨウイラクサなどのイラクサ科; オランダイチゴ属 (バラ科); オドリコソウなどのヒメオドリコソウ属; ハナハッカ; ハッカ属; ニガハッカ属; イヌゴマ属(以上シソ科)",,日本産蛾類標準図鑑2
4151,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Diachrysia,,nadeja,,(Oberthür),1880,,コヒサゴキンウワバ,,,,,,,Diachrysia nadeja (Oberthür,"1880),オオイタドリ (タデ科); エゾノキツネアザミ; アキタブキ(以上キク科); ナギナタコウジュ; ナミキソウ(以上シソ科); エゾイラクサ(イラクサ科); ヨーロッパではヤエムグラ属(アカネ科); オオバコ属 (オオバコ科)など; 多数の植物を食べる。",,日本産蛾類標準図鑑2
4153,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Diachrysia,,stenochrysis,,(Warren),1913,,オオヒサゴキンウワバ,,,,,,,Diachrysia stenochrysis (Warren,"1913),エゾイラクサ(イラクサ科)",,日本産蛾類標準図鑑2
4154,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Autoplusiina,ヒサゴキンウワバ亜族,Diachrysia,,zosimi,,(Hübner),[1822],,シロスジキンウワバ,,,,,,,Diachrysia zosimi (Hübner,"1822),ホザキシモツケ; ナガポノシロワレモコウ(以上バラ科); ヨーロッパではワレモコウ (バラ科)",,日本産蛾類標準図鑑2
4124,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Euchalciina,エゾキンウワバ亜族,Euchalcia,,sergia,,(Oberthür),1884,,エゾキンウワバ,,,,,,,Euchalcia sergia (Oberthür,"1884),トリカブト類 (キンポウゲ科)",,日本産蛾類標準図鑑2
4125,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Euchalciina,エゾキンウワバ亜族,Polychrysia,,aurata,,(Staudinger),1888,,アカキンウワバ,,,,,,,Polychrysia aurata (Staudinger,"1888),エゾトリカブト (キンポウゲ科)",,日本産蛾類標準図鑑2
4126,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Euchalciina,エゾキンウワバ亜族,Polychrysia,,splendida,,(Butler),1878,,マダラキンウワバ,,,,,,,Polychrysia splendida (Butler,"1878),ホソバトリカブト; エゾトリカブト; オオダイブシ(以上キンポウゲ科)",,日本産蛾類標準図鑑2
4127,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Euchalciina,エゾキンウワバ亜族,Lamprotes,,mikadina,,(Butler),1878,,シーモンキンウワバ,,,,,,,Lamprotes mikadina (Butler,"1878),カラマツソウ (キンポウゲ科)",,日本産蛾類標準図鑑2
4128,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Euchalciina,エゾキンウワバ亜族,Plusidia,,cheiranthi,,(Tauscher),1809,,ムラサキウワバ,ムラサキウワバ,,,,,,Plusidia cheiranthi (Tauscher,"1809),アキカラマツ; カラマツソウ (以上キンポウゲ科)",,日本産蛾類標準図鑑2
4138,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Autographa,,gamma,,(Linnaeus),1758,,ガマキンウワバ,,,,,,,Autographa gamma (Linnaeus,"1758),多食性; ヨーロッパでは50種以上の草本が記録されている; 多くの農作物; 園芸作物を食べ; 各種果樹; また広葉樹にもつく; トウモロコシ (イネ科); キャベツなどアブラナ科; ブドウなどブドウ科; アズキなどマメ科; カボチャ; キュウリ(以上ウリ科); ジャガイモ; トマト; タバコ属などのナス科; ヒマワリ; ヨモギ; ノボロギク; アザミ類; タンポポ類; チシャ; キクヂシャなどのキク科; セイヨウイラクサなどのイラクサ科; ガマ(ガマ科); ヒメオドリコソウ; サルビアなどのシソ科; オオバコ(オオバコ科); ヤナギ科の植物",,日本産蛾類標準図鑑2
4139,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Autographa,,nigrisigna,,(Walker),[1858] 1857,,タマナギンウワバ,,,,,,,Autographa nigrisigna (Walker,"1857),イワオトギリ (オトギリソウ科); ハクサンアザミ; チシャ(キク科); キャベツ; ハクサイ; (アブラナ科); タケニグサ (ケシ科); サツマイモ (ヒルガオ科); オランダイチゴ属 (バラ科); ダイズ(マメ科); セリ(セリ科)",,日本産蛾類標準図鑑2
4140,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Autographa,,mandarina,,(Freyer),1846,,ケイギンモンウワバ,,,,,,,Autographa mandarina (Freyer,"1846),アザミ属; オドリコソウ属 (以上キク科); オオバコ属(オオバコ科); イラクサ属 (イラクサ科)など",,日本産蛾類標準図鑑2
4141,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Autographa,,amurica,,(Staudinger),1892,,オオムラサキキンウワバ,,,,,,,Autographa amurica (Staudinger,不明,,日本産蛾類標準図鑑2
4143,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Autographa,,buraetica,,(Staudinger),1892,,ムラサキキンウワバ,,,,,,,Autographa buraetica (Staudinger,"1892),不明,国外では; 寄主植物はオオバコ (オオバコ科); アブラナ科; また; おそらくイラクサ(イラクサ科),日本産蛾類標準図鑑2
4142,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Autographa,,urupina,,(Bryk),1942,,エゾムラサキキンウワバ,,,,,,,Autographa urupina (Bryk,"1942),エゾトリカブト (キンポウゲ科)",,日本産蛾類標準図鑑2
4144,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Autographa,,excelsa,,(Kretschmar),1862,,タンポキンウワバ,,,,,,,Autographa excelsa (Kretschmar,"1862),ヨーロッパではイラクサ科; キク科の種々の草本",,日本産蛾類標準図鑑2
4137,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Syngrapha,,ottolenguii,,(Dyar),1903,,アルプスギンウワバ,アルプスギンウワバ,,,,,,Syngrapha ottolenguii (Dyar,"1903),食草はコケモモ; ガンコウラン(以上ツツジ科)が知られている。",,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Syngrapha,,interrogationis,,(Linnaeus),1758,,ホクトギンウワバ,ホクトギンウワバ,,,,,,Syngrapha interrogationis (Linnaeus,"1758),ツルコケモモ; ヒメシャクナゲ; イソツツジ(以上ツツジ科),ツルコケモモ; ヒメシャクナゲ; イソツツジ(以上ツツジ科)が寄主植物として判明している。ヨーロッパでの寄主植物はクロマメノキ; ビルベリー; ギョリュウモドキ(以上ツツジ科)など,日本産蛾類標準図鑑2
4136,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Syngrapha,,ain,,(Hochenwarth),1785,,キシタギンウワバ,キシタギンウワバ,,,,,,Syngrapha ain (Hochenwarth,不明,,日本産蛾類標準図鑑2
4145,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Plusia,,festucae,,(Linnaeus),1758,,イネキンウワバ,,,,,,,Plusia festucae (Linnaeus,"1758),多食性; ヨシ; イネ; ヒエ(以上イネ科); ガマ(ガマ科); カキツバタ(アヤメ科); イ(イグサ科); リンネはイネ科のヒロハウキガヤ Festuca fluitans (現在は Glyceria fluitans) が食草になっていることから; それにちなんで; 本種の種名とした。",,日本産蛾類標準図鑑2
4146,Noctuidae,ヤガ科,Plusiinae,キンウワバ亜科,Plusiini,イネキンウワバ族,Plusiina,イネキンウワバ亜族,Plusia,,putnami,,Grote,1873,,キタイネキンウワバ,キタイネキンウワバ,,,,日本のリストから除外,,Plusia putnami Grote,"1873,ヨーロッパでは沼沢地,泥炭地(Moor) のみに産し; 狹食性,Calamagrostis canescens ヌマヤマアワ (イネ科)を食草としている; 北アメリカではミクリの1種 (ミクリ科) に見られるという。",,日本産蛾類標準図鑑2
4058,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Maliattha,,separata,,Walker,1863,,ハスオビコヤガ,,,,,,,Maliattha separata Walker,不明,,日本産蛾類標準図鑑2
4059,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Maliattha,,arefacta,,(Butler),1879,,ヒメオビコヤガ,,,,,,,Maliattha arefacta (Butler,不明,,日本産蛾類標準図鑑2
4060,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Maliattha,,signifera,,(Walker),1858,,ヒメネジロコヤガ,,,,,,,Maliattha signifera (Walker,"1858),オヒシバ; イネ (以上イネ科)",,日本産蛾類標準図鑑2
4061,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Maliattha,,rosacea,,(Leech),[1889],,ベニモンコヤガ,,,,,,,Maliattha rosacea (Leech,不明,,日本産蛾類標準図鑑2
4062,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Maliattha,,chalcogramma,,(Bryk),1948,,ネジロコヤガ,,,,,,,Maliattha chalcogramma (Bryk,不明,,日本産蛾類標準図鑑2
4063,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Maliattha,,bella,,(Staudinger),1888,,ソトムラサキコヤガ,,,,,,,Maliattha bella (Staudinger,"1888),カヤツリグサ科を食す。",,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Maliattha,,khasanica,,Zolotarenko & Dubatolov,1995,,ナカウスキコヤガ,,,,,,,Maliattha khasanica Zolotarenko & Dubatolov,不明,,日本産蛾類標準図鑑2
4065,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Micardia,,argentata,,Butler,1878,,シロヒシモンコヤガ,,,,,,,,,,
4066,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Micardia,,pulchra,,Butler,1878,,フタホシコヤガ,,,,,,,,,,
4064,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Deltote,,bankiana,,(Fabricius),1775,,フタスジコヤガ,フタスジコヤガ,,,,,,Deltote bankiana (Fabricius,"1775),ヨーロッパでは; カヤツリグサ科が知られる。",,日本産蛾類標準図鑑2
4067,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Deltote,,uncula,,(Clerck),1759,,スジコヤガ,,,,,,,Deltote uncula (Clerck,不明,,日本産蛾類標準図鑑2
4071,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Deltote,,nemorum,,(Oberthür),1880,,マダラコヤガ,,,,,,,Deltote nemorum (Oberthür,不明,,日本産蛾類標準図鑑2
4081,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Pseudodeltote,,squalida,,(Leech),[1889],,カクモンコヤガ,,,,,,,Pseudodeltote squalida (Leech,不明,,日本産蛾類標準図鑑2
4073,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Protodeltote,,pygarga,,(Hufnagel),1766,,シロフコヤガ,,,,,,,Protodeltote pygarga (Hufnagel,"1766),ヨーロッパではイネ科を食すことが知られる。",,日本産蛾類標準図鑑2
4074,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Protodeltote,,distinguenda,,(Staudinger),1888,,シロマダラコヤガ,,,,,,,Protodeltote distinguenda (Staudinger,"1888),アキメヒシバ; チヂミササ; イネ (以上イネ科)",,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Protodeltote,,inexpectata,,Ueda,1987,,ニセシロマダラコヤガ,,,,,,,Protodeltote inexpectata Ueda,"1987,エノコログサ; ヒメシバ(以上イネ科)",,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Protodeltote,,"sp. of Doi, 2005",,,,,ヒメシロマダラコヤガ,,,,,見出し無,,,,,
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,"sp. 1 of Oku, 2003",,,,,,ソトグロヒメハマキ,,,,非掲載,,,,,
4075,Noctuidae,ヤガ科,Eustrotiinae,スジコヤガ亜科,,,,,Protodeltote,,wiscotti,,(Staudinger),1888,,マガリスジコヤガ,,,,,,,Protodeltote wiscotti (Staudinger,不明,,日本産蛾類標準図鑑2
