大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,食草に関する備考,出典
3599,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Orthosiini,オルトシア族,,,Orthosia,,limbata,,(Butler),1879,,シロヘリキリガ,シロヘリキリガ,,,,,,"Orthosia limbata (Butler, 1879)",リンゴ; サクラ類(以上バラ科); クヌギ; コナラ; アラカシ(以上ブナ科),,日本産蛾類標準図鑑2
3600,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Orthosiini,オルトシア族,,,Orthosia,,ijimai,,Sugi,1955,,イイジマキリガ,,,,,,,"Orthosia ijimai Sugi, 1955",リンゴ; サクラ類(以上バラ科) などの広葉樹,,日本産蛾類標準図鑑2
3602,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Orthosiini,オルトシア族,,,Orthosia,,odiosa,,(Butler),1878,,チャイロキリガ,,,,,,,"Orthosia odiosa (Butler, 1878)",リンゴ(バラ科); カキノキ(カキノキ科); カシ類(ブナ科)や多種の広葉樹を食べる。,,日本産蛾類標準図鑑2
3603,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Orthosiini,オルトシア族,,,Orthosia,,coniortota,,(Filipjev),1927,,ゴマフキリガ,ゴマフキリガ,,,,,,"Orthosia coniortota (Filipjev, 1927)",シナノキ (アオイ科),,日本産蛾類標準図鑑2
3605,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Orthosiini,オルトシア族,,,Orthosia,,cedermarki,,(Bryk),1948,,ウスベニキリガ,,,,,,,"Orthosia cedermarki (Bryk, 1949)",幼虫は飼育によって確かめられているという。,,日本産蛾類標準図鑑2
3606,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Orthosiini,オルトシア族,,,Orthosia,,satoi,,Sugi,1960,,ナマリキリガ,,,,,,,"Orthosia satoi Sugi, 1960",幼虫は飼育によって確かめられているという。,,日本産蛾類標準図鑑2
3607,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Orthosiini,オルトシア族,,,Orthosia,,gothica,,(Linnaeus),1758,,カシワキリガ,カシワキリガ,,,,,,"Orthosia gothica (Linnaeus, 1758)",リンゴ; スモモ; サクラ; キイチゴ類(以上バラ科); クヌギ; コナラ; アベマキ; カシワ(以上ブナ科),,日本産蛾類標準図鑑2
3608,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Orthosiini,オルトシア族,,,Orthosia,,carnipennis,,(Butler),1878,,アカバキリガ,,,,,,,"Orthosia carnipennis (Butler, 1878)",リンゴ; モモ; サクラ類 (以上バラ科); クリ類; コナラ; クヌギ; カシワ; アベマキ; アラカシ(以上ブナ科),,日本産蛾類標準図鑑2
3604,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Orthosiini,オルトシア族,,,Dioszeghyana,,mirabilis,,(Sugi),1955,,アトジロキリガ,,,,,,,"Dioszeghyana mirabilis (Sugi, 1955)",カシワ (ブナ科); サクラ類 (バラ科)を与えてもうまく飼育できるという。,,日本産蛾類標準図鑑2
,不明,,
3609,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Tiracola,,aureata,,Holloway,1989,,オオノコバヨトウ,,ヤクシマヨトウ,,,,,"Tiracola aureata Holloway, 1989",広食性,おそらく多種の植物を食べるのではないかと思われる,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Tiracola,,plagiata,,(Walker),1857,,ノコバヨトウ,,,,,,,"Tiracola plagiata (Walker, 1857)",ノアサガオ (ヒルガオ科); ソクズ (レンプクソウ科); シマイズセンリョウ (サクラソウ科); ヤマグワ (クワ科); Holloway (1989) によると12科17属の植物が本種の食草として取り上げられているが; これらにはオオノコバヨトウの食草も混じっており; 両者を識別するのは非常に困難である。,,日本産蛾類標準図鑑2
3551,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Anarta,Calocestra,melanopa,,(Thunberg),1791,,コイズミヨトウ,コイズミヨトウ,,,,,,Anarta (Calocestra) melanopa (Thunberg,"1791)""",,"ガンコウラン; コケモモ; ウラシマツツジ(別名クマコケモモ); クロマメノキ (以上ツツジ科)"""
3571,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Anarta,Calocestra,trifolii,,(Hufnagel),1766,,タイリクウスイロヨトウ,,,,,,,Anarta (Calocestra) trifolii (Hufnagel,"1766)""",,"タマネギ(ネギ科); ミチヤナギ(タデ科); イワナズナ(アブラナ科)などが知られており; 草本類を広く食する。"""
3572,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Anarta,,odontites,,(Boisduval),1829,,キタダケヨトウ,,,,,,,"Anarta odontites (Boisduval, 1829)",タマザキフジ; ホースシューヴェッチ (Hippocrepis comosa L) (以上マメ科),,日本産蛾類標準図鑑2
3552,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Coranarta,,carbonaria,,(Christoph),1893,,ダイセツキシタヨトウ,,,,,,,"Coranarta carbonaria (Christoph, 1893)",クロマメノキ; ガンコウラン(以上ツツジ科),,日本産蛾類標準図鑑2
3553,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Polia,,nebulosa,,(Hufnagel),1766,,オオシラホシヨトウ,,,,,,,"Polia nebulosa (Hufnagel, 1766)",フキ(キク科); エゾノギシギシ; オオイタドリ; ウラジロタデ(以上タデ科); ヤマブキショウマ (バラ科); アズマイチゲ (キンポウゲ科) などが知られ; 多食性で他にも多くの植物を摂食する。,,日本産蛾類標準図鑑2
3554,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Polia,,goliath,,(Oberthür),1880,,オオシモフリヨトウ,,,,,,,"Polia goliath (Oberthür, 1880)","""コナラ (ブナ科); サクラ類; ウメ(以上バラ科); ヤナギ類(ヤナギ科)",,日本産蛾類標準図鑑2
3555,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Polia,,bombycina,,(Hufnagel),1766,,オオチャイロヨトウ,オオチャイロヨトウ,,,,,,"Polia bombycina (Hufnagel, 1766)",オオイタドリ (タデ科); ムラサキツメクサ (マメ科); ホザキシモツケ; ナガポノシロワレモコウ; キンミズヒキ; エビガライチゴ(以上バラ科); クロミノウグイスカズラ (スイカズラ科); アキカラマツ (キンポウゲ科); ヨーロッパでは他にも各種草本類を食べる。,,日本産蛾類標準図鑑2
3556,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Polia,,mortua,,(Staudinger),1888,,クロヨトウ,,,,,,,Polia mortua (Staudinger,不明,,日本産蛾類標準図鑑2
3557,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Melanchra,,persicariae,,(Linnaeus),1761,,シラホシヨトウ,,,,,,,"Melanchra persicariae (Linnaeus, 1761)",ヤマネコヤナギ (ヤナギ科); フジウツギ (ゴマノハグサ科); オオバコ (オオバコ科) などが知られ; ヨーロッパでは多食性であることがわかっている。,,日本産蛾類標準図鑑2
3558,Noctuidae,ヤガ科,Hadeninae,ヨトウガ亜科,Hadenini,ヨトウガ族,,,Melanchra,,postalba,,Sugi,1982,,アトジロシラホシヨトウ,,,,,,,"Melanchra postalba Sugi, 1982",杉 (1984) によると; 幼虫は多食性なので; 手近な植物でよく育ったという。,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,"""インドで知られる寄主植物は、Grewia tiliusfolia (シナノキ科)"",,,,,,,""Rusicada privata (Walker, 1865)",ムクゲ; フヨウ(以上アオイ科),日本産蛾類標準図鑑2,,,,,,,,
,,,,,,,,,,,,,,,,モンキシロシャチホコ,,,,,,,"Leucodonta bicoloria (Denis & Schiffermüller, 1775)",ダケカンバ; シラカンバ; ミズメ(以上カバノキ科); アズキナシ; ナナカマド(以上バラ科),,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,ツマモンコブガ,,,,,,,"Casminola pulchella (Leech, 1889)",不明,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,エルモンドクガ,,,,,,,"Arctornis l-nigrum (Müller, 1764)",ケヤキ; ハルニレ(以上ニレ科),,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,ニワトコドクガ,,,,,,,"Topomesoides jonasii (Butler, 1877)",カマツカ; ズミ(以上バラ科); ブナ(ブナ科); ニワトコ(レンプクソウ科),,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,ネウスシャチホコ,,,,,,,"Chadisra bipartita (Matsumura, 1925)",台湾では; ウラジロエノキ(アサ科)の記録がある,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,ネジロキノカワガ,,,,,,,"Negritothripa hampsoni (Wileman, 1911)",クヌギ; コナラ(以上ブナ科),,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,スゲオオドクガ,,,,,,,"Laelia gigantea (Butler, 1885)",ササなどのイネ科植物で飼育できる,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,アウラコデスヒメハマキ,,,,,,,Dudua aulacodes,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,アエオログリプタヒメハマキ,,,,,,,Enarmonodes aeologlypta,不明,,日本のハマキガ1
,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Herochroma,,cristata,,(Warren),1894,,アカオピアヤシャク,,,,,,,"Herochroma cristata (Warren, 1894)",不明,,日本産蛾類標準図鑑1
,,,,,,,,,,,,,,,,アカバナキバガ,,,,,,,Gelechia,アカバナ (アカバナ科),,日本産蛾類標準図鑑1
,,,,,,,,,,,,,,,,アカマツヒメハマキ,,,,,,,Epinotia rubiginosana,アカマツ; ヨーロッパアカマツ,,日本のハマキガ1
,,,,,,,,,,,,,,,,アカンタヒメハマキ,,,,,,,Rhopobota ancantha,不明,,日本のハマキガ1
,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,microtheriella,,(Stainton),1854,,アサダモグリチビガ,アサダモグリチビガ（和名新称）,,,,,,"Stigmella microtheriella (Stainton, 1854)",アサダ（カバノキ科）; ヨーロッパからはクマシデ Carpinus; ハシバミ Corylus; アサダ Ostrya の各属（以上カバノキ科）の葉,,日本産蛾類標準図鑑3
,,,,,,,,,,,,,,,,アジアホソバスズメ,,,,,,,"Ambulyx sericeipennis Butler, 1875",オニグルミ (クルミ科),,日本産蛾類標準図鑑1
,,,,,,,,,,,,,,,,アスピディスカナヒメハマキ,,,,,,,Eucosma aspidiscana,ヒマワリ,,日本のハマキガ1
,,,,,,,,,,,,,,,,アダナマツシンムシガ,,,,,,,Rhyacionia adana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,アトホシポシアツバ,,,,,,,"Caduca albopunctata (Walker, 1858)",不明,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,アナプロボラヒメハマキ,,,,,,,Dudua anaprobola,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,アマミキテンアツバモドキ(新称),,,,,,,"Parachrostia kishidai (Fibiger, 2008)",不明,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,アルビデュラナヒメハマキ,,,,,,,Eucosma albidulana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,イグノタナヒメハマキ,,,,,,,Eucosma ignotana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,イシキヒメハマキ,,,,,,,Herpystis issikii,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,イシダイヒメハマキ,,,,,,,Hendecaneura ishidai,ソメイヨシノ,,日本のハマキガ1
,,,,,,,,,,,,,,,,イシダヒメハマキ,,,,,,,Epinotia ishidai,ヒメヤシャブシ,,日本のハマキガ1
,,,,,,,,,,,,,,,,イスノキシンクイガ,,,,,,,Spilonota distyliana,イスノキ,,日本のハマキガ1
,,,,,,,,,,,,,,,,イソノマシンクイ,,,,,,,Tetramoera isonoma,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,イネクスぺルタナヒメハマキ,,,,,,,Herpystis inexpertana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,イバラヒメハマキ,,,,,,,Notocelia uddmanniana,イバラ,,日本のハマキガ1
,,,,,,,,,,,,,,,,イリオモテヒメハマキ,,,,,,,Eucosma iriomotensis,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,インフィダナヒメハマキ,,,,,,,Pelochrista infidana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,ウスイロミズイガ,,,,,,,Bactra simpliciana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,ウスオビアツバモドキ(改称),,,,,,,"Mimachrostia fasciata (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,ウスオビシロヒメハマキ,,,,,,,Gypsonoma obtusatana,ポプラ,,日本のハマキガ1
,,,,,,,,,,,,,,,,ウスグロクロマダラヒメハマキ,,,,,,,Rhopobota ustomaculana,ブルーベリー,,日本のハマキガ1
,,,,,,,,,,,,,,,,ウスグロミズイガ,,,,,,,Bactra phaeopis,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,ウスサビイロヤガ(改称),,,,,,,Amyna sugiorum Kishida,不明,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,ウスジロヒメハマキ,,,,,,,Eucosma lacteana,ヨモギ,,日本のハマキガ1
,,,,,,,,,,,,,,,,ウスズミヒメハマキ,,,,,,,Notocelia illotana,クマシデ,,日本のハマキガ1
,,,,,,,,,,,,,,,,ウスモンマツメムシガ,,,,,,,Clavigesta pithyusana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,ウルシヒメハマキ,,,,,,,Epinotia rhoifoliiana,ヤマハゼ; ウルシ,,日本のハマキガ1
,,,,,,,,,,,,,,,,ウンブリゲラヒメハマキ,,,,,,,Pelochrista umbrigera,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,エウメニカヒメハマキ,,,,,,,Dudua eumenica,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,エゾヒメハマキ,,,,,,,Herpystis essosinensis,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,エゾマツヒメハマキ,,,,,,,Epinotia subsequana,エゾマツ; トウヒ属,,日本のハマキガ1
,,,,,,,,,,,,,,,,エゾマツムシガ,,,,,,,Retinia jezoensis,アカエゾマツ,,日本のハマキガ1
,,,,,,,,,,,,,,,,オオキモンコヤガ(新称),,,,,,,Koyaga magnumisma Ahn,不明,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,オオギンスジヒメハマキ,,,,,,,Epinotia majorana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,オオクロモンミズイガ,,,,,,,Bactra cheradota,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,オオマツムシガ,,,,,,,Petrova permutata,不明,,日本のハマキガ1
,Lasiocampidae,カレハガ科,Lasiocampinae,マツカレハ亜科,,,,,Takanea,,excisa,,(Wileman),1910,,オオミヤケカレハ (改称),,,,,,,"Takanea excisa (Wileman, 1910)",不明,,日本産蛾類標準図鑑1
,,,,,,,,,,,,,,,,オオヨモギヒメハマキ,,,,,,,Epiblema completionis,オオヨモギ,,日本のハマキガ1
,Geometridae,シャクガ科,Larentiinae,ナミシャク亜科,,,,,Eupithecia,,costalis,,Walker,1869,,オガサワラカバナミシャク (新称),,,,,,,"Eupithecia costalis Walker, 1869",不明,,日本産蛾類標準図鑑1
,,,,,,,,,,,,,,,,オガサワラマツシンムシガ,,,,,,,Rhyacionia insulariana,リュウキュウマツ,,日本のハマキガ1
,,,,,,,,,,,,,,,,オキナワキテンアツバモドキ (改称),,,,,,,"Parachrostia owadai (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,オキナワヒメハマキ,,,,,,,Eucosma okinawaensis,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,オクヒメハマキ,,,,,,,Rhopobota okui,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,オニグルミヒメハマキ,,,,,,,Epinotia parabrachyacantha,オニグルミ,,日本のハマキガ1
,,,,,,,,,,,,,,,,オノモチマツムシガ,,,,,,,Retinia onomochiana,アカマツ,,日本のハマキガ1
,,,,,,,,,,,,,,,,オビミズイガ,,,,,,,Bactra fasciata,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,オプタニミズイガ,,,,,,,Bactra optani,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,オルナタヒメハマキ,,,,,,,Pelochrista ornata,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,カエサナヒメハマキ,,,,,,,Eucosma caesana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,カエシアルパナヒメハマキ,,,,,,,Rhopobota caesialpana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,カナヒメハマキ,,,,,,,Eucosma cana,アザミ,,日本のハマキガ1
,,,,,,,,,,,,,,,,カバヒメハマキ,,,,,,,Hendecaneura cervina,テリハノイバラ,,日本のハマキガ1
,,,,,,,,,,,,,,,,カバヒメハマキモドキ,,,,,,,Eucosma fuscana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,カマツカヒメハマキ,,,,,,,Notocelia peltastica,カマツカ,,日本のハマキガ1
,,,,,,,,,,,,,,,,カメノコモドキ,,,,,,,Bactra testudana,ススキ,,日本のハマキガ1
,,,,,,,,,,,,,,,,カラサワヒメハマキ,,,,,,,Epinotia karasawai,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,カラドラエヒメハマキ,,,,,,,Dudua charadraea,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,カンコミモグリヒメハマキ,,,,,,,Tritopterna capyra,(属の寄主),,日本のハマキガ1
,,,,,,,,,,,,,,,,キアノピスシンクイ,,,,,,,Tetramoera cyanopis,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,キクヒメハマキ,,,,,,,Eucosma campoliliana,アザミ,,日本のハマキガ1
,,,,,,,,,,,,,,,,キクログラファヒメハマキ,,,,,,,Dudua cyclographa,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,キシロファガナヒメハマキ,,,,,,,Dudua xylophagana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,ギンスジコウモリ,,,,,,,"Pltymatopus japonicus Inoue, 1982",アキタフキ Petasites japonicus （キク科）の根茎; クサソテツ Matteuccia struthiopteris （ウラボシ科）の土脈基部,,日本産蛾類標準図鑑3
,,,,,,,,,,,,,,,,ギンスジモグリチビガ,,,,,,,"Stigmella oa Kemperman & Wilkinson, 1985",不明,,日本産蛾類標準図鑑3
,,,,,,,,,,,,,,,,ギンポシシャチホコ,,,,,,,"Rosama cinnamomea (Leech, 1888)",ヌスビトハギ(マメ科),,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,クチヒゲヤナギドクガ,,,,,,,"Leucoma candida (Staudinger, 1892)",ポプラ; ドロノキ; ミネヤナギ(以上ヤナギ科),,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,クリイロシンクイガ,,,,,,,Spilonota semirufana,ズミ,,日本のハマキガ1
,,,,,,,,,,,,,,,,クリシフォナヒメハマキ,,,,,,,Eucosma chrysyphona,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,クリミドリヒメハマキ,,,,,,,Hendecaneura fagiglandana,クリ; クヌギ,,日本のハマキガ1
,,,,,,,,,,,,,,,,クロコサビイロヤガ(改称),,,,,,,Amyna punctum (Fabricius,不明,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,クロコヒメハマキ,,,,,,,Epinotia kurokoi,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,クロスジュミモンクチバ,,,,,,,"Melapia japonica (Ogata, 1961)",不明,,日本産蛾類標準図鑑2
,,,,,,,,,,,,,,,,クロソトマヒメハマキ,,,,,,,Dudua crossotoma,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,クロフミズイガ,,,,,,,Bactra admiranda,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,クロベヒメハマキ,,,,,,,Hendecaneura eucosmocnese,クロベ,,日本のハマキガ1
,,,,,,,,,,,,,,,,クロマダラシンクイガ,,,,,,,Spilonota eremitana,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,クロマダラヒメハマキ,,,,,,,Rhopobota naevana,モチノキ; ツツジ; バラ,,日本のハマキガ1
,,,,,,,,,,,,,,,,クロモンマツメムシガ,,,,,,,Clavigesta melanoceros,不明,,日本のハマキガ1
,,,,,,,,,,,,,,,,グアバシンムシガ,,,,,,,Strepsicrates rhothia,グアバ; ユーカリ,,日本のハマキガ1
